Row,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139,cell140,cell141,cell142,cell143,cell144,cell145,cell146,cell147,cell148,cell149,cell150,cell151,cell152,cell153,cell154,cell155,cell156,cell157,cell158,cell159,cell160,cell161,cell162,cell163,cell164,cell165,cell166,cell167,cell168,cell169,cell170,cell171,cell172,cell173,cell174,cell175,cell176,cell177,cell178,cell179,cell180,cell181,cell182,cell183,cell184,cell185,cell186,cell187,cell188
Nemf,5,4,3,9,6,4,7,9,0,3,3,11,1,6,14,2,13,5,14,3,20,11,12,12,7,9,5,3,6,4,5,10,8,15,1,0,0,2,9,6,6,0,10,10,6,15,9,13,2,7,14,4,8,5,4,1,10,13,11,6,2,7,5,1,2,6,15,10,4,2,5,14,9,11,8,4,9,0,5,9,7,1,0,3,8,1,1,9,3,11,2,1,5,10,9,3,5,6,6,11,11,1,18,0,8,2,0,2,9,1,1,6,13,3,6,12,3,8,3,2,12,3,14,0,15,0,12,4,4,9,14,2,11,10,4,8,8,11,10,7,3,3,7,11,8,4,7,13,3,12,0,3,4,2,0,2,10,4,4,7,3,0,9,4,6,14,11,8,12,8,2,6,9,5,0,4,2,2,2,8,11,8,5,0,0,6,6,15
Nfx1,3,0,2,3,13,0,0,7,1,7,0,0,17,0,14,0,2,1,6,3,5,12,3,5,7,0,1,8,12,10,5,0,3,3,0,8,5,1,2,3,0,2,1,3,0,6,0,6,1,0,1,0,0,0,12,0,2,0,9,4,0,0,5,1,3,1,17,6,7,10,5,6,1,3,1,1,10,6,6,7,0,4,10,1,0,1,0,0,4,15,1,8,4,0,3,0,8,13,4,7,1,0,5,2,5,3,2,0,0,6,0,0,0,7,0,0,0,8,3,1,10,12,8,0,0,8,8,0,0,0,3,5,0,2,11,4,0,7,7,1,0,0,1,7,0,11,7,10,2,16,19,0,0,3,0,0,7,8,0,4,10,3,4,0,4,3,0,0,0,6,9,0,2,0,2,4,3,0,4,19,13,7,0,0,2,15,17,1
Nid2,7,10,9,0,11,2,12,11,12,11,7,7,4,8,5,7,7,8,8,11,9,6,0,10,6,3,4,1,11,7,7,10,11,4,2,4,10,7,4,1,3,5,18,2,2,14,3,6,7,9,1,11,8,0,2,8,11,12,4,6,8,10,4,7,10,6,0,4,8,8,0,5,11,13,6,4,2,12,11,9,5,7,1,4,0,6,10,5,6,9,4,4,13,9,8,14,11,8,5,1,10,0,10,10,12,11,7,8,7,8,3,6,7,6,4,0,15,0,11,0,7,8,13,12,5,5,6,7,8,6,10,6,5,5,7,8,7,0,10,5,14,7,8,13,11,11,6,8,14,13,5,9,7,13,9,5,1,10,9,8,1,2,4,0,10,10,7,9,3,6,0,1,9,3,7,10,3,9,13,3,8,9,6,6,11,7,4,7
Nipbl,0,6,1,0,3,0,0,0,12,0,0,17,20,16,1,0,0,0,0,1,0,5,6,2,0,20,0,12,19,8,0,8,19,20,18,3,2,0,3,17,0,0,0,15,0,26,0,2,7,21,14,0,19,23,8,12,4,0,4,0,1,6,3,14,0,18,24,1,18,0,15,4,2,4,13,1,17,13,18,8,13,0,7,10,5,0,1,0,5,13,0,0,6,0,13,0,24,24,1,0,0,0,0,3,6,16,4,0,0,9,0,10,18,12,0,10,24,4,22,0,19,7,5,3,1,20,0,1,1,0,13,10,0,2,0,24,0,0,0,0,0,19,1,0,0,7,4,0,1,3,24,16,0,4,24,0,6,0,0,5,11,1,0,11,0,1,0,0,0,0,3,2,5,1,23,0,8,0,1,20,14,0,0,5,1,16,0,5
Nit2,1,0,0,2,2,5,0,5,0,6,0,5,4,4,5,1,0,1,0,0,3,0,0,10,2,1,6,6,3,2,11,0,0,8,5,0,1,3,0,0,9,4,3,1,2,0,1,0,0,5,1,5,2,0,6,0,4,8,1,2,3,0,4,2,1,3,0,9,5,0,10,3,1,4,8,0,1,5,12,5,3,2,6,8,6,0,7,0,1,1,1,0,1,2,0,2,4,1,0,3,2,2,10,4,0,6,3,7,3,5,0,6,6,4,4,9,2,6,3,0,1,1,1,0,11,3,1,6,0,0,9,3,5,5,10,0,2,4,1,2,3,1,5,3,0,6,3,3,0,4,5,4,5,0,4,0,0,5,5,0,4,3,3,1,2,2,5,7,0,4,8,4,12,3,2,0,0,0,2,1,0,0,1,0,7,5,2,0
Nob1,1,4,2,8,5,0,0,4,0,0,0,4,4,3,2,7,3,0,3,6,0,7,1,1,1,4,3,4,0,3,8,2,3,7,3,0,2,6,1,8,9,0,5,4,3,1,0,6,0,0,4,6,1,2,3,0,0,7,7,0,10,0,4,1,5,1,3,8,4,3,0,1,2,3,0,0,1,0,1,5,4,3,4,0,0,4,1,2,1,5,3,2,0,4,6,0,2,1,2,3,0,4,0,3,3,0,3,5,0,0,1,3,5,0,0,2,0,2,6,1,6,0,1,5,6,0,9,1,2,2,0,3,2,1,0,0,1,0,1,4,0,1,3,2,5,0,2,8,0,4,1,5,5,0,0,4,3,0,1,7,0,7,0,7,3,1,5,6,4,1,10,3,3,8,8,5,0,0,0,2,3,0,5,3,2,1,6,1
Nop16,14,18,13,7,3,3,3,5,5,14,4,2,14,2,7,0,9,11,9,14,20,2,9,2,20,11,2,9,1,6,10,20,1,6,13,14,1,11,1,5,3,14,15,4,3,2,12,35,20,5,10,5,6,5,1,3,8,9,4,0,21,10,21,11,1,13,3,22,17,17,5,2,11,4,14,11,15,14,23,8,7,12,3,13,12,12,4,12,7,0,9,7,0,5,12,6,13,2,5,2,11,2,8,8,6,7,20,15,0,17,4,4,6,6,9,4,7,3,12,5,12,15,4,6,8,7,1,5,22,8,2,8,6,6,6,3,11,8,6,7,1,7,1,18,5,18,14,12,15,7,3,10,9,15,8,10,8,8,18,4,14,21,2,21,4,5,1,16,15,9,14,5,3,14,7,2,7,11,3,4,4,5,3,4,15,13,2,21
Nr2c2,0,0,0,4,5,0,7,8,2,4,9,0,1,5,0,0,0,0,1,0,2,4,0,9,2,1,0,6,0,1,0,0,0,0,0,0,2,5,7,0,0,0,0,0,10,0,0,3,0,0,0,1,0,0,4,0,0,4,0,0,5,8,0,6,0,0,0,2,0,9,2,4,0,7,0,0,5,6,0,0,3,0,1,6,0,9,0,0,0,1,1,10,6,6,4,0,5,0,0,2,0,4,0,0,0,6,0,3,0,0,0,4,0,0,0,0,0,3,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,3,11,0,2,7,3,0,0,0,1,7,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,7,1,0,0,0,0,5,0,0,0,2,0,5,0,0,0,2,0,0,1,0,1
Nrd1,0,4,2,0,0,6,8,0,8,0,0,0,0,0,0,0,1,6,2,3,0,1,0,5,0,1,0,1,0,6,2,3,2,1,0,0,0,6,3,4,0,6,10,2,3,6,4,3,0,0,3,0,0,0,0,3,0,1,0,0,0,0,8,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,2,0,0,0,7,0,1,3,3,4,0,0,3,8,0,0,4,0,0,0,0,0,4,0,7,0,4,5,0,0,0,0,3,0,0,0,3,0,6,5,3,0,4,0,4,0,2,0,0,7,0,0,0,0,3,0,0,0,7,0,0,0,0,0,1,2,0,0,3,3,3,0,0,0,0,3,1,0,0,4,6,0,5,0,0,0,5,0,0,1,6,0,0,0,0,0,0,5,4,0,0,0,0,0,1,6,0,0
Nrf1,1,0,8,0,2,6,0,3,0,2,6,0,2,5,1,0,0,0,1,10,2,3,0,0,0,0,5,3,6,0,4,3,7,3,0,8,1,3,0,1,3,3,0,3,0,6,0,1,1,3,2,1,3,5,4,3,4,4,3,0,1,2,0,3,4,0,4,1,5,1,2,2,6,5,10,0,0,9,5,5,0,3,2,0,2,0,0,3,3,2,0,3,2,4,2,3,4,0,0,2,4,2,1,3,2,1,2,9,0,0,5,4,2,3,2,5,2,2,1,2,9,0,3,3,3,1,0,3,6,5,7,5,0,2,2,0,0,6,1,5,1,0,5,3,0,0,0,4,4,7,4,0,11,4,2,7,7,1,0,3,2,6,0,0,1,0,1,1,0,4,0,2,7,3,3,6,1,2,2,0,2,3,2,0,0,1,3,5
Nrm,13,0,0,8,11,0,0,0,7,10,8,0,6,0,10,0,6,0,8,13,8,0,0,0,8,4,0,6,0,0,0,9,0,4,0,0,10,7,0,9,0,4,0,0,0,6,0,5,0,0,6,0,1,13,1,0,0,6,10,0,2,12,6,0,11,0,10,0,15,4,9,0,12,0,0,0,6,0,0,0,11,0,5,0,0,5,0,11,0,3,0,0,8,8,0,0,5,0,5,5,0,2,2,0,1,0,0,4,0,5,3,0,2,0,10,10,0,3,1,0,3,10,11,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,11,9,7,0,4,1,5,7,0,0,8,0,8,7,7,8,4,0,7,4,0,5,6,0,0,1,3,0,5,4,1,3,0,0,0,8,0,0,14,6,16,0,1,1,6,7,0,0
Nsa2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nsmce4a,4,3,6,4,0,5,4,3,3,5,0,4,5,5,1,0,0,0,4,6,6,3,8,0,2,5,10,9,0,3,11,1,7,1,2,2,5,1,5,6,0,3,1,3,1,2,6,0,9,3,5,4,4,3,1,4,0,7,4,5,2,4,5,6,6,3,4,3,2,0,7,7,0,5,5,5,9,8,0,6,4,6,3,0,5,5,3,9,5,2,3,6,1,3,3,1,2,0,9,2,9,5,7,0,0,4,4,4,1,6,1,1,0,1,4,0,2,2,5,9,1,0,1,5,3,3,5,3,7,0,7,10,3,5,1,0,5,7,6,0,10,7,0,4,0,8,5,0,7,1,9,2,6,4,6,11,2,1,3,0,5,8,2,0,8,3,0,3,3,2,1,3,0,0,0,2,3,6,6,1,2,10,6,6,7,1,4,4
Nudt4,0,8,18,8,4,8,8,2,8,9,10,2,5,8,15,9,6,9,3,9,19,18,10,6,9,0,14,7,3,9,10,0,0,12,1,24,28,4,9,12,18,11,16,2,10,4,4,20,8,13,3,16,3,14,13,15,3,6,3,7,10,17,6,8,4,5,6,2,18,0,1,11,12,18,20,2,11,12,0,2,16,15,13,14,13,0,0,10,6,17,28,7,16,21,6,18,11,2,1,5,6,9,4,12,3,9,7,0,1,8,2,13,19,13,1,2,7,13,9,7,8,18,5,7,5,5,15,19,6,3,3,14,2,16,9,21,0,1,4,6,16,19,12,2,18,5,3,0,9,23,0,2,6,21,12,15,8,16,7,10,17,9,4,2,7,12,8,4,10,15,2,1,2,7,10,1,3,0,10,3,6,12,11,0,22,7,9,9
Nudt5,1,2,7,0,0,0,1,6,0,8,2,1,8,8,5,0,0,7,0,0,6,7,7,7,4,0,4,0,0,0,0,9,9,8,4,4,0,3,7,1,9,3,0,0,4,0,0,0,0,0,12,2,0,0,0,8,14,9,8,12,0,7,5,4,0,2,0,10,0,0,8,0,6,2,2,0,7,7,0,1,2,0,10,0,6,5,0,0,4,0,0,13,0,6,11,1,5,3,2,7,7,0,11,2,1,0,5,0,0,6,11,7,12,8,0,9,0,9,0,0,9,0,1,2,10,0,9,6,0,9,9,2,2,1,0,7,0,0,0,6,9,6,0,0,1,13,6,6,0,9,0,3,0,2,11,1,2,2,3,3,3,1,7,3,0,7,1,1,10,6,2,1,6,1,7,0,10,3,1,11,0,0,0,2,0,1,11,0
Numa1,0,0,0,4,0,2,0,14,0,1,0,3,0,1,0,6,8,2,3,0,1,1,1,0,0,2,3,1,2,1,0,0,4,0,0,6,1,1,3,0,7,5,0,1,0,0,0,3,1,2,5,0,8,0,2,1,0,1,6,7,4,0,0,1,0,0,0,0,20,1,1,0,0,0,1,0,1,2,0,3,0,0,2,4,1,11,0,3,0,1,1,2,3,0,0,0,2,4,0,1,3,2,0,2,6,1,2,6,1,0,0,0,0,1,4,0,1,2,0,1,1,2,2,4,0,0,3,3,0,1,0,3,2,4,0,0,1,9,0,5,0,0,2,4,0,0,0,0,1,1,0,1,14,0,1,2,0,0,7,8,6,2,8,0,0,7,0,4,0,1,0,2,5,0,0,2,1,2,4,1,1,3,1,4,3,0,2,0
Nup85,0,10,15,2,5,1,5,20,5,1,0,4,11,14,1,4,6,16,3,11,2,8,15,5,0,5,0,12,0,9,2,15,4,5,6,3,3,16,2,5,0,6,2,7,8,1,4,7,10,0,1,13,2,0,4,1,1,8,3,4,18,3,17,0,2,7,0,2,1,5,10,4,2,1,12,8,9,3,12,0,0,19,3,9,9,2,2,7,1,8,21,7,0,2,9,0,11,5,12,7,0,18,3,7,13,7,17,9,3,2,18,0,6,3,12,11,2,6,8,2,8,10,7,14,6,0,0,1,0,6,3,1,2,19,3,1,14,0,7,8,8,4,5,10,1,14,1,2,1,1,2,11,1,1,11,17,16,5,15,16,4,1,0,10,3,8,7,7,3,0,0,3,2,8,8,4,11,8,11,1,1,3,5,1,4,2,2,2
Nxt1,5,0,5,2,1,0,0,0,1,0,2,4,0,5,2,1,0,5,0,21,1,2,1,5,4,4,2,1,0,2,1,4,0,0,3,0,0,10,3,0,3,5,1,2,7,7,0,3,9,3,0,5,0,3,4,4,1,0,2,3,5,4,5,6,0,5,12,7,2,2,2,0,0,0,5,3,1,3,4,1,12,2,0,7,1,0,8,4,6,5,0,11,2,0,4,6,2,2,3,3,2,4,3,2,5,1,1,3,15,1,0,3,4,2,1,5,3,2,1,8,8,0,0,4,6,3,5,15,9,4,0,0,8,2,0,11,0,4,3,5,0,1,2,1,1,2,1,3,2,0,8,18,7,2,0,6,2,0,1,0,0,0,3,1,0,2,1,6,0,2,1,0,6,0,0,1,3,0,4,20,1,0,2,4,0,2,3,7
Ociad1,6,6,1,5,5,7,5,1,3,8,9,5,2,8,3,6,2,6,7,6,10,1,1,6,2,4,0,5,6,3,2,6,0,7,4,12,5,4,2,6,4,4,4,4,1,4,1,4,0,6,4,2,4,2,0,0,12,7,0,8,4,1,5,5,7,7,1,4,8,3,1,0,14,10,3,7,4,8,5,5,0,4,4,5,0,4,0,4,5,3,4,7,9,6,4,6,4,0,3,2,7,4,3,5,4,6,3,0,5,0,5,5,9,5,4,1,5,5,9,1,7,5,2,2,6,2,5,2,1,2,0,2,0,5,6,3,0,1,2,5,0,0,0,1,4,5,4,8,7,1,2,3,7,4,12,4,1,6,3,7,0,7,9,0,5,3,0,5,6,3,4,0,0,0,4,2,4,2,5,0,0,6,0,0,0,6,1,0
Oip5,0,3,0,4,4,0,1,0,0,5,0,0,1,0,0,1,0,1,3,0,1,0,0,0,0,2,0,0,2,0,2,0,0,0,3,0,2,2,2,0,0,1,1,0,2,0,0,0,0,0,2,0,5,0,0,3,3,0,0,3,2,1,3,0,5,3,4,5,0,0,0,0,0,0,0,4,0,4,0,2,0,3,1,3,2,0,2,1,5,0,1,0,0,0,1,1,0,0,0,0,0,2,4,1,0,3,0,2,0,0,2,0,0,0,0,0,0,4,5,0,0,0,1,0,2,0,0,2,0,0,0,0,0,2,1,2,0,1,0,0,2,0,0,2,1,0,0,0,0,3,4,0,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,4,0,0,5,3,4,0,2,1,0,3,0,0,0,0,0
Ola1,2,0,10,10,6,1,5,0,5,0,0,4,0,8,8,5,0,6,5,8,8,2,3,0,5,6,6,0,2,0,0,8,9,2,4,0,0,5,6,0,0,0,0,2,0,0,5,1,0,0,4,0,0,8,9,8,8,3,0,0,0,4,0,0,1,0,6,7,0,0,9,6,0,2,8,5,0,1,7,2,5,8,0,0,6,9,0,2,0,0,9,0,6,0,5,5,2,9,0,0,3,2,3,0,0,0,3,0,0,5,0,10,6,1,0,0,3,3,0,0,7,1,2,7,0,0,2,1,4,0,0,1,2,0,3,0,0,0,2,0,8,0,1,0,6,3,1,8,0,8,0,9,2,5,3,6,8,0,0,0,4,1,1,0,7,4,0,2,0,3,0,0,10,0,9,0,4,0,4,7,0,0,0,6,5,0,0,0
Orc2,1,2,9,7,5,5,2,6,5,6,8,0,9,5,6,2,4,5,18,10,9,7,6,0,2,3,5,2,3,0,2,6,3,15,8,7,2,4,12,0,0,6,5,6,5,3,5,11,0,1,3,0,3,0,8,15,8,7,9,2,8,2,6,11,12,5,6,3,0,5,1,7,9,10,2,5,2,6,8,11,5,0,1,4,9,3,0,7,1,1,1,8,2,6,7,8,5,9,6,10,5,5,0,0,3,4,6,6,9,1,7,8,2,3,6,5,5,11,4,9,4,7,6,10,3,4,0,7,8,2,5,7,2,5,10,6,0,9,3,0,1,1,7,4,1,7,8,2,3,8,6,3,8,3,5,6,8,1,3,16,2,2,4,0,10,1,6,1,4,2,4,7,4,5,6,0,7,0,4,8,7,0,7,7,1,3,4,8
Orc3,0,0,0,2,0,1,0,4,1,0,0,0,7,11,0,7,3,1,6,0,7,0,4,0,3,0,1,1,4,0,0,0,0,0,5,3,0,1,1,0,2,7,0,3,7,0,0,10,6,0,0,0,0,2,2,0,0,5,0,5,1,0,0,0,2,9,8,1,0,1,0,5,0,0,0,0,7,0,1,0,9,7,1,0,1,1,6,0,1,0,0,5,6,3,4,3,1,0,0,1,0,1,1,0,1,0,9,11,0,3,1,4,1,6,2,0,5,4,0,0,0,1,3,1,0,0,0,0,0,7,0,5,11,1,7,0,5,1,0,6,1,5,8,11,6,3,5,12,6,4,4,3,0,0,0,1,3,0,13,0,0,0,1,4,0,6,0,6,7,0,0,0,5,9,9,0,1,5,3,1,1,0,6,0,9,0,1,0
Oxct1,5,3,4,5,0,2,3,3,3,5,7,2,6,4,7,1,1,6,2,2,0,4,0,0,7,10,3,2,3,3,8,4,6,0,8,2,3,2,1,5,0,1,3,0,2,0,0,1,2,2,4,5,6,0,1,3,0,5,0,2,4,1,3,4,6,5,6,0,1,0,1,1,1,1,5,1,6,3,7,0,3,1,4,0,2,1,2,2,1,2,6,3,2,1,3,3,0,2,6,2,0,6,6,2,1,7,10,4,3,5,0,3,10,9,8,0,0,1,0,3,0,3,0,0,8,1,3,0,3,2,7,10,7,0,3,2,3,5,1,5,2,0,4,5,0,5,1,0,2,1,8,0,2,2,2,7,0,1,2,5,6,0,6,7,2,4,4,6,1,2,3,1,2,0,1,3,3,1,6,1,4,3,5,2,3,5,0,2
Oxsr1,0,0,0,6,5,7,0,0,0,0,0,0,2,0,0,5,0,4,5,0,8,7,0,8,0,1,4,0,4,0,3,0,5,0,0,4,0,0,5,0,0,3,0,0,2,0,0,4,4,0,2,9,1,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,4,0,3,0,2,2,0,0,0,0,0,0,0,0,0,7,10,4,1,8,3,0,2,2,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,2,5,2,3,1,0,0,0,0,0,5,0,0,0,0,0,0,3,0,1,0,0,6,0,0,2,0,0,0,6,5,0,5,0,0,0,0,3,0,0,0
Pafah1b1,0,6,0,9,1,1,5,9,4,1,0,2,12,1,7,6,0,0,0,0,0,0,0,11,9,8,5,2,0,0,4,0,2,12,0,2,0,8,4,0,0,0,6,2,7,0,0,0,0,6,2,0,0,1,0,0,8,4,10,7,0,0,7,9,1,3,7,3,0,7,7,1,8,2,1,7,6,0,0,6,10,1,0,3,0,4,0,0,8,3,1,2,5,0,0,8,0,2,12,5,0,0,0,0,2,5,7,2,5,2,0,9,6,1,0,8,1,0,13,7,3,1,1,7,4,8,5,4,0,0,2,1,3,5,8,0,12,7,6,12,10,8,0,10,2,0,11,2,8,6,7,7,6,2,0,0,1,0,9,0,2,1,0,6,4,2,8,0,9,0,0,0,9,0,1,1,4,0,0,0,1,5,12,11,1,1,4,3
Paics,8,17,4,7,20,34,3,10,10,6,9,12,1,20,7,21,4,24,10,17,24,10,11,10,18,4,9,10,40,5,21,10,10,20,38,8,14,3,19,7,19,25,15,7,12,13,17,8,19,10,6,14,39,33,23,12,11,1,6,4,5,29,6,16,21,20,28,20,12,13,13,3,45,2,27,10,17,23,11,4,17,32,16,24,6,19,22,8,6,12,5,1,10,37,26,29,22,19,9,18,22,13,9,16,32,5,3,26,11,17,11,12,6,11,7,9,14,39,13,32,13,18,4,50,22,14,7,8,24,8,13,24,2,15,1,22,9,4,6,4,9,18,30,16,13,15,13,18,45,13,8,3,16,13,4,21,3,6,4,10,13,11,7,16,13,2,8,24,12,29,1,3,9,24,13,13,9,3,9,23,17,13,26,15,7,8,14,6
Pck2,4,0,0,1,2,2,0,1,6,7,23,11,2,0,0,0,0,3,3,5,5,5,2,5,6,2,0,1,4,0,0,15,4,0,1,0,0,0,9,7,1,2,2,0,0,2,10,5,7,2,16,7,4,1,0,0,5,6,0,0,16,14,2,5,0,7,0,1,2,11,0,0,19,2,4,0,0,0,13,3,2,2,5,0,6,2,2,4,9,0,1,6,17,0,7,2,14,8,7,0,1,0,0,16,6,0,0,0,12,4,0,6,1,3,11,8,1,2,8,0,4,13,0,2,1,0,12,8,0,0,2,2,27,0,2,7,15,0,10,1,1,0,3,0,12,13,0,6,1,0,1,7,0,4,2,0,2,8,0,13,0,0,2,0,0,3,3,2,7,0,0,0,5,1,1,0,11,5,3,6,10,4,3,1,13,3,4,0
Pcmt1,6,10,8,6,11,4,3,8,12,6,13,7,11,1,15,6,4,3,2,7,6,7,7,0,10,4,13,11,11,6,16,9,19,11,13,10,20,2,10,1,2,4,1,4,10,0,4,2,16,4,16,4,5,3,3,13,6,8,1,5,11,18,17,5,5,9,5,5,4,2,9,10,8,11,10,10,18,9,6,2,0,1,7,4,4,14,11,9,5,0,11,11,7,4,1,8,10,2,13,10,14,5,3,16,2,7,6,13,5,6,22,3,1,13,11,4,8,11,2,5,9,2,13,16,7,3,10,7,3,8,8,9,10,7,8,2,8,3,10,0,15,14,1,18,20,26,3,11,21,2,5,7,14,19,7,9,9,10,20,1,4,7,6,8,1,4,9,13,12,4,16,13,10,12,6,5,4,6,21,13,1,12,5,10,1,4,3,6
Pdap1,38,15,1,3,19,12,13,23,9,0,5,12,33,0,0,9,0,15,0,21,13,9,13,1,35,0,11,0,4,13,3,3,27,49,9,17,26,13,11,23,20,25,27,34,0,17,10,0,12,12,14,0,5,18,5,3,32,2,21,33,25,6,9,7,7,1,11,12,28,18,13,26,23,0,0,0,7,0,0,17,7,8,21,0,3,9,34,6,3,19,9,7,8,3,0,0,0,13,13,3,3,10,0,2,2,0,1,0,15,14,16,23,0,11,13,39,27,46,0,3,2,0,1,13,3,18,7,0,8,31,7,27,11,18,8,0,8,7,2,0,3,7,1,11,5,32,2,16,0,11,6,0,18,5,3,2,17,6,12,13,8,22,3,1,0,22,0,19,12,2,39,0,16,0,0,18,20,3,24,6,7,3,3,22,12,6,3,3
Pdcd11,5,1,3,3,4,11,0,5,2,2,0,5,1,5,1,3,4,4,0,1,10,9,4,1,7,1,5,5,0,9,2,5,2,0,4,0,16,14,8,6,4,4,8,1,6,4,1,1,6,6,6,5,7,0,1,3,3,0,2,10,1,13,11,1,1,11,3,8,9,5,9,6,2,1,3,0,7,2,6,5,27,21,6,6,4,6,2,0,3,3,1,5,1,21,1,7,10,10,4,0,0,2,0,4,3,2,2,2,4,4,13,2,4,0,2,8,0,0,3,0,7,2,0,1,6,6,2,0,3,2,5,11,10,0,8,0,0,17,6,4,8,1,0,1,9,8,1,0,5,1,5,4,10,3,1,9,6,2,7,2,0,16,6,3,2,7,15,9,2,2,15,3,1,5,0,2,4,4,9,6,2,4,11,0,6,13,0,8
Pdcd2,2,1,0,0,1,0,0,0,2,2,0,2,0,0,0,9,2,0,2,0,0,3,3,4,0,0,0,0,3,1,0,0,1,1,6,4,4,0,0,1,3,2,0,1,2,0,10,1,5,0,1,0,6,0,0,1,0,0,8,4,0,0,0,0,1,0,0,6,2,5,0,0,0,6,10,0,3,0,1,0,0,0,2,0,5,3,3,0,0,0,0,3,4,1,1,7,0,0,2,6,0,5,0,0,1,0,0,0,6,1,3,0,0,1,0,0,0,1,6,1,7,6,6,5,4,0,1,5,1,1,0,4,0,0,0,0,0,8,1,5,2,0,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,6,0,1,0,1,4,0,6,0,1,0,6,0,0,0,13,6,5,0,2,2
Pdcd5,10,0,4,0,5,11,12,11,2,1,0,10,12,0,22,0,13,0,31,22,0,1,4,3,3,1,0,1,5,0,1,4,4,0,18,6,25,11,0,1,0,0,2,30,6,29,7,28,0,13,16,13,3,0,6,1,9,0,4,24,0,4,15,0,5,14,0,17,0,4,16,6,5,3,14,7,0,2,1,1,0,1,0,7,2,7,12,0,8,14,3,15,0,1,24,5,0,21,0,16,2,10,6,15,16,1,1,17,0,7,39,0,0,0,0,6,1,3,0,21,16,21,1,0,27,10,4,23,9,2,0,4,5,3,9,5,0,8,0,0,2,1,18,1,16,16,2,7,8,4,1,0,0,3,2,18,27,2,2,1,3,11,0,9,2,1,30,24,1,9,3,4,15,6,4,0,16,21,0,8,5,12,15,4,1,0,0,5
Pdhx,5,0,0,14,2,0,0,5,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,10,0,3,0,1,0,2,0,2,2,1,0,0,2,3,0,11,9,2,0,2,2,2,7,1,6,0,2,4,0,2,0,1,3,3,0,0,0,8,1,1,0,4,3,1,5,1,5,0,0,0,3,8,2,0,0,5,1,0,4,1,0,0,1,0,5,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,3,1,0,1,0,0,0,2,0,0,4,0,2,0,2,0,0,0,2,3,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,4,4,0,1,0,3,0,2,1,0,0,0,0,0,3,3,0,0,5,1,3,0,1,0,2,3,0,0,2,0,0,0
