Row,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139,cell140,cell141,cell142,cell143,cell144,cell145,cell146,cell147,cell148,cell149,cell150,cell151,cell152,cell153,cell154,cell155,cell156,cell157,cell158,cell159,cell160,cell161,cell162,cell163,cell164,cell165,cell166,cell167,cell168,cell169,cell170,cell171,cell172,cell173,cell174,cell175,cell176,cell177,cell178,cell179,cell180,cell181,cell182,cell183,cell184,cell185,cell186,cell187,cell188
0610009B22Rik,2,2,1,3,4,3,1,2,0,6,1,5,1,6,6,0,4,3,1,6,1,17,7,1,0,2,7,0,3,3,0,2,2,2,1,4,3,6,8,1,8,3,3,6,1,0,6,1,4,0,4,0,4,1,1,0,0,0,2,4,2,8,6,5,3,6,0,0,2,1,6,4,13,3,4,0,3,0,8,0,0,10,9,5,2,0,0,0,1,1,0,11,0,2,4,4,1,1,5,0,0,1,0,0,3,5,0,0,10,6,2,1,9,4,0,0,11,0,1,0,0,1,0,5,6,3,8,0,0,1,2,0,6,1,5,0,0,2,1,0,0,0,7,3,0,0,5,2,2,4,5,2,0,5,4,0,0,4,6,0,2,0,0,9,1,4,12,0,2,7,13,2,2,0,3,6,2,0,0,10,5,2,5,0,2,1,0,5
2410006H16Rik,10,9,5,5,8,19,0,16,9,0,3,3,23,3,0,7,16,2,7,7,2,7,8,5,6,5,6,7,4,1,7,2,4,5,3,3,3,4,7,16,8,9,2,1,11,4,2,5,2,3,4,5,1,2,16,5,6,11,11,8,9,5,9,5,1,13,1,5,7,6,14,0,4,4,12,13,12,10,17,6,3,2,5,2,1,7,18,5,17,8,4,12,16,8,7,6,5,2,2,15,1,9,5,8,2,4,0,4,4,3,8,5,0,7,6,4,19,4,3,2,8,2,6,12,0,14,7,3,3,17,9,13,26,6,8,8,3,8,11,10,12,12,12,8,17,9,9,7,17,1,9,3,0,3,8,6,19,9,1,9,6,8,13,16,6,0,2,8,2,13,3,11,11,3,2,0,6,7,15,6,8,11,11,12,0,0,10,10
2410015M20Rik,15,10,7,1,1,7,5,3,6,6,0,16,15,5,4,9,6,6,3,9,4,8,1,13,24,4,11,3,10,6,2,0,14,28,8,17,5,3,0,9,6,1,15,4,7,4,5,2,2,13,4,0,4,9,10,7,9,11,9,3,7,12,8,5,4,2,14,7,3,3,7,6,3,5,4,6,6,12,13,3,3,17,4,9,9,0,5,6,9,20,10,18,13,16,12,3,4,5,1,2,7,2,15,15,4,5,1,16,4,4,17,14,4,3,17,6,6,6,1,8,6,3,9,2,5,13,1,1,2,4,4,10,6,1,3,4,3,0,5,2,4,17,12,1,6,10,4,1,4,7,3,14,2,6,4,9,15,12,2,13,9,20,0,7,16,1,7,10,21,1,11,9,21,7,2,6,5,10,18,8,12,11,17,8,14,8,9,2
2700081O15Rik,0,0,2,5,0,4,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,4,5,4,0,11,0,0,0,0,7,4,0,0,1,0,0,0,0,0,5,0,3,0,1,5,0,8,0,3,4,5,3,0,0,4,0,0,1,0,5,0,6,0,2,0,0,0,0,0,0,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,0,6,1,0,0,4,0,0,0,5,0,7,0,4,5,5,0,0,5,0,3,3,4,7,0,0,1,1,0,4,0,0,0,0,5,5,0,3,0,0,0,7,0,0,0,5,3,0,0,3,0,0,0,0,0,3,0,4,6,1,5,4,4,0,0,0,0,0,1,0,0,0,6,0,5,0,0,3,3,3,6,4,0,0,0,2,0,2
2700097O09Rik,11,7,5,1,7,14,0,7,0,14,8,3,5,0,1,0,12,2,6,9,1,10,3,0,12,10,1,0,8,1,3,4,1,6,2,0,11,0,13,0,8,1,2,11,4,8,7,13,2,5,8,8,4,4,19,11,9,6,0,6,2,1,0,9,0,9,3,14,4,8,3,0,1,0,0,9,5,4,7,0,0,1,2,12,8,9,10,0,9,14,0,0,5,1,1,6,0,1,0,4,7,1,0,6,4,11,0,4,3,3,1,0,0,8,7,0,13,0,3,4,7,8,5,6,11,12,5,7,3,3,1,3,2,10,2,8,7,3,2,11,9,0,2,2,1,3,3,7,0,3,1,1,7,1,12,1,1,1,0,6,2,1,6,11,4,7,7,0,9,14,2,7,5,0,2,2,1,3,0,1,4,2,1,3,4,9,2,5
9130401M01Rik,6,3,8,5,4,3,8,9,6,7,12,4,3,3,14,5,20,7,3,12,4,1,5,4,9,5,9,3,1,3,2,3,2,15,0,7,3,2,6,10,14,11,10,13,4,11,23,15,12,11,2,0,7,1,0,10,8,13,7,7,3,1,8,3,14,6,4,2,2,6,1,1,8,3,20,13,9,2,8,1,0,2,14,10,0,12,11,11,6,0,12,7,5,5,2,11,4,8,4,9,4,1,13,2,6,0,2,15,0,8,0,0,10,7,8,1,1,14,2,18,5,4,6,3,4,6,3,14,10,5,3,13,12,1,0,17,17,3,9,1,18,3,9,7,6,1,4,0,1,8,25,7,6,7,4,8,10,11,2,12,16,12,3,2,8,5,3,5,6,2,5,3,7,2,5,15,13,5,11,6,3,8,13,8,5,9,16,15
A230046K03Rik,0,1,3,0,0,0,4,0,1,11,4,4,0,4,0,8,7,0,8,3,0,0,4,1,0,1,0,4,5,3,0,0,0,3,1,0,0,7,8,5,4,3,3,0,6,0,3,0,0,5,0,6,1,4,0,5,1,0,6,5,0,1,0,9,2,5,2,0,8,4,0,0,1,0,0,0,0,5,6,0,1,3,0,10,1,2,0,1,7,5,1,0,10,0,0,1,1,1,3,3,1,0,0,5,7,0,4,0,0,5,0,0,6,6,0,5,3,6,0,0,5,10,4,1,8,0,0,0,0,0,5,0,0,3,0,2,0,7,1,8,1,1,7,1,1,0,2,8,2,0,3,0,4,0,0,0,7,0,1,6,1,2,8,5,0,0,0,0,0,1,0,2,7,0,0,0,7,8,0,0,0,6,0,9,0,3,0,3
Aamp,4,9,6,12,11,12,3,8,18,21,18,9,13,20,10,11,25,25,1,14,13,6,38,6,17,10,12,4,14,18,12,21,9,7,6,25,13,3,17,19,11,20,14,13,4,18,12,10,13,8,4,1,3,4,13,6,17,2,11,14,23,19,16,44,13,10,4,25,8,18,4,9,12,7,6,13,7,17,20,23,5,13,9,12,3,6,21,4,8,6,13,24,6,9,8,20,9,14,1,15,11,7,17,4,10,31,9,11,10,2,13,8,6,8,1,15,6,10,19,16,8,20,9,15,5,13,14,18,13,3,22,5,12,14,9,14,14,14,7,7,26,29,13,11,13,23,7,17,6,6,1,1,13,11,5,8,5,23,21,7,5,18,8,20,10,11,15,10,9,22,4,8,17,15,8,9,14,15,7,7,6,9,7,23,11,14,4,14
Aard,0,0,4,1,1,2,0,0,4,3,0,0,0,1,6,0,1,0,2,0,0,2,0,5,1,0,0,3,0,0,6,3,0,0,1,0,1,0,0,0,1,1,0,2,0,0,2,0,0,4,0,0,3,0,0,0,2,1,0,0,4,0,0,3,0,0,0,2,0,0,2,0,0,0,3,4,2,0,0,0,4,7,5,2,3,0,0,0,0,0,4,0,0,1,1,0,0,0,5,1,2,1,0,1,2,0,4,4,0,3,0,0,4,0,0,0,1,3,2,5,0,1,2,0,0,3,0,0,0,2,7,0,4,2,2,0,0,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0,0,3,1,2,4,7,2,0,0,0,0,0,0,0,3,3,0,3,3,0,0,1,0,0,0,0,0,0,0,0,3,0,3,2,0,3
Aasdhppt,0,1,2,4,0,0,4,2,14,5,1,1,0,2,3,0,2,6,4,0,2,9,1,1,8,0,9,0,11,2,4,1,0,0,7,8,1,1,2,0,0,2,11,6,8,4,9,0,4,0,3,6,2,6,2,9,5,4,1,3,6,4,1,4,11,0,1,1,11,5,0,0,5,11,11,1,9,8,3,1,3,7,6,9,7,6,3,0,0,3,0,6,0,11,5,6,6,0,3,0,12,6,1,1,0,4,0,9,1,7,2,4,1,6,7,7,4,2,9,1,4,0,5,2,3,5,0,9,1,2,1,1,1,11,13,5,3,3,6,2,2,4,0,0,10,8,1,5,8,5,8,0,6,0,3,5,5,0,3,10,9,1,9,7,0,6,4,2,3,3,3,10,5,1,0,0,3,1,0,11,1,2,5,4,6,0,1,4
Abr,4,4,1,3,1,7,2,0,5,1,0,3,1,0,4,2,2,3,2,3,2,0,3,2,1,1,0,7,7,2,1,5,1,12,0,0,2,1,4,6,0,0,0,0,4,5,6,7,0,0,11,2,0,2,4,5,1,7,0,0,9,1,1,3,0,1,0,1,0,3,1,5,4,0,0,0,1,1,10,7,3,0,2,2,2,0,0,8,1,0,0,3,0,1,0,1,0,9,4,1,4,0,3,11,5,0,4,1,1,0,0,0,1,9,0,0,0,0,4,5,1,3,3,1,0,5,0,8,3,6,0,2,6,0,9,9,2,0,5,0,1,0,2,6,1,7,8,1,8,6,9,8,1,2,2,14,1,0,3,2,0,1,8,0,13,6,10,0,0,2,2,0,4,0,0,0,0,5,0,11,0,0,12,0,0,8,5,1
Acp6,3,5,3,7,0,2,1,2,0,6,0,1,3,8,0,4,4,5,4,0,11,2,7,0,9,0,1,8,1,7,9,5,4,5,2,2,5,0,0,2,6,2,9,2,7,0,7,10,5,7,0,1,0,0,6,6,1,1,2,1,1,1,4,1,1,6,1,3,3,0,2,3,2,5,4,7,4,2,0,4,2,6,1,4,5,0,3,6,4,0,1,7,7,5,0,8,0,1,10,0,0,4,1,1,3,1,4,0,0,4,8,3,2,3,2,2,1,3,11,2,6,0,1,0,1,5,9,2,4,5,0,0,1,3,0,0,1,3,4,10,5,0,5,5,2,1,0,0,0,5,0,6,0,1,2,3,6,1,2,6,2,0,4,11,4,5,0,7,3,7,2,3,0,7,5,2,3,2,5,10,2,7,3,4,6,7,2,2
Actr10,0,1,14,19,8,0,0,8,1,11,6,2,0,5,1,1,3,10,0,7,8,7,1,9,8,0,1,6,4,13,17,0,3,15,4,1,13,2,1,2,1,4,7,3,8,14,9,3,3,7,4,5,0,0,5,6,6,4,1,3,3,2,3,9,0,0,13,2,0,2,1,16,1,12,0,7,9,4,3,4,0,8,5,0,0,0,2,21,6,1,4,1,4,16,3,2,3,2,13,5,5,12,5,6,6,0,15,1,4,2,2,2,12,1,2,0,2,0,0,1,1,5,0,4,10,10,1,4,3,0,2,0,0,1,2,0,4,5,1,7,10,10,2,7,1,8,3,5,9,12,3,1,0,1,19,13,10,1,1,4,3,9,14,2,11,1,8,4,4,5,0,4,0,3,25,0,0,0,6,9,13,6,7,6,10,6,0,1
Adck5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,6,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,7,0,0,0,0,0,0,0,6,1,0,0,0,8,7,0,0,0,0,0,0,0,7,2,0,0,0,10,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,6
Aff1,8,0,5,0,9,5,1,0,15,4,12,12,4,7,9,0,10,0,0,4,9,11,0,0,10,8,11,5,0,6,11,0,3,2,0,0,9,2,5,10,9,0,0,0,5,0,0,0,1,6,0,10,11,3,0,0,0,16,1,6,0,8,4,4,7,0,2,8,6,10,4,9,0,0,5,7,0,0,8,7,12,5,0,17,16,16,2,2,9,0,0,0,0,0,0,8,1,0,8,9,8,0,10,12,0,0,0,7,0,0,0,1,0,0,0,0,0,8,6,0,1,11,0,6,10,10,0,11,1,0,1,0,5,13,0,0,3,4,0,7,0,1,10,2,8,12,0,0,0,0,0,10,5,0,0,0,0,2,0,0,9,0,5,7,12,8,0,13,0,1,15,2,10,0,0,0,0,0,9,0,4,0,0,0,1,0,0,7
Ak2,8,17,31,13,23,9,15,4,19,8,9,28,22,12,15,9,17,8,12,15,12,14,9,19,31,6,13,19,9,16,12,21,9,1,5,16,8,9,13,17,18,20,8,10,6,8,26,21,16,20,13,18,8,6,17,12,8,9,7,23,16,4,22,9,18,5,20,15,11,13,18,7,8,20,19,10,8,18,9,19,24,13,22,7,7,9,11,16,18,4,15,13,9,23,11,10,14,13,3,2,4,18,7,9,18,15,8,9,15,22,20,9,8,10,16,14,12,9,20,5,12,3,8,22,17,16,17,6,10,6,22,15,8,12,22,16,6,7,16,10,27,1,12,25,19,19,10,3,11,4,5,6,24,17,11,8,3,9,6,12,11,22,20,11,5,7,5,21,5,12,16,18,9,2,8,11,4,15,11,22,17,9,19,14,14,18,13,21
Ak4,2,0,0,1,1,6,0,0,1,0,2,1,0,2,8,4,0,0,0,4,3,0,0,1,0,0,0,3,2,1,0,0,2,0,0,2,6,4,0,3,0,5,1,3,3,1,1,0,1,0,5,0,1,2,6,5,3,2,3,5,4,4,0,2,2,3,4,5,3,0,0,3,7,0,2,0,0,4,2,3,0,2,0,0,1,5,0,3,5,3,4,4,1,1,2,3,0,5,0,1,2,0,1,2,3,0,3,2,4,7,2,4,1,4,4,4,0,4,0,0,5,3,2,0,1,7,0,4,5,0,0,9,3,0,7,4,0,0,0,5,3,5,0,0,2,0,1,2,2,5,3,3,0,0,3,0,3,5,5,0,3,2,3,0,5,5,1,2,0,0,1,0,0,2,3,0,0,2,3,3,3,8,7,1,0,7,0,0
Akirin1,6,6,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,2,4,8,0,0,5,0,0,0,0,0,0,0,0,1,7,0,2,0,9,0,1,0,0,8,0,0,4,8,5,2,0,2,0,3,0,0,1,0,0,0,0,0,8,0,4,1,0,0,0,7,0,0,0,3,0,0,0,11,12,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,11,0,0,0,0,0,0,0,6,0,0,4,0,6,0,8,0,0,3,0,0,1,0,6,0,0,0,0,0,0,0,4,5,0,1,8,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,6,0,0,5,0,0,4,4,1,0,3,6,0
Aldh18a1,3,7,2,9,4,2,13,8,1,12,17,3,9,6,8,5,9,6,14,11,8,14,2,6,5,0,1,3,5,12,2,2,4,4,4,1,7,8,3,8,9,11,4,0,14,5,2,10,8,3,4,6,9,0,20,12,13,10,8,7,11,4,9,2,1,8,9,10,4,1,20,13,8,15,6,16,10,2,1,10,5,12,5,2,8,7,9,8,4,0,2,2,0,5,3,0,3,1,1,9,14,3,9,7,7,1,11,1,13,3,3,2,5,2,9,1,3,9,2,3,1,4,9,4,13,1,2,3,5,6,0,13,2,4,6,9,12,10,1,8,0,4,0,8,16,1,10,14,5,12,5,12,7,4,5,6,3,10,8,4,9,4,2,13,11,11,7,6,9,7,14,13,5,8,6,13,6,2,12,0,6,3,5,8,11,15,3,7
Aldh7a1,8,8,2,3,0,4,8,2,6,5,2,2,1,3,7,7,4,1,7,2,1,3,10,2,2,3,4,9,4,1,7,0,2,2,5,6,8,6,5,3,4,2,4,0,4,3,4,0,0,1,0,2,3,7,0,4,3,2,8,0,4,3,4,7,11,0,6,4,3,0,4,7,6,4,0,12,1,4,7,1,0,1,7,0,12,3,3,2,2,4,14,0,5,2,5,10,0,5,3,1,7,0,4,6,4,9,0,3,7,0,4,2,2,0,0,0,3,0,0,6,4,1,1,4,7,1,1,0,2,1,3,4,2,4,4,0,9,3,2,2,1,2,0,4,1,0,2,3,1,2,8,3,5,14,6,1,7,2,5,2,4,0,0,9,5,2,3,0,4,6,7,3,5,1,8,2,4,1,4,1,4,3,1,2,6,2,3,2
Alpl,4,4,4,1,3,6,4,7,11,3,5,7,9,6,8,3,6,8,5,8,0,5,3,12,4,5,6,3,2,2,5,10,10,5,3,4,6,4,2,4,5,8,6,0,4,0,0,0,5,0,1,5,7,1,0,2,7,2,4,0,8,0,3,2,7,11,6,3,7,2,2,4,5,2,2,2,6,4,5,5,2,7,2,5,5,5,2,6,8,7,8,2,7,13,9,2,4,8,2,1,2,4,6,5,6,0,5,5,3,0,11,6,1,8,8,10,4,0,3,5,9,2,9,3,5,5,3,4,6,7,8,2,6,0,4,7,4,3,7,2,0,6,5,4,0,5,9,9,6,4,3,3,4,8,6,4,10,3,6,3,11,5,4,5,4,1,6,3,6,5,7,4,4,6,5,0,3,2,3,7,3,9,4,7,2,5,1,4
Anapc7,1,0,0,2,5,0,2,4,0,0,0,1,11,0,10,0,0,8,3,0,1,0,0,9,0,0,0,0,0,0,7,0,5,1,2,0,10,1,0,0,0,8,0,0,0,0,0,0,9,0,0,3,0,5,0,0,13,1,0,3,3,0,0,9,0,0,0,0,0,1,2,1,9,0,0,6,1,0,8,9,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,10,1,0,0,2,0,0,3,0,4,0,17,6,0,0,0,12,2,0,0,0,0,7,4,0,13,0,7,2,0,0,2,4,11,7,0,0,4,1,3,0,2,9,1,0,0,0,0,2,1,0,3,0,0,0,4,0,3,0,0,0,1,0,0,13,0,0,11,2,0,15,15,0,0,0,0,0,8,0,0,6,2,0,9,16,13,1,0,0,0,0,15,12
Ankhd1,5,1,11,1,10,8,0,5,8,4,11,16,9,0,23,15,0,4,14,1,7,3,5,4,1,8,7,7,0,20,1,3,14,5,4,6,0,4,6,14,7,0,13,16,2,15,1,8,6,6,0,13,0,0,0,4,0,2,7,10,6,0,2,2,2,4,1,2,0,14,3,9,2,3,1,9,10,10,17,3,21,5,1,10,13,5,16,12,6,1,12,20,6,1,0,14,0,2,8,7,6,4,3,10,9,26,0,11,18,8,0,9,0,2,9,4,11,0,2,0,7,0,6,1,11,13,13,0,10,2,1,10,0,13,12,0,3,11,1,4,13,2,13,19,18,0,14,0,3,4,0,7,9,12,7,1,0,0,5,0,3,7,2,0,11,0,11,7,8,12,4,4,1,12,10,19,13,1,6,0,2,14,14,3,8,1,1,3
Ankrd10,3,2,11,0,1,8,13,0,3,8,9,6,8,4,10,8,17,0,12,18,2,5,7,4,4,8,11,2,2,2,7,3,3,5,2,0,23,11,22,5,5,7,14,9,6,5,18,4,10,2,4,2,6,8,3,2,8,1,14,4,7,3,0,22,1,6,10,5,15,3,11,0,0,0,4,4,3,12,9,4,3,1,11,1,3,5,3,11,3,0,2,2,4,9,15,1,2,0,11,8,8,9,0,5,0,18,2,6,10,9,15,5,10,1,6,0,8,7,9,1,0,1,7,20,1,7,6,4,17,8,6,7,10,3,7,8,0,0,2,2,3,0,2,8,11,12,2,6,4,13,12,7,6,4,14,8,9,3,2,7,1,0,7,17,16,5,6,4,15,0,6,9,10,2,15,1,0,3,0,1,5,3,3,1,18,15,6,6
Ankrd11,5,0,7,5,12,14,11,2,15,7,7,12,4,14,1,19,2,5,25,4,15,2,0,14,8,15,8,10,18,13,9,13,12,6,5,7,9,5,13,16,11,11,5,11,19,11,3,3,12,2,4,3,12,12,8,6,3,12,5,0,18,7,14,1,4,14,4,6,15,6,8,12,7,10,14,8,21,6,12,6,4,1,0,9,2,20,9,19,9,12,2,9,23,13,0,2,1,16,2,1,16,6,14,2,5,16,6,6,19,17,4,1,21,1,16,20,17,8,2,13,10,0,11,5,5,5,6,8,9,4,7,19,0,16,5,17,4,6,15,1,15,17,4,12,5,9,5,2,17,14,0,5,7,19,5,2,3,9,6,8,15,13,1,5,6,13,5,9,4,4,0,2,16,3,5,23,0,1,17,11,8,8,6,0,3,9,18,19
Anp32a,30,23,18,18,41,16,27,51,39,22,35,9,48,49,6,36,48,1,47,43,34,14,33,26,25,14,39,21,13,19,20,9,16,46,2,31,25,16,1,40,46,25,28,3,25,13,50,17,57,45,20,14,6,21,11,16,22,23,9,47,24,15,38,35,18,12,16,12,1,29,7,5,7,12,2,9,35,32,24,8,37,23,5,23,3,11,19,7,9,18,20,16,28,7,16,24,26,13,32,22,2,19,23,13,20,25,24,20,20,27,39,6,19,1,23,29,13,2,6,37,19,10,42,12,22,29,12,27,19,15,8,14,24,21,8,31,32,22,23,10,15,1,32,24,29,14,33,39,11,7,14,46,12,23,47,14,45,29,16,9,33,31,21,27,44,69,30,15,7,26,50,5,27,15,18,4,10,30,14,61,0,5,18,4,23,37,3,38
Ap2m1,0,0,5,4,4,1,0,7,0,0,0,5,5,1,9,0,0,0,2,0,0,0,4,7,0,0,1,0,2,0,0,6,6,3,2,8,1,3,12,5,7,0,1,2,0,0,1,0,4,0,0,8,0,0,8,2,1,0,1,1,11,0,0,0,0,5,3,0,0,0,8,6,0,0,10,0,3,1,0,0,4,0,1,5,0,0,0,0,0,0,0,0,5,0,5,0,8,1,0,0,1,6,0,1,0,0,0,7,1,2,0,1,0,0,2,0,0,0,0,3,3,0,0,2,0,0,2,2,1,7,0,0,0,0,7,6,2,1,1,0,4,7,5,5,0,6,0,0,0,0,7,0,4,1,0,0,0,0,4,0,1,11,8,0,0,7,0,6,4,0,11,0,0,0,1,2,5,0,0,0,0,0,0,10,7,1,11,2
Apoa1bp,5,0,6,7,0,0,5,1,0,0,8,0,0,3,7,6,0,2,3,4,0,7,5,6,0,3,11,0,0,9,10,0,4,5,2,0,4,1,0,0,0,8,0,0,0,5,4,0,4,3,0,9,7,8,7,0,11,4,0,0,3,0,0,0,3,0,6,6,9,6,3,5,0,9,10,0,6,9,6,0,0,0,2,7,4,7,0,9,7,0,6,5,0,3,0,3,5,0,2,2,3,8,4,0,9,7,9,0,5,9,0,5,11,4,5,6,0,0,2,0,8,5,8,2,0,6,0,2,6,4,0,0,0,6,4,3,3,4,9,2,0,7,0,0,0,2,8,0,5,7,0,0,0,3,0,0,6,4,1,12,0,0,6,2,4,1,0,0,0,0,9,0,7,0,6,3,6,0,0,7,0,11,5,5,0,0,5,5
Aqr,2,0,1,0,0,0,4,0,4,0,3,0,0,3,0,0,5,3,1,0,0,0,9,0,0,2,0,0,2,1,6,0,0,0,0,1,2,2,2,0,0,1,0,0,1,2,3,3,0,1,2,5,2,1,2,4,0,3,2,0,0,7,1,2,1,0,0,3,7,0,4,0,4,0,0,0,0,0,5,4,4,0,2,5,4,2,3,2,5,0,1,1,1,0,4,2,0,3,0,6,5,3,0,1,2,1,1,1,5,3,0,1,0,3,0,0,3,1,0,0,1,2,0,1,0,2,4,1,0,0,0,0,2,7,3,1,0,0,0,0,0,4,1,8,0,2,0,2,3,1,0,4,1,0,8,1,0,0,0,0,0,0,1,0,0,0,2,0,3,6,0,7,0,0,3,0,0,1,0,6,0,0,0,6,4,8,0,0
Arhgap12,4,0,13,1,8,2,0,1,4,2,7,0,5,1,15,7,3,0,2,6,6,3,0,11,6,7,2,8,1,4,1,9,4,6,3,11,1,7,3,5,4,4,4,2,10,2,9,0,7,6,0,0,0,0,0,5,0,6,1,4,1,9,0,6,6,0,5,2,7,6,2,7,0,3,1,4,2,0,6,0,3,5,2,0,1,5,0,2,6,11,0,8,0,5,6,1,3,3,11,4,3,0,3,13,2,9,1,5,4,0,4,11,0,8,14,5,8,3,0,3,3,0,8,12,6,1,0,9,5,0,7,0,0,0,0,2,6,1,6,0,14,0,2,7,14,4,6,8,2,4,5,7,0,6,7,7,4,1,2,0,7,0,7,2,0,14,3,14,7,0,0,5,16,2,2,10,3,3,1,0,0,4,5,2,5,13,0,9
Arid2,1,0,2,9,0,7,7,0,0,0,3,0,0,5,1,7,1,7,4,3,0,6,3,10,11,2,1,2,6,9,6,1,4,8,5,0,4,4,3,2,3,6,2,0,7,5,1,5,0,3,0,0,0,1,4,0,2,2,5,1,2,7,0,2,6,3,7,2,0,1,0,5,10,0,1,12,0,4,0,0,4,10,9,7,1,0,8,1,3,12,8,0,3,0,2,5,1,1,3,3,5,1,2,4,5,10,0,1,1,5,6,2,1,2,1,3,9,7,13,3,0,3,0,4,9,7,7,2,3,4,0,3,3,3,0,0,0,4,0,2,4,0,9,0,9,0,3,3,3,8,0,0,13,4,0,1,1,4,0,0,7,9,0,7,0,1,3,9,0,1,3,7,7,1,0,0,2,11,0,6,4,16,1,0,0,0,0,0
Arl6ip4,15,10,6,8,0,13,7,1,0,1,12,0,0,4,0,6,2,0,0,11,0,16,0,3,24,1,11,0,10,2,0,18,9,1,3,4,4,0,13,4,0,11,0,0,4,13,0,15,0,3,0,1,8,4,14,0,4,12,9,21,0,16,5,5,0,0,17,2,0,14,0,6,0,4,13,12,3,7,18,5,0,6,0,5,12,0,13,0,4,4,9,0,14,7,0,0,0,3,0,1,0,18,0,0,0,0,18,8,14,14,5,9,12,4,4,22,19,1,0,0,0,18,13,5,0,11,5,13,16,4,15,1,13,2,17,0,21,2,0,3,0,15,9,4,0,0,0,12,5,1,0,10,0,17,6,18,19,0,0,14,0,15,2,2,7,0,6,5,10,0,0,19,0,5,5,1,13,7,8,5,0,12,0,2,0,0,0,0
Arpp19,29,0,37,0,0,6,6,0,0,0,0,0,2,21,67,0,0,2,2,23,0,4,24,2,3,0,5,0,25,0,6,5,0,34,0,7,9,0,30,24,0,5,6,8,0,2,2,4,14,24,0,49,0,0,0,7,20,0,27,0,0,1,2,0,0,0,0,0,0,12,1,4,58,2,11,1,0,36,1,38,8,35,0,10,28,2,0,29,5,34,0,0,1,2,7,65,0,1,0,4,0,0,0,44,18,0,13,5,0,79,1,0,3,0,4,53,0,6,0,0,0,44,1,0,8,23,4,1,49,1,9,9,0,39,4,0,0,24,0,0,13,1,0,24,0,10,37,26,0,29,48,0,0,21,25,4,15,13,3,2,10,87,0,0,25,0,3,17,0,0,0,20,0,22,3,45,41,4,0,2,19,1,5,0,0,0,35,23
Asap1,0,8,0,0,9,0,0,4,0,0,0,1,10,0,0,6,0,0,0,1,7,4,0,0,0,1,7,1,6,8,0,0,1,0,10,7,7,3,5,0,1,0,4,1,1,0,7,0,6,5,0,10,8,1,0,0,1,7,1,0,0,1,7,0,0,0,0,4,6,0,0,0,0,2,2,0,0,0,7,0,0,9,0,7,10,0,6,0,3,1,0,0,0,0,0,0,8,0,0,7,0,9,1,4,1,5,0,0,9,0,0,0,0,0,0,0,0,12,0,6,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,3,3,0,1,0,0,0,6,0,0,0,9,0,0,0,7,0,9,10,11,10,0,0,3,1,0,0,8,3,0,0,13,0,0,0,8,0,0,0,0,4,3,0,0,0,0,3,1,0,0,0,0,0
