Row,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139,cell140,cell141,cell142,cell143,cell144,cell145,cell146,cell147,cell148,cell149,cell150,cell151,cell152,cell153,cell154,cell155,cell156,cell157,cell158,cell159,cell160,cell161,cell162,cell163,cell164,cell165,cell166,cell167,cell168,cell169,cell170,cell171,cell172,cell173,cell174,cell175,cell176,cell177,cell178,cell179,cell180,cell181,cell182,cell183,cell184,cell185,cell186,cell187,cell188,cell189,cell190,cell191,cell192,cell193,cell194,cell195,cell196,cell197,cell198,cell199,cell200,cell201,cell202,cell203,cell204,cell205,cell206,cell207,cell208,cell209,cell210,cell211,cell212,cell213,cell214,cell215,cell216,cell217,cell218,cell219,cell220,cell221,cell222,cell223,cell224
Rpl13,0,0,13,0,20,85,0,24,15,34,26,0,0,0,28,0,0,0,14,0,0,16,0,0,0,15,33,13,0,22,23,0,16,0,9,0,0,0,0,0,19,0,9,0,0,37,0,0,14,0,25,17,5,34,19,9,25,0,29,0,0,12,8,0,0,0,0,0,6,1,0,33,26,6,0,0,34,6,4,10,6,3,8,17,24,21,20,1,5,10,12,14,23,25,0,11,13,5,19,11,12,18,1,14,12,4,15,17,20,25,16,1,10,20,19,11,2,8,19,3,1,1,0,0,15,4,7,12,4,21,3,16,1,5,1,0,9,9,0,0,0,0,17,10,0,30,13,0,7,14,6,0,0,1,8,19,13,15,0,0,0,0,0,5,19,13,4,8,10,7,5,0,0,1,6,9,1,4,9,0,5,0,12,4,0,11,0,14,13,14,0,22,0,0,0,0,3,10,0,5,5,0,0,1,17,16,22,0,3,0,5,18,0,9,0,24,0,0,22,19,18,0,6,7
Galnt2,7,14,11,12,8,28,21,12,6,21,2,3,8,4,11,1,0,2,8,0,14,4,4,0,1,13,30,8,14,4,19,15,12,0,3,6,6,17,16,12,10,5,5,6,13,6,3,15,8,3,17,1,0,17,12,14,8,0,4,3,4,10,7,0,7,1,0,18,11,19,4,11,23,8,7,2,0,2,3,8,3,6,2,10,10,1,4,4,5,17,21,6,6,9,2,19,3,3,17,3,10,23,6,16,5,15,3,9,6,7,6,3,3,6,17,11,0,3,7,6,6,2,0,12,0,0,3,5,4,8,0,15,1,0,5,0,0,5,14,11,1,2,4,8,4,5,10,8,6,6,9,3,3,0,8,11,7,1,1,6,7,5,6,3,10,5,0,3,6,4,3,7,4,1,8,2,7,1,19,3,1,4,5,9,8,2,2,11,9,6,8,7,6,3,9,4,6,7,6,0,13,4,9,3,10,15,7,7,7,3,2,0,5,1,10,11,2,3,2,4,17,28,5,0
Ubl5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,20,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stt3a,6,11,4,5,2,33,13,12,9,5,8,4,8,7,14,3,0,3,5,0,7,4,1,4,0,21,20,8,7,4,10,9,4,1,0,6,5,22,7,3,16,5,11,5,14,16,8,20,5,0,11,13,5,11,8,7,10,6,7,7,6,18,0,0,4,0,0,13,1,7,7,30,7,0,1,9,21,0,0,4,0,2,16,4,15,9,4,0,10,5,10,16,7,8,10,15,2,5,4,6,0,12,8,5,4,12,0,3,4,3,9,0,9,18,20,5,0,6,8,0,0,7,3,3,0,3,12,8,0,7,2,13,0,0,0,1,0,4,6,5,0,0,8,6,1,7,6,0,7,12,4,0,0,0,11,7,5,2,1,5,0,6,7,4,6,2,0,3,12,2,4,9,4,0,10,2,1,4,8,0,8,0,3,5,8,2,0,6,10,15,4,10,3,14,7,6,1,3,3,2,3,3,6,1,6,19,4,4,8,5,1,9,5,7,12,15,1,1,8,12,1,26,5,1
Phldb1,9,12,7,2,5,42,17,3,5,7,5,7,4,5,14,9,5,1,4,2,16,1,13,5,0,18,9,22,16,8,7,1,11,8,0,13,0,17,8,8,17,13,14,1,1,9,12,12,11,0,8,11,0,3,10,12,17,4,21,0,5,6,0,0,10,0,1,6,10,20,8,51,0,4,9,15,17,2,5,7,0,0,6,5,6,9,7,0,2,2,4,1,4,13,0,10,2,3,20,7,4,5,10,4,3,5,6,5,11,18,14,0,13,17,14,13,2,15,11,4,0,2,4,3,0,0,4,0,0,10,0,7,0,0,0,0,3,1,4,6,0,0,4,5,0,16,7,0,3,8,3,6,5,1,17,9,6,6,2,3,13,7,8,7,16,0,0,2,6,1,3,7,2,0,11,5,5,4,15,0,0,1,5,4,13,4,0,1,3,12,0,12,0,6,5,8,3,2,1,1,4,10,2,1,6,7,6,2,1,8,2,7,0,5,2,13,5,0,8,8,15,11,0,4
Rbm7,4,8,0,3,0,5,0,3,0,12,4,3,0,0,3,14,0,2,0,0,0,2,9,0,0,2,8,0,5,2,2,0,3,13,11,3,8,12,17,0,0,11,4,5,0,10,0,9,5,0,6,0,0,5,5,16,4,0,10,0,10,10,0,0,0,0,0,0,2,0,4,5,4,0,3,0,10,2,6,3,0,0,5,2,5,2,4,0,2,2,0,4,9,3,0,8,0,7,2,7,8,8,3,9,1,9,0,13,9,4,6,1,8,0,6,2,0,8,5,1,4,1,0,3,1,0,3,3,3,3,0,1,3,1,0,0,0,3,5,2,0,4,0,3,0,3,2,0,6,4,0,0,0,0,0,6,0,1,7,7,2,0,1,4,7,1,1,3,5,7,4,2,0,3,2,3,3,3,11,0,0,3,5,0,7,7,0,2,6,2,3,5,2,6,2,4,5,2,0,8,1,1,2,0,3,3,0,3,2,0,5,1,0,0,5,4,0,0,3,5,5,0,0,5
Wdr61,8,16,9,6,2,12,12,8,0,7,5,10,7,0,9,2,0,0,6,0,16,6,15,0,0,9,16,10,29,12,12,9,6,0,19,9,1,12,13,12,10,9,3,9,0,11,15,28,11,5,8,12,0,15,0,2,16,7,12,0,0,3,1,0,3,0,2,1,7,43,1,36,26,2,9,6,23,6,8,1,0,0,8,5,9,3,7,0,4,1,11,11,5,3,1,9,2,18,5,5,5,9,29,13,14,10,0,16,19,7,11,0,8,6,21,5,0,10,7,5,1,5,3,5,0,3,4,1,0,8,3,6,2,1,3,34,9,8,2,5,0,0,8,5,0,9,4,1,7,13,4,0,0,1,9,9,5,3,10,3,10,8,5,11,7,8,7,8,9,3,8,7,10,1,9,5,0,8,8,0,2,8,4,2,6,6,2,14,4,7,3,7,1,5,5,14,4,13,6,7,3,2,4,7,9,4,10,3,2,0,11,8,5,5,12,7,4,0,6,10,10,11,1,4
Etfa,0,7,8,2,7,26,13,16,5,6,12,0,4,5,6,1,0,1,5,1,6,13,16,7,0,12,3,8,13,7,13,7,4,4,9,15,5,11,15,14,11,0,0,4,0,28,17,17,8,0,7,11,1,25,11,12,6,6,6,3,4,11,4,0,23,2,2,19,7,28,2,31,10,0,0,6,13,0,5,9,0,2,3,4,15,10,8,7,4,9,10,7,13,12,5,7,7,8,12,7,5,14,8,8,5,13,0,12,4,15,7,0,12,8,13,11,0,11,12,13,0,2,0,5,0,0,4,10,0,4,0,7,5,0,0,1,0,2,12,7,0,0,15,10,4,9,9,3,4,12,2,3,0,0,11,10,7,4,2,3,4,14,6,11,6,5,0,5,4,8,0,5,6,3,8,5,2,4,9,0,5,5,4,4,6,5,4,6,12,11,5,14,5,3,14,11,2,4,8,8,6,9,2,4,13,5,13,5,2,3,6,5,3,2,12,9,7,5,16,10,7,12,2,12
Rab11a,0,0,0,0,17,0,0,6,0,0,0,0,12,10,0,0,1,0,0,0,14,0,0,0,0,26,0,25,14,0,30,15,8,0,0,28,0,0,0,2,0,7,0,0,0,0,0,0,26,0,17,0,7,0,0,0,11,0,0,0,0,0,0,7,26,0,0,0,26,0,0,0,0,35,7,0,20,0,0,0,0,0,16,0,0,0,0,0,0,30,0,0,14,17,0,4,0,13,14,22,13,0,0,0,16,0,0,0,11,0,0,0,8,14,5,18,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,2,0,6,0,0,0,6,0,0,0,0,0,17,0,27,6,0,0,0,0,0,0,0,0,26,18,0,0,10,21,0,0,11,0,0,0,0,0,0,8,3,4,0,20,0,0,0,2,0,4,0,9,0,0,3,0,22,0,28,0,12,0,0,0,2,0,0,17,0,0,0,0,0,0,0,17,7,9,0,12,0,14,0,23,15,0,0,3,0,0,0,0,0
Arpp19,18,39,9,0,0,72,0,0,0,43,0,0,8,14,11,15,0,0,0,0,33,14,10,12,0,0,72,38,12,0,11,10,13,0,0,57,9,31,112,0,21,8,33,0,10,1,9,51,33,0,10,59,0,37,0,0,0,2,39,0,37,48,0,6,35,0,0,23,28,0,10,4,93,0,37,5,58,0,18,0,22,0,0,0,0,3,27,0,22,0,1,0,0,34,16,24,11,0,19,26,20,21,13,27,12,0,0,0,27,0,43,0,18,14,71,15,0,26,0,3,0,0,19,8,8,17,17,0,0,1,22,0,0,6,0,6,3,0,29,0,0,0,0,1,0,19,33,0,7,1,0,0,0,7,40,0,0,0,0,25,12,0,14,31,44,32,0,6,0,20,22,25,0,0,10,0,16,0,44,0,0,0,19,29,7,29,0,18,17,23,0,41,0,14,13,5,16,0,15,26,27,5,13,22,30,23,38,0,13,0,0,22,0,0,20,58,22,0,1,0,0,14,13,0
Cox7a2,4,0,26,35,11,14,25,5,24,22,14,0,43,32,39,0,0,2,16,15,15,4,6,9,0,0,37,11,6,2,18,3,11,14,10,0,2,6,7,21,56,14,11,12,45,27,11,16,21,3,10,11,8,18,26,30,17,0,42,8,0,29,0,0,9,0,0,18,17,12,7,26,12,9,18,19,23,6,13,5,2,2,14,14,18,17,30,8,10,14,8,12,10,14,3,21,6,1,8,6,20,13,17,4,8,7,1,8,19,13,9,7,9,10,15,18,1,8,15,12,9,10,4,13,8,4,10,15,3,6,8,10,17,4,18,5,7,1,9,6,4,6,10,7,1,16,12,4,7,14,2,5,4,10,14,10,8,11,15,1,3,7,12,6,20,3,8,12,19,11,9,11,10,2,3,7,1,15,20,0,4,4,5,8,6,6,8,4,20,2,3,10,6,7,31,3,8,1,31,7,5,2,4,8,6,2,10,5,3,17,2,10,4,10,8,11,4,10,6,15,19,11,3,9
Plod2,0,5,7,0,0,10,4,9,0,0,2,0,7,0,14,7,0,8,0,0,11,16,0,11,3,5,1,0,4,0,11,0,4,0,0,12,0,8,16,3,0,5,15,0,1,1,6,10,10,2,0,11,0,0,9,3,10,7,25,0,2,3,4,0,11,0,2,16,1,11,8,0,0,1,8,9,15,0,1,2,0,1,2,0,2,4,7,0,4,8,5,10,3,8,1,7,0,0,8,5,7,4,19,0,3,4,5,0,0,14,0,0,5,15,9,3,0,2,7,0,2,0,0,0,1,2,3,0,0,0,3,10,0,0,0,11,6,0,2,3,0,0,6,4,5,5,0,2,7,6,3,0,0,7,0,3,0,3,1,3,5,3,7,7,3,4,2,3,5,0,8,8,3,4,2,0,0,0,5,0,2,0,7,0,2,3,3,6,1,7,0,6,1,3,10,0,0,0,15,4,5,6,3,0,0,7,13,3,2,6,0,9,0,6,6,8,5,3,3,4,6,0,0,0
Copb2,4,12,5,8,5,13,0,4,6,12,12,3,4,4,15,8,2,0,11,0,0,3,0,9,4,17,5,8,4,9,16,11,10,10,8,7,0,15,6,3,3,0,5,2,0,14,1,12,13,6,7,5,0,18,11,10,18,0,6,0,3,4,4,0,14,9,1,17,0,20,11,25,8,4,5,3,0,3,2,7,0,1,15,5,4,9,6,0,5,5,3,4,3,9,1,27,0,6,19,9,6,3,9,1,4,12,5,1,8,8,7,0,13,10,13,7,1,1,6,7,0,0,8,4,0,0,6,1,0,10,2,5,1,3,4,1,0,6,5,2,0,3,2,6,0,9,7,5,8,2,3,2,3,4,7,8,5,0,5,0,9,2,3,4,10,7,3,0,8,5,3,7,11,1,12,3,0,3,7,5,2,3,3,2,4,0,0,6,2,7,4,3,0,0,3,6,6,6,11,3,3,6,6,0,11,10,5,7,1,0,1,2,6,3,4,2,0,0,11,10,12,1,17,0
Mrps22,9,3,4,1,6,8,9,8,6,3,1,4,6,0,4,15,0,0,0,0,1,7,0,0,0,4,3,4,2,2,10,3,4,0,0,0,0,5,2,1,3,0,0,2,3,0,3,7,0,0,5,3,0,7,5,5,5,2,8,2,0,7,3,0,0,1,4,0,0,0,2,25,3,2,0,3,3,1,0,1,0,0,4,0,4,14,3,0,3,3,7,2,9,6,0,9,6,0,2,4,0,2,3,1,2,4,1,6,1,5,0,0,1,19,3,6,0,1,3,1,0,0,2,0,3,3,5,1,0,4,4,3,0,2,3,3,2,1,3,0,0,0,6,8,0,1,0,1,2,2,0,0,0,4,3,5,4,12,2,10,4,1,11,8,3,1,0,4,5,1,2,0,2,0,4,0,0,1,4,0,1,0,0,0,1,0,2,5,0,0,1,6,5,2,10,1,1,0,4,0,6,8,4,5,2,5,6,3,2,6,4,0,3,0,3,4,0,0,10,0,6,0,0,3
Ryk,0,0,5,7,18,11,35,9,0,2,0,7,11,1,24,9,4,5,0,0,0,9,6,17,1,35,29,10,0,0,6,18,4,5,0,9,0,22,26,8,8,27,0,4,10,15,20,17,21,12,16,12,6,17,0,12,9,0,12,0,22,9,0,3,10,0,0,12,19,21,16,21,10,12,7,0,12,5,9,7,4,1,16,4,11,15,24,4,4,3,5,8,3,5,3,20,15,12,13,15,24,4,7,7,2,15,5,16,14,10,4,0,13,9,11,22,2,20,7,9,7,3,11,3,0,4,21,9,11,12,6,16,0,6,0,0,2,7,3,4,2,0,4,6,2,13,15,0,13,10,4,4,0,2,9,18,5,6,10,6,16,1,8,0,4,11,7,11,22,7,3,4,10,1,8,6,4,6,11,0,3,8,7,15,10,1,0,13,11,8,5,2,10,2,4,3,4,6,9,4,4,10,14,0,13,12,2,0,1,6,3,13,8,4,4,19,0,0,21,14,18,18,12,0
Srprb,1,8,0,6,9,15,12,0,5,3,16,0,3,4,11,8,0,2,3,1,8,7,8,4,0,5,6,3,10,4,11,1,12,5,3,6,3,33,15,9,13,9,5,0,0,10,13,5,7,0,7,13,3,27,7,5,9,6,8,0,8,8,0,2,16,3,2,10,0,25,2,23,19,0,0,6,18,0,3,2,0,3,5,5,2,4,21,7,9,4,9,5,3,11,1,18,0,5,17,9,2,9,13,1,0,8,0,2,2,12,6,0,9,8,4,6,1,2,6,3,5,4,4,0,0,0,4,1,0,3,0,7,0,2,4,3,1,7,5,4,1,0,8,5,1,15,5,4,0,6,0,0,2,1,7,4,7,0,7,9,1,1,5,3,8,5,0,9,6,8,10,6,4,1,3,0,1,9,4,0,0,4,4,2,4,6,0,6,8,10,0,4,3,5,1,6,6,4,2,8,3,8,2,0,9,12,7,2,1,0,2,6,0,2,14,1,0,2,15,12,7,7,0,1
Dnajc13,0,7,0,4,0,3,5,6,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,1,1,4,1,9,9,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,14,2,0,0,0,15,0,0,0,0,0,0,2,0,7,0,0,0,5,4,4,0,11,0,6,0,1,4,4,0,0,10,0,0,11,0,0,0,3,0,0,7,7,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,6,0,0,0,3,0,0,0,6,0,0,0,5,0,12,0,1,3,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,4,0,0,0,4,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,0,11,0,0,0,4,0
Alas1,14,0,4,3,2,13,11,11,5,18,6,3,1,2,8,4,2,6,0,6,14,4,5,0,0,0,14,5,14,3,9,2,7,8,8,8,0,6,2,3,7,19,11,0,7,8,3,0,9,5,7,2,1,20,7,6,5,7,3,2,3,1,0,0,6,0,0,17,5,25,1,18,3,3,7,0,18,6,1,24,1,0,8,6,4,2,14,0,0,4,7,0,14,7,4,5,0,3,5,9,10,15,4,6,3,9,0,3,3,11,4,0,6,6,5,12,0,1,2,4,0,6,3,4,2,0,1,0,0,6,0,1,1,2,1,0,2,2,2,4,1,1,5,2,1,7,2,2,4,9,7,2,1,0,5,2,5,0,0,3,0,1,9,0,8,1,0,5,10,3,3,1,7,0,7,2,0,3,6,1,2,0,6,4,7,5,0,5,2,11,3,5,0,5,3,1,3,5,13,0,5,4,2,0,6,6,2,4,2,0,2,8,4,3,3,13,0,0,10,1,1,1,4,2
Lamb2,6,23,12,20,7,12,59,28,17,39,18,8,14,6,26,10,0,0,18,0,29,14,18,0,0,39,45,24,4,3,8,22,6,1,18,34,0,24,13,5,12,14,0,4,0,16,5,23,19,0,2,0,3,5,3,28,15,0,1,0,25,7,7,0,29,0,1,65,5,122,1,30,15,0,15,6,6,2,0,6,0,0,12,1,20,13,3,6,1,0,12,0,26,19,3,15,2,6,15,22,16,20,25,9,0,25,0,23,7,18,9,0,6,11,21,13,0,3,29,1,0,2,0,0,0,3,0,0,0,9,0,4,0,0,0,1,0,4,5,16,0,9,7,22,0,10,0,0,9,8,0,0,0,0,19,16,9,17,2,9,16,7,12,2,4,6,6,9,4,2,0,16,2,0,8,0,0,10,13,0,0,0,3,0,14,17,0,12,4,26,0,6,0,14,10,18,0,11,23,0,2,10,13,0,16,11,16,11,0,2,2,14,11,3,10,4,0,0,19,28,14,12,0,10
Uqcrc1,18,29,20,14,11,59,33,18,25,27,67,15,18,8,22,3,3,10,12,1,27,14,28,5,6,12,45,25,44,11,34,10,10,9,17,25,11,25,27,14,22,28,6,3,0,18,20,40,8,10,12,10,6,34,35,27,28,9,16,11,13,12,0,12,15,2,0,19,5,36,22,17,42,7,4,21,29,1,2,17,1,0,13,8,22,28,25,5,6,15,10,13,25,25,6,24,5,6,34,16,9,23,21,14,9,19,2,17,20,18,20,0,17,32,28,21,1,10,26,6,0,4,8,0,2,5,9,5,6,13,3,17,2,0,0,19,4,4,8,11,4,1,14,18,0,13,12,1,6,19,4,2,2,9,15,17,7,21,4,23,18,10,16,10,18,14,2,17,20,17,6,10,22,1,24,3,0,8,14,7,2,9,27,6,17,11,0,12,11,27,5,16,8,11,17,13,7,11,17,8,12,14,15,4,13,22,16,13,3,2,20,21,8,21,18,19,1,1,16,25,16,3,10,4
Higd1a,0,13,0,0,14,0,0,11,0,19,1,5,2,0,8,5,0,0,0,0,3,8,12,0,0,0,23,2,13,10,8,11,5,7,0,37,6,0,0,0,8,14,11,0,9,18,0,0,9,5,7,7,0,19,0,0,0,0,0,0,10,0,0,0,0,0,11,45,22,0,0,51,0,0,0,11,0,0,7,0,0,0,17,0,20,0,55,0,0,0,8,11,25,0,0,11,0,12,20,0,13,0,9,0,10,3,0,13,22,3,20,0,17,0,21,0,0,13,0,0,0,0,0,11,0,0,11,0,0,2,0,0,5,0,0,0,0,19,30,0,0,0,19,4,0,28,7,0,0,15,11,1,0,0,0,20,9,0,10,0,5,0,0,20,0,13,0,7,10,0,0,11,0,0,18,0,0,0,12,0,0,0,0,13,6,12,0,0,0,22,4,4,0,2,0,16,0,5,5,17,0,0,5,0,21,0,0,0,10,0,0,0,0,0,27,26,0,0,0,0,22,5,0,0
Snhg6,0,4,5,5,0,4,0,0,0,1,0,0,4,0,6,0,0,1,0,0,2,6,6,0,4,0,8,2,0,0,1,0,7,0,2,0,0,6,0,2,1,0,4,3,0,9,3,1,0,1,4,0,0,6,0,0,4,0,4,0,0,0,2,0,4,0,0,0,0,0,0,6,0,0,4,1,4,0,0,0,0,6,2,0,0,0,1,0,0,0,0,1,5,3,0,1,6,2,1,4,2,1,0,0,1,3,1,5,0,3,0,0,3,1,2,4,0,2,0,2,0,0,0,2,0,0,5,0,0,0,5,2,0,0,0,0,0,3,0,1,0,2,0,4,0,0,0,0,0,3,0,0,1,1,0,6,2,5,0,0,2,0,0,3,2,0,0,2,1,4,1,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,2,3,0,0,6,0,0,0,3,0,2,0,5,2,0,0,0,0,0,0,0,3,2,0,0,3
