Row,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139,cell140,cell141,cell142,cell143,cell144,cell145,cell146,cell147,cell148,cell149,cell150,cell151,cell152,cell153,cell154,cell155,cell156,cell157,cell158,cell159,cell160,cell161,cell162,cell163,cell164,cell165,cell166,cell167,cell168,cell169,cell170,cell171,cell172,cell173,cell174,cell175,cell176,cell177,cell178,cell179,cell180,cell181,cell182,cell183,cell184,cell185,cell186,cell187,cell188
Smarcad1,2,0,0,1,0,3,0,0,1,5,2,1,3,6,7,3,1,0,0,0,7,6,0,4,3,0,0,0,4,6,4,0,7,11,0,1,5,2,0,1,1,1,0,1,4,3,0,6,0,4,2,5,4,6,1,2,3,8,0,0,8,4,0,3,10,5,1,2,1,3,6,1,10,3,4,3,1,0,6,6,0,6,1,7,5,0,3,0,3,0,2,0,0,2,1,2,6,5,1,0,0,1,0,0,0,3,0,3,2,1,3,0,7,0,0,0,0,6,7,4,7,0,0,4,3,0,4,0,2,1,5,11,6,1,4,1,2,5,6,3,2,4,0,1,4,0,1,1,0,6,3,8,0,0,3,4,6,8,1,3,1,5,3,0,10,1,10,2,3,6,1,4,6,1,0,0,7,0,5,6,0,0,2,0,3,3,0,2
Smc1a,11,0,16,19,3,16,13,19,16,18,13,12,10,19,9,22,14,16,15,8,7,34,11,11,12,0,16,17,12,11,4,16,4,19,10,9,13,37,16,8,10,4,18,11,12,19,17,20,21,12,7,20,13,37,21,14,21,19,10,14,34,17,0,8,27,11,26,11,4,11,22,8,22,18,5,16,15,46,22,19,10,25,23,6,18,3,19,13,22,19,20,17,17,8,14,11,19,18,19,13,19,16,15,0,3,10,8,22,13,12,16,16,9,16,16,0,16,34,4,11,7,11,17,4,12,10,12,16,37,9,13,19,11,8,12,10,7,20,20,19,14,13,18,11,12,17,21,4,21,37,21,19,14,10,11,17,22,34,8,8,26,11,16,0,27,4,22,11,18,22,15,5,19,23,46,3,6,10,18,25,19,17,20,13,22,19,17,8
Smc4,15,27,9,24,3,28,12,22,7,26,8,24,12,21,44,27,3,37,44,19,2,18,14,20,9,0,10,13,32,2,27,12,0,28,36,44,11,57,48,34,2,16,16,22,23,11,7,30,5,26,16,38,38,29,9,12,6,13,29,21,40,24,11,10,35,33,28,40,0,31,31,7,58,36,1,21,11,59,10,42,41,31,20,10,43,0,23,6,9,34,15,23,3,7,3,15,21,26,24,12,22,7,44,27,3,12,19,27,8,24,28,9,44,37,10,0,12,18,0,20,2,14,13,27,9,36,32,48,57,44,11,28,2,34,23,2,16,38,30,11,12,38,16,22,26,7,9,16,5,29,6,13,21,29,31,24,31,40,7,10,28,33,21,11,35,0,58,40,36,10,11,1,42,20,59,0,10,41,43,31,34,23,15,6,9,23,3,7
Smc6,4,7,6,0,2,2,0,12,6,8,13,8,0,0,6,5,6,8,6,0,9,1,17,12,6,0,2,13,7,0,7,9,0,6,7,12,14,16,4,0,2,3,4,7,2,5,12,1,4,9,9,1,10,9,4,0,5,0,1,8,13,12,0,8,12,21,6,5,3,16,3,12,14,16,2,2,10,4,0,14,9,12,10,5,2,0,9,8,4,0,6,2,3,0,6,4,0,8,0,0,12,6,6,7,2,0,0,5,13,8,2,6,6,8,2,0,9,1,0,12,9,17,13,7,6,7,7,4,16,12,14,6,0,0,2,2,9,1,1,5,0,10,4,7,9,12,4,3,4,9,5,0,8,1,16,12,3,13,12,8,6,21,2,0,12,3,14,5,16,0,10,2,14,10,4,0,5,9,2,12,0,2,6,8,4,9,3,0
Smchd1,0,0,0,0,1,3,0,0,7,0,0,5,0,0,5,0,7,8,9,1,2,3,6,6,0,0,2,7,1,0,0,0,0,3,3,6,0,5,0,0,0,0,4,4,2,2,0,2,1,0,3,0,1,4,0,1,3,3,0,0,7,1,9,3,6,5,0,4,0,5,6,0,6,9,5,0,1,7,0,3,2,9,0,0,0,0,4,1,0,5,0,0,11,0,7,0,0,0,0,0,0,7,9,0,1,0,1,0,0,5,3,0,5,8,2,0,0,3,0,6,2,6,7,0,0,3,1,0,5,6,0,3,0,0,2,0,3,0,2,2,1,1,4,4,0,0,0,0,1,4,3,3,0,0,5,1,6,7,0,3,0,5,0,9,6,0,6,4,9,0,1,5,3,0,7,0,0,2,0,9,5,0,0,1,0,4,11,0
Snap23,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,1,3,0,2,0,1,0,2,4,2,0,0,4,0,4,0,2,0,0,0,2,0,2,1,0,0,2,0,1,0,0,0,2,0,1,3,0,1,4,2,2,2,6,2,3,1,5,0,1,2,5,0,3,0,0,0,2,2,1,1,1,0,0,0,2,0,3,0,0,7,0,2,0,0,0,0,0,2,2,3,0,3,0,0,0,0,3,2,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,4,1,2,4,0,2,0,0,1,2,2,0,0,4,0,0,0,3,0,2,0,2,1,0,1,1,0,2,2,0,4,2,6,3,2,0,5,0,1,2,1,0,5,1,0,2,0,2,3,1,0,0,1,2,0,0,0,0,0,7,3,0,0,0,0,0,2,2,2
Snapin,0,5,8,2,0,3,1,9,6,0,0,3,0,2,5,6,0,2,3,0,0,0,0,0,0,0,5,4,0,2,0,0,0,11,0,2,6,11,0,0,3,0,0,8,2,0,0,1,0,0,0,4,0,1,0,0,6,0,6,0,5,1,5,6,5,3,2,0,1,7,6,4,7,0,0,3,0,0,7,3,4,3,0,3,15,4,8,2,3,0,1,0,0,0,0,0,2,0,2,1,9,6,3,5,0,0,0,6,0,3,3,8,5,2,5,0,0,0,0,0,0,0,4,0,0,0,0,0,11,2,6,11,2,0,2,3,0,4,1,0,0,0,0,8,0,0,0,0,0,1,6,0,0,6,7,1,6,5,4,6,2,3,3,5,5,1,7,0,0,7,0,0,3,0,0,4,3,4,15,3,0,0,1,2,3,8,0,0
Snhg12,3,0,4,9,0,7,2,2,8,3,3,3,0,5,0,1,2,13,2,0,7,4,0,0,11,0,0,9,0,13,3,1,2,1,1,6,5,2,4,4,3,4,6,0,3,1,4,3,0,9,2,7,8,4,1,1,3,7,5,5,6,5,0,5,1,3,7,3,2,3,5,3,6,0,4,0,2,7,6,7,6,5,0,0,8,2,1,3,6,0,3,4,0,3,2,3,5,3,9,2,2,8,2,0,0,0,0,1,3,3,7,4,0,13,0,0,1,4,2,0,7,0,9,3,11,1,0,4,2,6,5,1,13,4,3,3,2,7,3,1,1,8,6,0,9,4,1,4,0,4,3,7,5,5,3,5,5,6,3,5,7,3,0,0,1,2,6,3,0,6,2,4,7,0,7,2,0,6,8,5,0,4,3,3,6,1,0,3
Snrnp70,2,4,1,4,0,1,3,18,18,7,15,13,0,8,6,10,4,12,6,14,8,14,1,4,8,0,4,7,3,0,11,5,0,13,7,7,3,12,5,7,12,9,21,4,3,8,9,6,4,5,9,8,9,15,11,2,6,17,0,10,17,3,2,11,9,16,1,7,3,4,10,3,13,4,3,6,2,6,7,15,4,2,6,4,27,0,4,5,16,4,9,5,8,11,4,2,8,7,4,3,18,18,6,4,0,0,14,10,15,13,1,1,6,12,4,0,5,14,0,4,8,1,7,11,8,7,3,5,12,7,3,13,0,7,3,12,9,8,6,8,2,9,21,4,5,9,11,9,4,15,6,17,10,0,4,3,10,17,3,11,1,16,6,2,9,3,13,7,4,7,2,3,15,6,6,0,4,4,27,2,4,5,9,5,16,4,8,11
Snrpe,11,0,17,28,0,16,19,42,28,38,19,36,11,51,8,9,16,21,35,16,23,25,9,20,32,1,9,21,7,23,21,10,20,27,18,30,12,52,9,41,21,10,11,24,14,11,31,44,20,58,34,43,13,39,18,19,29,21,28,19,63,23,11,8,39,41,23,27,19,44,45,6,48,24,10,51,36,36,20,11,10,32,15,11,39,2,26,1,29,29,25,23,31,4,16,11,51,38,28,19,42,28,35,0,0,11,16,9,19,36,16,17,8,21,9,1,10,25,20,20,23,9,21,21,32,18,7,9,52,30,12,27,23,41,14,21,34,43,44,11,19,13,11,24,58,31,18,10,20,39,29,21,19,28,44,23,45,63,6,8,23,41,51,11,39,19,48,27,24,20,36,10,11,15,36,2,11,10,39,32,29,23,25,1,29,26,31,4
Snw1,7,7,0,0,3,8,5,8,13,11,8,5,3,17,10,5,11,12,10,5,7,6,0,3,8,0,0,5,16,6,16,3,11,13,10,5,3,9,5,0,0,6,8,16,5,14,17,13,0,13,12,5,10,13,6,5,8,8,4,15,10,17,3,4,25,7,5,24,7,18,6,2,10,11,5,7,7,10,7,16,0,13,1,1,2,0,20,7,4,13,5,7,7,0,11,7,17,11,0,5,8,13,10,7,3,3,5,5,8,5,8,0,10,12,0,0,3,6,11,3,7,0,5,16,8,10,16,5,9,5,3,13,6,0,5,0,12,5,13,14,5,10,8,16,13,17,6,6,0,13,8,8,15,4,18,17,6,10,2,4,5,7,7,3,25,7,10,24,11,7,7,5,16,1,10,0,1,0,2,13,13,7,5,7,4,20,7,0
Snx6,3,11,3,1,0,2,10,16,18,4,10,11,0,7,3,8,5,10,13,5,12,0,6,2,3,0,7,10,3,10,12,5,5,7,3,7,1,16,2,0,0,0,2,5,7,0,6,9,1,19,12,20,0,26,8,0,8,1,8,7,20,11,4,7,2,5,8,12,4,3,8,4,20,16,1,16,13,20,0,6,11,4,4,3,18,4,0,4,7,5,0,13,9,16,5,3,7,4,1,10,16,18,13,11,0,0,5,8,10,11,2,3,3,10,7,0,5,0,5,2,12,6,10,12,3,3,3,2,16,7,1,7,10,0,7,0,12,20,9,0,0,0,2,5,19,6,8,0,1,26,8,1,7,8,3,11,8,20,4,7,8,5,16,4,2,4,20,12,16,0,13,1,6,4,20,4,3,11,18,4,5,13,0,4,7,0,9,16
Sparc,5,32,14,4,14,7,0,8,5,2,11,17,5,10,16,14,6,8,14,3,21,9,16,8,24,1,10,12,14,9,7,10,0,8,1,10,9,19,15,12,1,0,12,7,8,5,4,16,12,4,11,10,18,7,6,3,0,15,5,17,31,20,6,9,8,19,3,7,6,21,15,16,17,1,2,14,17,16,12,17,9,4,9,6,16,2,22,4,15,13,1,2,8,12,6,5,10,2,4,0,8,5,14,32,14,5,3,14,11,17,7,14,16,8,10,1,10,9,0,8,21,16,12,7,24,1,14,15,19,10,9,8,9,12,8,1,11,10,16,5,3,18,12,7,4,4,6,0,12,7,0,15,17,5,21,20,15,31,16,9,3,19,14,6,8,6,17,7,1,12,17,2,17,9,16,2,6,9,16,4,13,2,1,4,15,22,8,12
Spc24,1,2,2,2,4,14,13,13,14,11,13,9,6,10,5,10,1,12,9,8,8,9,9,7,20,5,13,8,13,0,9,6,0,7,7,4,8,16,11,10,3,4,5,8,4,3,13,14,11,28,5,8,4,4,2,0,7,26,4,7,8,5,2,8,6,21,9,3,1,11,21,4,15,9,6,10,10,16,4,12,7,20,3,4,8,6,7,3,15,14,13,11,13,0,1,1,10,11,2,13,13,14,9,2,4,6,8,10,13,9,14,2,5,12,13,5,6,9,0,7,8,9,8,9,20,7,13,11,16,4,8,7,0,10,4,3,5,8,14,3,0,4,5,8,28,13,2,4,11,4,7,26,7,4,11,5,21,8,4,8,9,21,10,2,6,1,15,3,9,4,10,6,12,3,16,6,4,7,8,20,14,11,13,3,15,7,13,0
Spcs1,0,0,11,3,0,5,6,15,7,6,3,4,0,14,12,6,6,3,19,9,13,5,5,0,8,0,0,10,0,2,5,3,2,6,0,11,4,14,3,8,3,3,1,10,6,5,6,18,6,4,2,18,2,10,5,7,5,26,8,5,15,15,0,7,12,6,1,6,7,13,6,10,13,1,0,10,0,3,2,5,7,9,6,0,6,2,8,5,0,0,10,0,1,2,6,0,14,6,3,6,15,7,19,0,0,0,9,6,3,4,5,11,12,3,0,0,3,5,2,0,13,5,10,5,8,0,0,3,14,11,4,6,2,8,6,3,2,18,18,5,7,2,1,10,4,6,5,3,6,10,5,26,5,8,13,15,6,15,10,7,1,6,10,0,12,7,13,6,1,2,0,0,5,6,3,2,0,7,6,9,0,0,10,5,0,8,1,2
Spcs2,1,3,6,6,3,0,2,4,9,13,2,4,0,9,17,10,9,6,8,0,0,1,2,2,4,0,2,8,0,2,8,7,7,14,4,2,6,4,6,11,5,2,5,1,6,5,16,3,18,13,8,22,6,8,4,2,1,3,4,1,0,14,5,9,12,15,2,5,5,7,5,0,22,7,10,9,4,3,0,3,5,6,2,5,11,2,10,3,13,11,8,4,0,4,9,1,9,13,6,2,4,9,8,3,3,0,0,10,2,4,0,6,17,6,2,0,7,1,7,2,0,2,8,8,4,4,0,6,4,2,6,14,2,11,6,5,8,22,3,5,2,6,5,1,13,16,4,2,18,8,1,3,1,4,7,14,5,0,0,9,2,15,9,5,12,5,22,5,7,0,4,10,3,2,3,2,5,5,11,6,11,4,8,3,13,10,0,4
Spen,1,0,1,0,3,0,0,6,0,6,0,0,0,6,0,4,3,6,4,0,3,1,6,1,7,0,4,0,12,0,0,3,0,0,0,1,3,0,5,6,0,0,6,0,0,4,5,13,11,7,6,0,1,4,1,0,1,5,0,0,6,1,0,0,13,5,5,0,2,1,0,2,5,0,3,0,12,9,0,7,0,0,0,0,6,0,4,0,4,1,0,5,2,0,3,1,6,6,0,0,6,0,4,0,3,0,0,4,0,0,0,1,0,6,4,0,3,1,0,1,3,6,0,0,7,0,12,5,0,1,3,0,0,6,0,0,6,0,13,4,0,1,6,0,7,5,1,0,11,4,1,5,0,0,1,1,0,6,2,0,5,5,0,0,13,2,5,0,0,0,12,3,7,0,9,0,0,0,6,0,1,5,0,0,4,4,2,0
Srek1ip1,0,12,0,0,2,4,0,0,0,9,0,3,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,9,8,0,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,1,0,0,7,2,0,7,0,0,0,0,9,0,0,0,0,0,0,3,4,0,8,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,5,11,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,12,2,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,9,6,0,0,8,0,0,6,0,0,0,0,0,3,2,0,0,4,0,7,0,0,7,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,8,0,3,0,0,0,8,0,0,5,0,11,0,0,0,0,0,0,1,0,1
Srrm2,0,0,0,0,2,0,11,0,32,27,26,33,24,6,23,28,0,27,24,21,40,11,0,0,0,0,0,34,0,0,5,2,0,0,0,0,0,36,19,26,0,0,32,40,14,29,27,37,0,18,4,0,11,0,0,0,0,13,0,14,61,28,11,21,43,0,15,30,0,0,39,20,35,33,6,0,0,0,28,0,0,62,0,0,22,19,0,0,6,16,0,0,0,0,0,0,6,27,0,11,0,32,24,0,2,24,21,28,26,33,0,0,23,27,0,0,2,11,0,0,40,0,34,5,0,0,0,19,36,0,0,0,0,26,14,0,4,0,37,29,0,11,32,40,18,27,0,0,0,0,0,13,14,0,0,28,39,61,20,21,15,0,0,11,43,0,35,30,33,28,0,6,0,0,0,19,0,0,22,62,16,0,0,0,6,0,0,0
Srsf1,0,2,0,0,0,9,6,1,12,5,6,0,10,10,3,0,2,2,7,0,9,0,0,0,0,0,11,9,7,7,1,1,2,18,3,11,12,9,13,3,0,7,5,9,0,4,5,6,4,0,11,9,4,16,0,6,0,1,0,0,10,2,1,6,7,9,3,3,3,11,10,12,0,3,0,4,1,0,0,0,0,4,10,1,1,0,2,0,3,0,0,19,0,0,2,0,10,5,0,6,1,12,7,2,0,10,0,0,6,0,9,0,3,2,11,0,1,0,2,0,9,0,9,1,0,3,7,13,9,11,12,18,7,3,0,0,11,9,6,4,6,4,5,9,0,5,0,7,4,16,0,1,0,0,11,2,10,10,12,6,3,9,4,1,7,3,0,3,3,0,1,0,0,10,0,0,1,0,1,4,0,19,0,0,3,2,0,0
Srsf2,5,9,0,10,2,5,0,6,24,4,4,8,6,15,3,3,3,14,22,6,3,8,8,5,10,0,3,8,3,13,13,3,5,14,9,24,12,18,12,4,0,6,10,15,10,10,17,9,11,12,18,14,13,26,5,8,5,18,6,1,6,13,1,9,9,10,2,9,6,11,19,7,34,13,0,4,20,23,5,8,10,9,13,1,10,1,3,0,8,7,9,19,3,2,3,5,15,4,10,0,6,24,22,9,2,6,6,3,4,8,5,0,3,14,3,0,3,8,5,5,3,8,8,13,10,9,3,12,18,24,12,14,13,4,10,0,18,14,9,10,8,13,10,15,12,17,5,6,11,26,5,18,1,6,11,13,19,6,7,9,2,10,4,1,9,6,34,9,13,5,20,0,8,13,23,1,1,10,10,9,7,19,9,0,8,3,3,2
Srsf7,0,0,16,0,0,32,32,0,32,27,44,27,26,27,0,64,16,3,44,46,0,55,0,0,19,0,23,64,0,0,39,9,31,31,32,23,23,68,7,7,8,0,35,13,27,0,66,0,4,56,64,52,25,39,0,23,0,70,28,7,16,42,0,13,14,76,0,40,3,44,46,3,29,81,37,68,33,19,0,0,28,34,43,27,0,0,0,0,34,0,0,0,0,0,16,0,27,27,0,32,0,32,44,0,0,26,46,64,44,27,32,16,0,3,23,0,9,55,31,0,0,0,64,39,19,32,0,7,68,23,23,31,0,7,27,8,64,52,0,0,23,25,35,13,56,66,0,0,4,39,0,70,7,28,44,42,46,16,3,13,0,76,68,0,14,3,29,40,81,0,33,37,0,43,19,0,27,28,0,34,0,0,0,0,34,0,0,0
Ss18,0,0,8,1,1,4,2,0,4,7,4,2,0,2,9,2,0,1,3,1,2,2,1,1,5,0,3,3,0,0,0,1,4,0,5,2,0,0,0,0,1,0,1,1,0,3,3,8,5,5,5,0,4,4,4,1,3,2,3,1,0,6,3,2,3,6,0,3,0,0,4,0,4,0,0,1,0,2,3,1,6,3,5,0,8,1,3,2,5,1,5,0,2,2,0,0,2,7,1,2,0,4,3,0,1,0,1,2,4,2,4,8,9,1,3,0,1,2,4,1,2,1,3,0,5,5,0,0,0,2,0,0,0,0,0,1,5,0,8,3,1,4,1,1,5,3,4,0,5,4,3,2,1,3,0,6,4,0,0,2,0,6,1,3,3,0,4,3,0,3,0,0,1,5,2,1,0,6,8,3,1,0,5,2,5,3,2,2
Ssbp1,4,0,6,2,3,14,9,9,10,21,21,6,8,20,0,15,10,18,20,5,8,12,1,2,12,1,9,21,0,8,2,11,0,11,6,23,5,28,5,10,3,10,17,13,14,5,21,16,4,26,9,30,2,43,2,33,3,19,2,16,19,10,1,6,11,26,12,15,5,15,12,0,27,19,1,8,20,7,7,12,9,21,6,9,8,0,23,2,7,14,6,15,5,7,10,4,20,21,2,9,9,10,20,0,3,8,5,15,21,6,14,6,0,18,9,1,11,12,0,2,8,1,21,2,12,6,0,5,28,23,5,11,8,10,14,3,9,30,16,5,33,2,17,13,26,21,2,10,4,43,3,19,16,2,15,10,12,19,0,6,12,26,8,1,11,5,27,15,19,7,20,1,12,6,7,0,9,9,8,21,14,15,6,2,7,23,5,7
Ssbp4,4,0,4,3,0,0,0,0,0,10,2,0,0,5,1,5,9,1,7,2,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,2,5,4,1,0,2,0,2,0,3,2,7,6,1,7,1,0,3,0,1,0,1,0,3,3,4,0,0,5,0,4,3,0,0,4,2,3,4,0,1,0,3,2,0,0,0,0,1,3,0,0,6,1,3,10,0,0,9,4,5,10,3,0,0,0,7,0,0,0,2,5,2,0,0,4,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,5,2,0,0,4,0,4,2,1,1,7,2,0,0,1,2,0,6,3,3,0,7,0,1,0,0,1,0,3,0,3,4,0,0,5,0,4,0,3,2,4,3,3,1,4,2,0,0,3,0,0,1,0,1,10,3,0,6,0,0,0
Ssna1,4,0,2,2,0,2,5,0,9,6,4,4,5,20,3,5,0,3,5,5,0,4,2,0,5,0,0,6,0,1,4,2,3,6,3,7,0,5,0,9,1,0,3,7,12,2,7,1,2,9,7,4,3,3,0,0,6,11,7,1,11,5,3,2,7,5,4,8,0,12,4,0,13,7,1,8,1,0,5,6,2,7,8,3,11,0,13,2,3,4,7,7,4,1,0,4,20,6,2,5,0,9,5,0,0,5,5,5,4,4,2,2,3,3,0,0,2,4,3,0,0,2,6,4,5,3,0,0,5,7,0,6,1,9,12,1,7,4,1,2,0,3,3,7,9,7,0,0,2,3,6,11,1,7,12,5,4,11,0,2,4,5,8,3,7,0,13,8,7,5,1,1,6,8,0,0,3,2,11,7,4,7,7,2,3,13,4,1
Ssrp1,8,0,10,12,0,9,2,3,18,10,15,15,5,5,0,17,7,15,11,16,2,0,5,10,26,0,9,9,12,1,19,0,6,13,7,10,20,17,16,27,4,16,8,4,0,9,10,2,14,12,7,8,11,39,4,4,8,10,14,5,28,10,6,15,23,28,10,16,0,19,21,0,24,16,7,12,2,14,4,8,11,9,12,3,10,0,6,4,11,13,18,6,7,0,7,8,5,10,12,2,3,18,11,0,0,5,16,17,15,15,9,10,0,15,9,0,0,0,6,10,2,5,9,19,26,7,12,16,17,10,20,13,1,27,0,4,7,8,2,9,4,11,8,4,12,10,4,16,14,39,8,10,5,14,19,10,21,28,0,15,10,28,12,6,23,0,24,16,16,4,2,7,8,12,14,0,3,11,10,9,13,6,18,4,11,6,7,0
St13,9,4,0,0,0,4,1,16,17,13,21,8,0,21,6,12,21,15,18,2,8,2,11,3,11,2,18,6,0,0,19,2,5,16,25,0,5,22,0,7,2,1,0,0,15,0,11,12,12,22,19,17,15,13,0,3,19,13,6,9,28,6,4,5,0,20,8,11,8,10,16,14,34,30,14,8,20,28,10,14,11,21,8,16,9,0,7,5,11,4,0,13,0,5,21,9,21,13,0,1,16,17,18,4,0,0,2,12,21,8,4,0,6,15,18,2,2,2,5,3,8,11,6,19,11,25,0,0,22,0,5,16,0,7,15,2,19,17,12,0,3,15,0,0,22,11,0,1,12,13,19,13,9,6,10,6,16,28,14,5,8,20,8,4,0,8,34,11,30,10,20,14,14,8,28,0,16,11,9,21,4,13,0,5,11,7,0,5
Stt3b,0,0,9,4,0,6,1,1,2,5,0,6,6,1,8,2,3,1,6,0,3,4,3,2,6,0,0,2,6,0,3,3,0,0,2,5,0,7,3,1,0,1,2,0,3,0,5,3,4,5,0,4,3,3,0,0,0,2,0,1,1,4,5,8,0,4,4,7,3,0,9,2,6,7,1,0,0,7,0,2,5,0,0,4,1,0,4,0,2,0,2,6,4,10,3,0,1,5,4,1,1,2,6,0,0,6,0,2,0,6,6,9,8,1,0,0,3,4,0,2,3,3,2,3,6,2,6,3,7,5,0,0,0,1,3,0,0,4,3,0,0,3,2,0,5,5,0,1,4,3,0,2,1,0,0,4,9,1,2,8,4,4,0,5,0,3,6,7,7,0,0,1,2,0,7,0,4,5,1,0,0,6,2,0,2,4,4,10
Suclg1,2,0,6,4,0,1,3,0,8,9,8,2,0,4,4,7,0,0,8,5,4,5,3,9,7,0,2,10,0,0,2,0,18,3,8,6,8,3,5,5,1,2,2,0,3,4,5,25,7,14,4,8,5,1,10,4,8,1,0,0,6,11,2,3,9,0,1,4,1,6,9,1,8,2,4,5,9,0,8,18,5,10,0,7,4,0,12,9,3,0,3,0,0,3,0,2,4,9,4,3,0,8,8,0,0,0,5,7,8,2,1,6,4,0,2,0,0,5,18,9,4,3,10,2,7,8,0,5,3,6,8,3,0,5,3,1,4,8,25,4,4,5,2,0,14,5,10,2,7,1,8,1,0,0,6,11,9,6,1,3,1,0,5,2,9,1,8,4,2,8,9,4,18,0,0,0,7,5,4,10,0,0,3,9,3,12,0,3
Syce2,2,0,4,3,0,6,2,2,14,11,2,20,1,15,3,12,3,13,5,6,5,7,0,5,6,0,5,6,0,1,3,1,0,9,5,0,4,6,9,3,10,0,4,4,7,9,26,5,9,19,2,0,4,16,6,3,4,4,6,4,2,0,1,0,5,18,2,6,1,11,9,0,10,9,6,9,3,2,5,6,10,10,0,2,20,1,0,5,2,1,1,5,0,0,3,2,15,11,3,2,2,14,5,0,0,1,6,12,2,20,6,4,3,13,5,0,1,7,0,5,5,0,6,3,6,5,0,9,6,0,4,9,1,3,7,10,2,0,5,9,3,4,4,4,19,26,6,0,9,16,4,4,4,6,11,0,9,2,0,0,2,18,9,1,5,1,10,6,9,5,3,6,6,0,2,1,2,10,20,10,1,5,1,5,2,0,0,0
Taf1,0,0,0,8,0,0,9,0,6,0,0,0,0,11,0,4,0,0,5,4,6,8,1,5,0,0,4,9,0,0,10,0,7,0,0,6,0,9,7,2,0,0,7,3,0,4,7,6,0,0,3,5,0,0,4,0,0,0,0,12,8,9,4,3,0,15,3,0,2,0,0,0,10,0,10,6,6,12,0,7,4,13,0,2,9,0,0,0,12,0,3,0,5,0,0,0,11,0,8,9,0,6,5,0,0,0,4,4,0,0,0,0,0,0,4,0,0,8,7,5,6,1,9,10,0,0,0,7,9,6,0,0,0,2,0,0,3,5,6,4,0,0,7,3,0,7,4,0,0,0,0,0,12,0,0,9,0,8,0,3,3,15,6,4,0,2,10,0,0,0,6,10,7,0,12,0,2,4,9,13,0,0,3,0,12,0,5,0
Tardbp,0,6,0,0,2,3,14,8,17,15,16,14,1,3,6,8,3,9,10,12,14,6,6,9,9,0,6,12,12,0,17,4,2,6,8,6,0,8,11,14,1,8,3,5,6,0,19,7,7,9,25,7,13,14,8,3,3,8,9,4,18,6,2,10,17,11,9,7,4,11,7,2,14,15,4,8,8,14,7,6,9,7,3,1,20,0,8,10,14,11,13,4,6,1,3,0,3,15,0,14,8,17,10,6,2,1,12,8,16,14,3,0,6,9,6,0,4,6,2,9,14,6,12,17,9,8,12,11,8,6,0,6,0,14,6,1,25,7,7,0,3,13,3,5,9,19,8,8,7,14,3,8,4,9,11,6,7,18,2,10,9,11,8,2,17,4,14,7,15,7,8,4,6,3,14,0,1,9,20,7,11,4,13,10,14,8,6,1
Tbc1d13,14,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,7,7,0,10,0,0,0,0,14,0,0,16,11,0,8,10,11,0,0,0,0,0,0,0,0,0,3,12,0,0,6,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,9,12,0,0,3,0,4,3,0,9,0,0,17,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,6,0,7,0,0,14,0,11,16,0,0,0,10,0,0,8,0,0,0,0,0,3,11,0,0,0,0,10,0,12,6,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,6,0,7,0,9,0,0,4,3,12,0,0,0,17,0,0,9,3,0,0
