Row,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139,cell140,cell141,cell142,cell143,cell144,cell145,cell146,cell147,cell148,cell149,cell150,cell151,cell152,cell153,cell154,cell155,cell156,cell157,cell158,cell159,cell160,cell161,cell162,cell163,cell164,cell165,cell166,cell167,cell168,cell169,cell170,cell171,cell172,cell173,cell174,cell175,cell176,cell177,cell178,cell179,cell180,cell181,cell182,cell183,cell184,cell185,cell186,cell187,cell188
1110004E09Rik,0,0,2,0,0,0,0,0,1,6,2,8,0,6,0,0,3,2,7,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,3,3,1,8,3,4,0,0,0,1,0,2,5,0,4,0,5,0,6,3,0,3,6,0,2,4,2,6,0,1,3,5,0,0,1,0,12,0,1,0,1,4,0,8,0,1,0,0,0,0,5,0,4,1,0,0,0,0,0,2,3,0,6,6,0,0,0,1,7,0,0,0,0,0,2,8,0,2,0,2,0,0,0,4,0,4,0,0,0,0,6,3,0,3,8,3,1,0,0,4,0,0,5,0,0,2,3,6,0,1,0,5,0,0,4,3,6,0,4,2,0,6,12,2,0,1,0,5,4,0,3,1,1,0,0,0,0,1,1,0,8,0,0,0,5,0,0,0,0,1,0,4,0,2
1700001L05Rik,0,0,2,0,0,0,1,10,4,0,5,2,0,0,0,3,0,0,6,0,0,1,0,3,0,0,2,2,1,0,7,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,3,1,0,0,3,7,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,1,10,4,6,0,0,0,0,3,5,2,0,2,0,0,2,0,0,1,0,3,0,0,2,7,0,0,1,0,0,0,0,1,0,4,0,1,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,4,0,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
1810058I24Rik,0,0,0,1,1,4,4,10,7,7,12,7,4,1,12,0,2,7,5,2,6,2,0,0,7,0,3,2,5,2,3,1,2,4,10,5,6,3,4,2,4,0,2,2,2,2,8,15,0,5,5,10,8,6,1,10,10,5,3,2,7,5,5,2,12,10,7,8,0,5,10,0,10,6,0,6,4,11,3,5,0,9,3,1,5,0,2,7,5,2,2,3,3,0,2,0,1,7,1,4,10,7,5,0,1,4,2,0,12,7,4,0,12,7,3,0,1,2,2,0,6,0,2,3,7,10,5,4,3,5,6,4,2,2,2,4,5,10,15,2,10,8,2,2,5,8,1,0,0,6,10,5,2,3,5,5,10,7,0,2,7,10,6,5,12,0,10,8,6,3,4,0,5,3,11,0,1,0,5,9,2,3,2,7,5,2,3,0
2810428I15Rik,0,4,0,0,0,5,0,4,6,2,0,3,6,10,0,0,0,4,5,5,3,3,0,0,0,0,3,0,1,0,4,3,2,1,1,2,0,3,0,0,0,0,0,0,3,0,3,4,0,4,7,0,2,6,0,0,0,3,4,1,1,2,0,0,0,2,0,3,0,0,2,0,10,0,4,0,1,0,0,0,4,0,0,0,14,0,0,3,1,2,0,0,0,3,0,0,10,2,0,0,4,6,5,4,0,6,5,0,0,3,5,0,0,4,3,0,3,3,2,0,3,0,0,4,0,1,1,0,3,2,0,1,0,0,3,0,7,0,4,0,0,2,0,0,4,3,0,0,0,6,0,3,1,4,0,2,2,1,0,0,0,2,0,0,0,0,10,3,0,0,1,4,0,0,0,0,0,4,14,0,2,0,0,3,1,0,0,3
2810474O19Rik,3,0,6,6,1,7,6,3,2,10,10,11,5,13,8,1,3,0,19,6,3,7,3,0,3,0,10,10,6,12,5,2,2,10,6,8,10,10,17,8,7,1,7,8,11,5,18,16,8,14,10,24,6,7,4,10,3,5,5,7,13,6,5,3,22,25,9,5,0,9,9,1,10,10,4,13,8,7,1,9,15,3,4,6,7,4,14,9,5,12,9,5,4,0,3,3,13,10,6,6,3,2,19,0,1,5,6,1,10,11,7,6,8,0,10,0,2,7,2,0,3,3,10,5,3,6,6,17,10,8,10,10,12,8,11,7,10,24,16,5,10,6,7,8,14,18,4,1,8,7,3,5,7,5,9,6,9,13,1,3,9,25,13,5,22,0,10,5,10,1,8,4,9,4,7,4,6,15,7,3,12,5,9,9,5,14,4,0
5730455P16Rik,0,1,0,0,2,0,0,4,0,1,0,3,2,1,1,5,0,2,0,1,5,4,1,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,3,1,0,0,0,0,7,0,4,8,3,0,6,1,2,0,0,0,0,0,0,0,2,0,0,0,2,3,2,0,6,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,9,3,0,0,0,0,0,1,1,0,0,4,0,0,1,2,2,1,5,0,3,0,0,1,2,5,0,0,4,0,0,5,1,0,0,0,0,0,3,0,4,0,1,0,1,7,0,6,1,8,0,0,2,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,2,6,0,0,0,0,5,0,0,0,0,0,0,4,0,0,9,0,3,0,0,4,0,0
Aamp,10,11,13,6,5,5,11,8,9,9,13,3,4,18,7,7,14,12,12,7,11,12,23,10,9,0,10,4,18,0,12,3,3,20,9,9,6,13,2,17,20,9,6,1,6,12,6,15,8,9,16,18,1,13,19,0,13,11,15,6,21,14,9,18,12,22,6,20,6,13,13,5,21,1,3,17,14,22,8,31,11,12,9,10,15,7,29,8,8,13,12,16,15,16,14,10,18,9,6,11,8,9,12,11,5,4,7,7,13,3,5,13,7,12,10,0,3,12,3,10,11,23,4,12,9,9,18,2,13,9,6,20,0,17,6,20,16,18,15,12,0,1,6,1,9,6,19,9,8,13,13,11,6,15,13,14,13,21,5,18,6,22,17,9,12,6,21,20,1,8,14,3,31,9,22,7,10,11,15,12,13,16,12,8,8,29,15,16
Abr,0,4,0,0,0,0,1,5,3,2,0,0,0,5,0,2,0,1,2,4,3,5,2,0,5,2,0,0,3,4,2,0,0,10,0,1,2,2,4,3,0,1,6,0,1,0,3,3,6,1,9,10,0,4,0,1,0,0,0,3,2,8,0,5,3,6,6,0,0,4,0,2,5,3,4,2,6,0,7,4,5,0,3,0,0,2,3,0,4,4,2,0,0,0,0,0,5,2,0,1,5,3,2,4,0,0,4,2,0,0,0,0,0,1,0,2,0,5,0,0,3,2,0,2,5,0,3,4,2,1,2,10,4,3,1,0,9,10,3,0,1,0,6,0,1,3,0,1,6,4,0,0,3,0,4,8,0,2,2,5,6,6,2,0,3,0,5,0,3,7,6,4,4,3,0,2,0,5,0,0,4,0,2,0,4,3,0,0
Acad9,0,0,0,2,0,5,0,5,0,2,3,3,1,0,0,0,0,1,0,0,0,1,1,1,2,0,1,2,0,1,0,2,3,3,0,2,1,4,2,0,5,3,2,0,0,0,6,2,1,2,0,7,2,0,0,1,2,4,2,0,3,1,0,3,2,3,1,1,0,3,4,0,1,0,0,3,0,0,1,3,2,3,1,0,0,1,1,2,3,4,4,0,0,0,0,0,0,2,2,0,5,0,0,0,0,1,0,0,3,3,5,0,0,1,1,0,2,1,3,1,0,1,2,0,2,0,0,2,4,2,1,3,1,0,0,5,0,7,2,0,1,2,2,0,2,6,0,3,1,0,2,4,0,2,3,1,4,3,0,3,1,3,3,0,2,0,1,1,0,1,0,0,3,1,0,1,0,2,0,3,4,0,4,2,3,1,0,0
Acd,0,0,1,0,0,1,3,1,3,1,0,0,0,3,0,4,2,0,1,2,0,1,2,0,0,0,3,0,0,3,4,2,0,1,3,3,0,0,0,1,0,0,0,0,1,2,0,4,0,0,8,2,0,0,0,3,3,3,0,1,2,0,0,2,0,0,2,2,1,1,3,0,2,0,0,1,3,0,6,3,0,5,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,1,0,3,1,3,1,0,0,0,2,4,0,0,1,1,0,0,3,0,2,1,0,0,0,2,0,4,0,3,0,0,0,3,0,1,3,1,1,0,8,2,4,2,3,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,3,2,0,2,2,0,1,0,0,1,2,2,0,6,3,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0
Acly,1,2,4,0,3,3,2,2,11,4,6,5,4,8,7,8,0,4,0,2,3,4,1,4,5,0,5,6,1,5,9,5,2,4,2,4,6,8,7,3,0,2,12,0,7,2,3,1,4,0,1,0,0,0,7,7,1,1,6,3,5,3,5,3,11,4,0,0,2,4,3,1,14,7,2,6,5,7,4,2,2,3,1,4,5,0,6,6,5,0,0,0,4,0,0,1,8,4,0,2,2,11,0,2,3,4,2,8,6,5,3,4,7,4,5,0,5,4,2,4,3,1,6,9,5,2,1,7,8,4,6,4,5,3,7,0,1,0,1,2,7,0,12,0,0,3,7,2,4,0,1,1,3,6,4,3,3,5,1,3,0,4,6,5,11,2,14,0,7,4,5,2,2,1,7,0,4,2,5,3,0,0,0,6,5,6,4,0
Acot13,1,2,0,0,0,0,5,0,0,0,6,5,2,0,5,0,0,0,1,3,3,0,0,0,0,0,0,3,5,0,0,0,0,3,0,1,0,4,3,4,1,0,6,4,3,1,5,0,0,2,0,1,4,0,0,0,0,0,6,5,8,1,0,0,0,3,0,0,0,0,1,3,4,4,0,0,2,0,0,3,0,0,0,3,9,7,0,4,3,2,0,0,2,1,0,1,0,0,0,5,0,0,1,2,0,2,3,0,6,5,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,4,1,0,3,0,4,3,1,0,1,0,1,0,4,6,4,2,5,0,0,0,0,0,0,5,6,0,1,1,8,3,0,0,3,0,0,0,0,4,0,4,0,2,0,3,0,0,7,3,0,9,0,2,0,0,4,3,0,2,1
Actn1,3,9,13,0,0,4,2,13,5,10,5,7,0,2,6,10,12,6,5,6,8,4,3,3,15,1,4,6,4,1,10,1,7,14,5,2,3,15,3,0,6,6,13,7,6,6,9,15,5,23,22,8,7,5,11,5,9,6,11,5,6,6,3,4,16,14,8,7,2,3,11,0,15,6,5,11,3,13,9,6,8,7,17,4,4,5,2,2,6,4,0,9,8,11,12,3,2,10,0,2,13,5,5,9,0,0,6,10,5,7,4,13,6,6,4,1,1,4,7,3,8,3,6,10,15,5,4,3,15,2,3,14,1,0,6,6,22,8,15,6,5,7,13,7,23,9,11,6,5,5,9,6,5,11,3,6,11,6,0,4,8,14,11,3,16,2,15,7,6,9,3,5,6,17,13,5,4,8,4,7,4,9,0,2,6,2,8,11
Adk,0,0,3,0,0,2,2,8,2,7,3,2,3,6,0,2,2,0,4,0,3,0,0,0,3,0,0,6,0,0,9,4,0,3,1,9,0,2,0,0,0,0,1,2,0,0,4,2,6,0,4,2,7,2,2,0,0,3,9,0,6,1,3,1,7,6,0,6,0,3,6,3,5,2,0,9,0,11,0,0,0,0,1,0,0,0,9,0,5,4,3,2,2,1,2,0,6,7,0,2,8,2,4,0,0,3,0,2,3,2,2,3,0,0,0,0,4,0,0,0,3,0,6,9,3,1,0,0,2,9,0,3,0,0,0,0,4,2,2,0,0,7,1,2,0,4,2,0,6,2,0,3,0,9,3,1,6,6,3,1,0,6,9,3,7,0,5,6,2,0,0,0,0,1,11,0,0,0,0,0,4,2,3,0,5,9,2,1
Aff1,13,2,0,0,0,5,0,10,0,0,0,0,0,0,0,0,1,0,12,0,16,0,6,0,9,0,1,4,0,5,18,7,0,19,9,15,8,9,8,2,17,3,0,5,4,7,8,10,0,16,0,8,5,0,2,2,2,8,2,15,0,7,0,0,0,4,7,0,0,17,1,12,12,1,4,0,15,1,9,5,0,2,0,5,4,0,19,0,0,0,0,10,18,11,1,13,0,0,0,0,10,0,12,2,0,0,0,0,0,0,5,0,0,0,1,0,7,0,0,0,16,6,4,18,9,9,0,8,9,15,8,19,5,2,4,17,0,8,10,7,2,5,0,5,16,8,2,3,0,0,2,8,15,2,17,7,1,0,12,0,7,4,0,0,0,0,12,0,1,9,15,4,5,0,1,0,5,0,4,2,0,10,0,0,0,19,18,11
Aimp2,0,3,5,2,0,2,0,9,4,10,9,0,0,3,3,8,2,0,10,2,6,11,2,0,0,0,0,8,2,6,2,1,0,5,7,3,0,10,4,2,1,4,1,1,0,3,0,0,0,1,3,1,3,6,4,1,4,15,4,4,1,5,5,4,8,8,1,0,5,7,5,5,9,6,0,7,5,6,8,0,0,3,0,0,8,1,11,6,3,0,0,5,8,4,2,0,3,10,2,0,9,4,10,3,0,0,2,8,9,0,2,5,3,0,0,0,1,11,0,0,6,2,8,2,0,7,2,4,10,3,0,5,6,2,0,1,3,1,0,3,1,3,1,1,1,0,4,4,0,6,4,15,4,4,7,5,5,1,5,4,1,8,7,5,8,5,9,0,6,8,5,0,0,0,6,1,0,0,8,3,0,5,0,6,3,11,8,4
Amdhd2,0,0,0,0,4,2,2,0,9,9,0,5,0,6,5,0,1,0,12,9,6,4,8,7,7,0,0,7,11,8,18,3,2,2,5,9,4,12,8,4,5,11,7,10,10,4,7,9,7,8,1,4,0,3,5,0,11,2,5,6,10,0,1,4,5,5,1,10,3,3,8,5,18,0,7,0,5,21,1,8,4,6,6,4,3,0,14,14,0,4,10,0,7,3,1,0,6,9,0,2,0,9,12,0,4,0,9,0,0,5,2,0,5,0,0,0,3,4,2,7,6,8,7,18,7,5,11,8,12,9,4,2,8,4,10,5,1,4,9,4,0,0,7,10,8,7,5,11,7,3,11,2,6,5,3,0,8,10,5,4,1,5,0,1,5,3,18,10,0,1,5,7,8,6,21,0,4,4,3,6,4,0,10,14,0,14,7,3
Ankhd1,6,9,5,5,0,0,13,3,0,5,0,14,4,6,2,9,1,1,4,0,1,7,6,0,0,1,6,0,0,0,5,3,9,5,0,3,3,5,6,0,11,0,0,4,0,8,3,11,7,17,6,2,0,9,7,4,12,7,8,7,7,5,1,3,4,21,0,5,0,2,3,5,8,0,5,4,3,5,0,7,2,11,4,0,8,7,2,12,5,0,12,4,14,5,1,6,6,5,5,13,3,0,4,9,0,4,0,9,0,14,0,5,2,1,6,1,3,7,9,0,1,6,0,5,0,0,0,6,5,3,3,5,0,0,0,11,6,2,11,8,4,0,0,4,17,3,7,0,7,9,12,7,7,8,2,5,3,7,5,3,0,21,4,1,4,0,8,5,0,0,3,5,7,4,5,7,0,2,8,11,0,4,12,12,5,2,14,5
Ankrd10,2,0,2,2,0,7,0,4,1,1,4,0,7,0,0,4,0,4,1,3,6,4,2,0,1,0,0,7,4,0,7,0,0,2,0,7,7,6,0,2,11,5,5,3,3,3,4,4,0,6,1,7,0,0,5,0,1,1,4,0,9,3,4,4,0,9,0,4,0,3,3,3,0,1,0,2,1,1,4,2,13,0,1,4,6,0,0,0,7,10,2,4,0,2,0,2,0,1,2,0,4,1,1,0,0,7,3,4,4,0,7,2,0,4,0,0,0,4,0,0,6,2,7,7,1,0,4,0,6,7,7,2,0,2,3,11,1,7,4,3,0,0,5,3,6,4,5,5,0,0,1,1,0,4,3,3,3,9,3,4,0,9,2,4,0,0,0,4,1,4,1,0,2,1,1,0,4,13,6,0,10,4,2,0,7,0,0,2
Ankrd35,0,7,4,3,0,3,1,3,2,0,1,3,0,1,1,5,1,0,2,1,0,0,6,0,3,0,4,4,2,0,0,1,0,3,0,6,0,3,3,1,0,0,2,0,5,2,0,9,0,2,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,1,0,1,2,0,3,0,4,2,1,0,5,0,0,0,3,0,2,3,0,2,4,5,0,1,0,1,0,3,1,3,2,2,7,0,0,1,5,1,3,3,4,1,0,4,0,1,0,0,0,0,6,4,0,3,0,2,3,3,6,0,3,0,1,5,0,0,2,9,2,0,1,2,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,1,0,2,1,0,2,2,0,0,1,0,4,3,0,0,0,5,0,4,2,2,3,0,5,0
Anp32e,0,5,4,0,2,0,0,5,15,0,14,17,0,2,0,0,0,18,16,13,6,16,0,0,22,0,3,21,0,0,3,5,0,5,0,21,12,19,9,0,0,0,11,10,6,10,8,12,0,6,20,24,5,26,13,0,0,7,17,5,11,10,0,2,0,20,0,24,6,16,21,0,0,13,0,13,11,22,0,0,6,0,0,0,13,0,0,0,0,2,0,1,7,2,0,0,2,0,0,0,5,15,16,5,2,0,13,0,14,17,0,4,0,18,3,0,5,16,0,0,6,0,21,3,22,0,0,9,19,21,12,5,0,0,6,0,20,24,12,10,0,5,11,10,6,8,13,0,0,26,0,7,5,17,16,10,21,11,0,2,0,20,13,0,0,6,0,24,13,0,11,0,0,0,22,0,0,6,13,0,2,1,0,0,0,0,7,2
Anxa7,3,0,8,0,0,6,3,1,5,8,2,4,1,8,8,5,4,8,9,4,1,2,4,5,5,0,5,0,0,6,3,3,0,2,5,5,3,5,4,6,4,3,3,3,1,0,8,6,2,11,1,1,0,6,7,4,4,2,0,4,7,4,4,6,11,9,7,1,7,2,2,7,3,8,5,5,0,5,1,15,2,5,1,3,8,2,8,0,1,12,0,1,9,4,4,3,8,8,0,3,1,5,9,0,0,1,4,5,2,4,6,8,8,8,5,0,3,2,0,5,1,4,0,3,5,5,0,4,5,5,3,2,6,6,1,4,1,1,6,0,4,0,3,3,11,8,7,3,2,6,4,2,4,0,2,4,2,7,7,6,7,9,5,4,11,7,3,1,8,1,0,5,15,1,5,2,3,2,8,5,12,1,0,0,1,8,9,4
Ap1s1,1,5,4,5,0,2,1,7,0,4,2,3,0,1,2,0,0,2,4,0,0,5,4,0,5,0,0,4,5,2,0,0,3,5,3,6,6,5,3,6,0,1,4,0,3,0,10,6,0,5,1,4,4,12,6,6,5,4,4,0,9,1,7,2,5,0,2,6,2,3,5,0,5,0,3,1,1,0,9,4,1,4,2,3,1,0,0,2,3,0,2,7,0,4,0,1,1,4,5,1,7,0,4,5,0,0,0,0,2,3,2,4,2,2,0,0,0,5,3,0,0,4,4,0,5,3,5,3,5,6,6,5,2,6,3,0,1,4,6,0,6,4,4,0,5,10,6,1,0,12,5,4,0,4,3,1,5,9,0,2,2,0,1,7,5,2,5,6,0,9,1,3,4,2,0,0,3,1,1,4,0,7,2,2,3,0,0,4
Ap2m1,6,13,7,3,0,0,0,12,12,1,14,10,4,13,0,11,0,0,5,10,9,15,0,0,11,0,5,6,7,0,12,5,2,0,8,0,8,16,0,8,0,6,6,0,0,7,5,0,0,11,6,5,0,7,7,6,8,0,6,0,8,5,5,3,2,7,4,5,0,12,4,6,12,21,0,5,0,8,9,7,1,0,10,0,24,8,9,0,6,3,0,2,0,12,0,6,13,1,3,0,12,12,5,13,0,4,10,11,14,10,0,7,0,0,5,0,5,15,2,0,9,0,6,12,11,8,7,0,16,0,8,0,0,8,0,0,6,5,0,7,6,0,6,0,11,5,7,6,0,7,8,0,0,6,12,5,4,8,6,3,4,7,5,5,2,0,12,5,21,9,0,0,7,10,8,8,0,1,24,0,3,2,0,0,6,9,0,12
Appbp2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,5,2,7,3,0,0,5,7,6,7,0,0,0,5,0,0,2,0,8,0,0,0,0,3,4,0,0,0,5,3,0,0,7,2,0,0,2,0,7,0,2,0,0,8,0,0,5,0,3,0,7,6,5,0,9,2,0,0,0,7,0,4,6,11,2,4,7,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,1,0,0,4,0,0,0,5,0,7,4,2,5,7,3,5,7,0,2,0,0,0,6,8,3,0,3,0,0,4,0,0,0,0,5,0,2,0,0,7,0,2,7,0,3,2,0,0,7,0,0,0,9,0,8,0,6,5,5,0,2,0,0,4,0,2,6,7,11,0,2,0,0,7,2,4,0,5
Aqr,3,0,3,6,0,6,3,7,2,2,0,0,0,5,2,4,1,8,3,4,2,5,3,0,2,0,5,2,0,7,9,1,0,7,4,7,4,2,3,2,2,2,0,0,2,0,6,7,0,6,2,12,2,9,0,0,0,2,10,7,4,5,3,6,16,4,0,8,0,0,7,3,4,0,0,9,0,3,0,0,2,0,6,1,2,0,9,6,5,6,2,1,0,3,1,3,5,2,6,3,7,2,3,0,0,0,4,4,0,0,6,3,2,8,5,0,1,5,0,0,2,3,2,9,2,4,0,3,2,7,4,7,7,2,2,2,2,12,7,0,0,2,0,0,6,6,0,2,0,9,0,2,7,10,0,5,7,4,3,6,0,4,9,3,16,0,4,8,0,0,0,0,0,6,3,0,1,2,2,0,6,1,2,6,5,9,0,3
Arl6ip1,0,6,12,5,0,15,1,23,8,20,22,7,17,15,26,16,14,15,12,9,5,11,5,1,6,0,0,25,7,5,15,9,7,13,5,23,8,9,13,15,12,1,10,8,19,10,10,19,0,19,2,30,7,11,6,2,14,12,10,1,17,9,1,1,21,14,15,10,3,18,24,12,22,6,4,7,9,40,5,12,30,14,12,3,19,2,4,3,10,1,1,6,8,4,14,0,15,20,5,1,23,8,12,6,0,17,9,16,22,7,15,12,26,15,0,0,9,11,7,1,5,5,25,15,6,5,7,13,9,23,8,13,5,15,19,12,2,30,19,10,2,7,10,8,19,10,6,1,0,11,14,12,1,10,18,9,24,17,12,1,15,14,7,1,21,3,22,10,6,5,9,4,12,12,40,2,3,30,19,14,1,6,1,3,10,4,8,4
Arl6ip4,0,3,14,6,0,0,11,10,6,10,2,20,0,5,0,16,2,10,6,7,0,0,8,4,0,0,0,8,0,0,0,3,8,14,3,0,0,10,8,6,0,0,12,14,13,0,0,3,9,0,0,10,5,12,2,7,9,14,5,0,5,2,0,0,0,13,0,15,0,16,2,5,13,11,5,17,0,5,0,8,0,8,2,0,14,0,6,0,8,0,12,0,0,0,2,0,5,10,6,11,10,6,6,3,0,0,7,16,2,20,0,14,0,10,0,0,3,0,8,4,0,8,8,0,0,3,0,8,10,0,0,14,0,6,13,0,0,10,3,0,7,5,12,14,0,0,2,0,9,12,9,14,0,5,16,2,2,5,5,0,0,13,17,0,0,0,13,15,11,0,0,5,8,2,5,0,0,0,14,8,0,0,12,0,8,6,0,0
Arpc4,15,0,22,13,0,4,7,14,10,7,1,3,0,7,34,28,4,0,12,8,21,3,0,0,3,0,6,13,18,7,8,8,0,7,11,19,11,27,5,4,3,0,14,4,4,0,19,15,12,12,19,18,0,24,13,8,0,19,14,0,4,8,1,8,35,25,1,6,3,0,0,11,9,6,12,24,9,33,15,14,19,18,0,0,6,0,13,0,11,17,11,12,0,13,4,15,7,7,13,7,14,10,12,0,0,0,8,28,1,3,4,22,34,0,6,0,8,3,0,0,21,0,13,8,3,11,18,5,27,19,11,7,7,4,4,3,19,18,15,0,8,0,14,4,12,19,13,0,12,24,0,19,0,14,0,8,0,4,11,8,1,25,24,1,35,3,9,6,6,15,9,12,14,0,33,0,0,19,6,18,17,12,11,0,11,13,0,13
Asap1,0,0,0,0,3,0,0,2,0,3,4,0,5,4,0,0,0,6,1,0,1,2,2,4,0,0,0,6,5,4,0,6,0,0,0,0,9,0,1,1,6,0,0,0,3,3,0,0,6,0,8,0,1,0,7,5,7,0,14,0,19,0,3,0,8,3,6,1,0,2,6,7,8,5,1,7,2,0,4,7,6,0,0,4,6,3,4,3,0,5,9,4,0,5,0,0,4,3,0,0,2,0,1,0,3,5,0,0,4,0,0,0,0,6,0,0,6,2,0,4,1,2,6,0,0,0,5,1,0,0,9,0,4,1,3,6,8,0,0,3,5,1,0,0,0,0,7,0,6,0,7,0,0,14,2,0,6,19,7,0,6,3,7,3,8,0,8,1,5,4,2,1,7,0,0,3,4,6,6,0,5,4,9,3,0,4,0,5
Asns,13,0,53,18,31,14,16,25,41,15,19,35,22,21,0,39,28,24,52,26,27,32,29,26,56,4,14,25,32,25,26,10,18,22,10,32,10,35,20,15,14,25,20,9,25,22,16,42,33,36,20,55,6,27,17,34,29,19,23,27,23,6,34,14,33,29,21,38,27,55,47,24,16,12,22,24,68,42,34,15,24,96,34,9,42,14,41,22,21,34,10,47,45,17,28,13,21,15,18,16,25,41,52,0,31,22,26,39,19,35,14,53,0,24,14,4,10,32,18,26,27,29,25,26,56,10,32,20,35,32,10,22,25,15,25,14,20,55,42,22,34,6,20,9,36,16,17,25,33,27,29,19,27,23,55,6,47,23,24,14,21,29,24,34,33,27,16,38,12,34,68,22,15,34,42,14,9,24,42,96,34,47,10,22,21,41,45,17
Atg12,4,4,3,1,0,2,3,0,4,1,1,3,0,4,5,0,0,0,3,0,3,3,2,0,0,0,0,4,0,0,0,0,0,0,7,0,0,5,3,4,2,0,4,1,0,0,0,3,4,0,0,3,4,0,1,4,0,0,1,2,10,1,0,0,2,0,0,0,2,3,2,0,9,2,2,1,6,1,1,2,5,0,3,2,0,0,4,0,3,1,0,4,0,0,0,4,4,1,1,3,0,4,3,4,0,0,0,0,1,3,2,3,5,0,0,0,0,3,0,0,3,2,4,0,0,7,0,3,5,0,0,0,0,4,0,2,0,3,3,0,4,4,4,1,0,0,1,0,4,0,0,0,2,1,3,1,2,10,0,0,0,0,1,0,2,2,9,0,2,1,6,2,2,3,1,0,2,5,0,0,1,4,0,0,3,4,0,0
Atg16l1,2,0,0,3,1,2,1,3,2,0,2,1,2,2,0,3,6,2,3,1,1,2,2,0,2,1,2,3,0,0,0,0,0,0,1,3,0,0,4,2,0,4,0,5,1,3,2,4,6,8,0,1,1,2,2,4,0,4,0,1,3,2,3,0,0,1,0,0,0,2,2,0,7,0,1,2,0,1,2,2,4,3,0,3,0,0,3,0,1,3,3,0,2,2,6,2,2,0,3,1,3,2,3,0,1,2,1,3,2,1,2,0,0,2,2,1,0,2,0,0,1,2,3,0,2,1,0,4,0,3,0,0,0,2,1,0,0,1,4,3,4,1,0,5,8,2,2,4,6,2,0,4,1,0,2,2,2,3,0,0,0,1,2,3,0,0,7,0,0,2,0,1,2,0,1,0,3,4,0,3,3,0,3,0,1,3,2,2
Atp1b1,0,6,7,10,1,1,3,1,5,4,0,4,8,2,3,8,0,4,4,4,12,2,5,2,16,0,0,0,10,0,15,2,1,4,4,7,9,14,0,0,0,14,0,1,7,7,7,0,4,3,0,1,3,4,0,0,0,0,10,6,18,1,8,4,0,12,4,5,5,3,9,0,14,8,7,1,7,17,4,10,7,2,17,5,0,5,8,3,5,11,8,8,0,0,0,0,2,4,10,3,1,5,4,6,1,8,4,8,0,4,1,7,3,4,0,0,2,2,1,2,12,5,0,15,16,4,10,0,14,7,9,4,0,0,7,0,0,1,0,7,0,3,0,1,3,7,0,14,4,4,0,0,6,10,3,1,9,18,0,4,4,12,1,8,0,5,14,5,8,4,7,7,10,17,17,5,5,7,0,2,11,8,8,3,5,8,0,0
