name,mean,fano,skewness,kurtosis,p+telegraph,la,ga,v,p_telegraph,AICc1,mean1,fano1,skewness1,kurtosis1,HD1,type1,p+cross-talk,la1,la2,q1,gamma,nu,p_crosstalk,AICc2,mean2,fano2,skewness2,kurtosis2,HD2,type2,p+threestate,lam1,lam2,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+threestate-crosstalk,lam,kappa1,kappa2,q1,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+positive,lam,gamma,v,mu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+negative,lam,gamma,v,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type
Dhx33,0.83482143,3.0742695,3.475514292,17.4859349,,0.417563132,2314721591,9999131110,0.463607488,558.709555,0.826536972,2.867063562,2.853173237,10.53866963,0.125927164,2,,0.873247312,0.272526664,0.632541374,3525602480,9999252716,0.609029562,560.7194835,0.826229815,2.826061401,2.781561644,9.985464596,0.125167224,2,,0.417563129,1444.931948,1905066019,8232048487,0.463598187,560.8021356,0.826537279,2.867064263,2.853172861,10.53866513,0.125927194,2,,0.21972131,1.489114337,1.489114337,0.702597654,5128874579,9849815638,1,562.6891691,0.8284125,2.822837745,2.777230796,9.978538022,0.124862171,2,,,,,,,,,,,,,,,,,,,,,,,,,,
6330403K07Rik,0.075892858,2.218224831,6.742093116,50.87570835,,0.031070722,2.08341808,54.95774647,0.144154612,112.6896477,0.070630182,2.013426405,6.527244059,48.166273,0.016628294,2,,11.09719818,0.030764937,0.507550328,8.183066312,139.9423152,0.146480902,114.7861155,0.070642549,2.014118169,6.526504738,48.14853886,0.016648678,2,,4.40388736,0.03107502,2.060689964,54.71010019,0.1441104,114.7821551,0.070631022,2.013433063,6.527214426,48.16576981,0.016627988,2,,6589.158234,0.059424982,0.059424982,0.503549693,3.916932751,56.21935003,0.143263499,116.8889852,0.070620762,2.013714235,6.530537567,48.22089236,0.01652685,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Fam64a,0.468750011,7.464583514,6.195783272,43.79756508,,0.062764232,529512210.4,9999297332,0.448578466,301.8317806,0.442452185,6.223775795,5.42858694,34.5923534,0.103594281,2,,27938437.92,0.062745587,0.561611143,45834.95421,379817.7699,0.448324354,303.9243965,0.442432819,6.224258198,5.428619546,34.59166523,0.103597932,2,,0.06877976,0.312093514,6.599959966,154.1847702,0.401255152,303.9095637,0.44979833,6.333164913,5.39571441,33.97183979,0.104580424,2,,0.035132539,0.338751211,0.338751211,0.558479676,451.3983629,8401.870515,0.44949564,306.0081587,0.442737274,6.19216459,5.411645412,34.43421067,0.103419531,2,,,,,,,,,,,,,,,,,,,,,,,,,,
4930563E22Rik,0.080357146,5.030754067,12.54108856,170.4205935,,0.032701119,1985815589,9999341621,0.491966032,105.7418921,0.076946662,3.009456522,9.178969474,106.0834994,0.080580539,2,,0.032703472,0.032697992,0.358961564,17266352.18,86961510.86,0.491913609,107.8344732,0.076951236,3.009589967,9.17882496,106.0788205,0.080582762,2,,0.063465685,0.063467386,1923922739,9987581382,0.491766203,107.7316006,0.076846695,2.998245794,9.199640752,106.7348282,0.080112521,2,,5312577.93,0.063466579,0.063466579,0.576901875,3333657064,9983939594,0.491754626,109.8434683,0.076846158,2.998234858,9.199661886,106.7354286,0.080112303,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Xaf1,0.441964291,6.13379343,6.18762384,49.18458734,,0.076718297,774132621.1,9996265095,0.467640327,308.6872849,0.4238639,5.529041784,5.456636995,36.20046694,0.12566888,2,,18.17025709,0.075525509,0.513977129,702383.9754,4548825.864,0.45721626,310.7742183,0.425395959,5.520825501,5.4242768,35.75583483,0.125789309,2,,0.136562077,0.134513095,7.953607646,125.49599,0.431183225,310.7585538,0.426140059,5.575673728,5.446154674,35.92443717,0.12576424,2,,10.64994116,0.136453935,0.136453935,0.501912416,270009.1548,2020233.744,0.455084535,312.871011,0.424461918,5.566307431,5.467562572,36.25203122,0.125614987,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Gsg2,0.223214286,3.976785789,6.781045596,56.69105313,,0.080560397,1540684286,9998224164,0.434897449,222.745452,0.214618194,3.25283462,5.71931142,40.58176329,0.071469758,2,,0.080559513,0.080561413,0.528961103,198272206.9,1286684769,0.434896876,224.838033,0.214618443,3.252836103,5.71930865,40.58171691,0.071469793,2,,0.14809202,0.148003155,855023.2219,6120915.523,0.430928667,224.6991252,0.214005999,3.260431027,5.76424145,41.24158181,0.071030134,2,,103647.2074,0.148069041,0.148069041,0.55929396,2386916788,9549710667,0.431109964,226.8109996,0.213979546,3.260035476,5.764444643,41.24622002,0.071024093,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Shpk,0.200892858,2.621329374,4.720664579,25.80555434,,0.068378533,2.625135028,63.26725486,0.170206518,218.4677059,0.194961512,2.489458588,4.541525232,23.38357275,0.047084606,2,,0.068378695,778395.2089,0.490265905,5.35482238,63.27204701,0.170206538,220.5602868,0.194961488,2.489457721,4.541525621,23.38358065,0.047084595,2,,0.156417562,0.103920948,2.195503788,60.52675808,0.166643942,220.5537387,0.195068558,2.492090411,4.542898999,23.38394409,0.047146456,2,,49.55750264,0.124701694,0.124701694,0.481788541,4.922455717,66.56615768,0.166637817,222.6655093,0.19506449,2.49233418,4.543160697,23.38611069,0.047148394,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspa,0.183035717,3.98769607,7.974286059,79.41068034,,0.066547614,1485203452,9127893436,0.454052618,193.5451312,0.175885244,3.250385959,6.344544782,50.24566578,0.075233638,2,,0.066547223,0.066547825,0.504020814,4569847.156,28085834.55,0.454052474,195.6377124,0.175885322,3.25038867,6.344544849,50.24565441,0.075233672,2,,0.123899278,0.123095121,34260.21489,229368.6249,0.450789152,195.6007333,0.175415294,3.260324503,6.391574866,51.00197851,0.075162713,2,,1133.748005,0.123455229,0.123455229,0.534618805,2791333115,9999728662,0.450534451,197.713277,0.175426221,3.260489282,6.391141246,50.99339287,0.075167969,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rap1gap2,0.63839286,3.802166563,3.056860846,9.866237278,,0.096289211,0.867134847,25.47221707,0.25712405,426.7413265,0.615841428,3.635509989,2.945452361,8.859565081,0.091613166,2,,0.851330485,0.074860286,0.498870886,1.53252124,32.7691983,0.250209873,428.6219701,0.615844292,3.627677991,2.944534166,8.878319984,0.090940061,2,,0.100512995,3.641365635,7.446112527,2652040370,0.229357792,428.8415133,0.614544464,3.64936357,2.96415295,8.97849368,0.09167262,2,,0.606363868,0.009985915,0.009985915,0.020216058,1.935079597,7.652750179,1,430.6787369,0.612028935,3.537658953,2.918462235,8.825717339,0.08959295,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mettl16,0.816964291,2.543691499,3.567560469,18.98991482,,0.703321605,4481411641,9997071585,0.520718989,566.0013937,0.815050086,2.136664932,2.411661562,7.904362423,0.084138846,2,,0.703318068,0.703324019,0.556387656,4150932804,9259536320,0.520737327,568.0939746,0.815050655,2.136667031,2.411662225,7.904364982,0.084138924,2,,1.12890134,1.128874124,4726240.179,13308371.63,0.51354036,567.2858926,0.813397041,2.158565147,2.483757625,8.489281513,0.082849504,2,,232491.0507,1.129155037,1.129155037,0.608544528,9999880221,8796983631,0.999999371,569.3986932,0.813333862,2.158233415,2.483644125,8.488956156,0.082837845,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Sgsm2,0.138392861,3.377736248,8.198443333,81.58063814,,0.074381853,2376276079,9996850893,0.444779637,168.9646894,0.133989423,2.570692937,6.325961461,50.54379211,0.061409433,2,,0.074381663,0.074382113,0.542821704,2374096713,9987677112,0.444779864,171.0572703,0.133989448,2.570692914,6.325960843,50.54378219,0.061409435,2,,0.138574486,0.139089352,13515.74066,61273.04835,0.442594728,170.9159254,0.133652742,2.567946676,6.362464484,51.2254149,0.060825774,2,,648962827.5,0.138844155,0.138844155,0.512135271,91391052.7,212118397.2,0.442687776,173.0276518,0.13365082,2.567864065,6.362472194,51.22615808,0.060824029,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Smg6,0.602678575,2.66398814,4.383902362,29.64186725,,0.499349056,4487969229,9999791495,0.541686589,476.4686138,0.601468607,2.184851318,2.869597889,11.3351371,0.09910482,2,,0.499353114,0.499344418,0.502111424,3730266348,8311488616,0.541690365,478.5611947,0.601469549,2.184853659,2.869597586,11.33513198,0.099104925,2,,0.818863224,0.818878336,959321330.2,2635909448,0.535086548,477.7963712,0.600169835,2.208864006,2.954115991,12.15151263,0.098369389,2,,9329086651,0.818860987,0.818860987,0.46154898,235937621.6,299189581.6,0.535138768,479.9082387,0.600172843,2.208883888,2.954125441,12.15156567,0.098369971,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Hic1,0.406250001,2.461881903,4.128347546,25.19758911,,0.266344589,42.36165538,156.2205651,0.416859907,369.5182379,0.400730598,2.357884419,3.516891214,15.78861267,0.083538694,2,,1.306499558,0.19331854,0.541459807,3787681600,9829548227,0.436482435,371.4123251,0.402017827,2.332857809,3.428881227,14.91441192,0.081955912,2,,63989.54574,0.266344558,42.36203601,156.2225915,0.416860043,371.6108188,0.400730627,2.357884938,3.516891619,15.78861579,0.083538706,2,,0.187966262,2.494347759,2.494347759,0.525880355,2939.233888,3486.631295,1,373.4860901,0.398759667,2.318201572,3.421359143,14.85753625,0.08115175,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rtn4rl1,0.57589286,3.245812615,3.718719337,17.1761771,,0.264535749,1786977655,9999506530,0.394567818,443.082249,0.561294356,2.844266541,3.260161393,12.96813005,0.107717532,2,,0.264535912,0.264535577,0.520728029,1786967028,9999446814,0.394567839,445.17483,0.561294375,2.844266575,3.26016135,12.96812963,0.107717533,2,,0.44457162,0.444572017,1455368963,9997785371,0.385462434,444.8122371,0.559424444,2.864378418,3.308620779,13.3704397,0.106863347,2,,8337333.647,0.444571185,0.444571185,0.510558547,2851187481,9999993894,0.385464372,446.9241047,0.559423611,2.864379152,3.308624288,13.3704703,0.106863293,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Slc43a2,0.44196429,4.275207543,7.257773804,72.4887089,,0.199924,2547825026,9998808015,0.563390638,371.6188693,0.440284209,3.15068941,4.335798901,25.97348323,0.095253236,2,,0.19992206,0.19992598,0.54437346,2453549559,9628647926,0.563400436,373.7114502,0.440283268,3.150686751,4.335801768,25.9735235,0.09525313,2,,0.348533961,0.348553152,726347805.2,1840315165,1,373.3306802,0.439131916,3.188938066,4.451735782,27.50154538,0.095199138,2,,2414676181,0.348545926,0.348545926,0.502922701,661854661.2,843355879.8,1,375.4425477,0.439134335,3.188934453,4.451720914,27.50136559,0.095199245,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Inpp5k,0.700892857,2.222674014,2.011528045,3.585568287,,0.226714191,1.529638517,63.73017798,0.146078264,507.9920559,0.68381876,2.15774362,2.006042114,3.654866189,0.059935987,2,,0.241013399,0.2410093,0.501837845,1.873158117,70.8795959,0.150019814,510.0511971,0.683730025,2.145878222,2.013540607,3.714335633,0.059461084,2,,0.394770594,0.394852614,1.453736849,80.22342415,0.146427699,509.8993116,0.68406076,2.150068723,2.016280909,3.720536207,0.058874129,2,,59.87999391,0.3813423,0.3813423,0.486045421,2.02732455,40.73154361,0.147005062,512.0701004,0.686198395,2.147505041,2.001497832,3.642672629,0.059416393,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rph3al,0.022321429,2.177678625,11.77549523,148.9886061,,0.008729214,1.808019711,53.69722898,0.149899254,46.57995818,0.018785688,1.802245363,11.56319398,149.3377581,0.045308233,2,,0.00872914,127.5591568,0.503282243,3.644003406,54.46929975,0.149916219,48.67254259,0.018785797,1.802247736,11.56316335,149.3368967,0.045308312,2,,0.00872537,2.437900982,1.785057034,52.99435109,0.149810296,48.67247732,0.018787612,1.80238993,11.56278553,149.3233524,0.045310894,2,,12.02180085,0.01711733,0.01711733,0.493476451,4.873125468,90.20854532,0.149471678,50.7842746,0.018933177,1.803858805,11.51963473,148.161221,0.045396239,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Fam101b,0.325892858,3.222052387,5.042196993,28.720606,,0.207674796,2655817376,9999654171,0.418572944,315.5980691,0.317946205,2.357466554,3.878865836,18.81784985,0.110874943,2,,0.207678753,0.207674985,0.506851703,405861886.9,1528184781,0.418560499,317.6906501,0.317947968,2.357461119,3.878849974,18.81770008,0.11087509,2,,0.366658317,0.366794067,4189389256,9796528972,0.758360713,316.9226239,0.314990809,2.341547091,3.923948253,19.38633517,0.108357597,2,,0.029617537,0.366727293,0.366727293,1,5616658519,9959591026,1,319.0354655,0.314969072,2.341480745,3.924047858,19.38755861,0.108355363,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Gemin4,0.388392864,2.88746928,5.266965617,36.91026014,,0.295043786,3779059169,9999252524,0.49760327,361.4792198,0.386003116,2.257287576,3.595859266,17.27044375,0.075192491,2,,0.295162281,7204209.252,0.477018044,105342027.2,75532701.38,0.875411575,363.5729385,0.385935419,2.256668136,3.595668053,17.27001378,0.075174002,2,,0.504815234,0.504815122,6498896240,9987310458,0.999999018,362.9999625,0.384745046,2.266607923,3.663736394,18.05395175,0.0737215,2,,367731014.2,0.5044326,0.5044326,0.507635636,6294643380,9999684205,0.491634095,365.109507,0.384878669,2.26781841,3.664050873,18.05385725,0.073756581,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rnmtl1,0.732142864,3.097125474,3.684955019,20.6718315,,0.335535212,49.92753362,237.8951535,0.461745354,514.5893362,0.724426841,2.987125452,3.107308987,12.45751312,0.08501282,2,,1.141180846,0.192369139,0.709068562,3587220392,9999992264,0.560296588,516.3459417,0.726851576,2.902926047,2.956520569,11.21413847,0.081661821,2,,2017.797846,0.335535503,49.92309669,237.9117147,0.461748209,516.6819172,0.724426588,2.98712607,3.107311115,12.45753279,0.085012828,2,,0.243934365,2.370969105,2.370969105,0.507901915,1995.080165,3572.690495,0.998399935,518.4753912,0.724876719,2.913805609,2.993490881,11.5374193,0.082125264,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Abr,0.937500015,3.176785761,2.74398759,10.1313716,,0.211963748,1.122158421,12.71947775,0.460317904,578.1150039,0.928401541,3.092859055,2.314610339,5.759380882,0.086199598,2,,2.571283086,0.083658464,0.918840436,8.065924408,10.89504293,1,576.7458503,0.928353296,3.008885464,2.230955542,5.399577186,0.073237342,2,,68720179.27,0.211964168,1.12215781,12.75649595,0.458981568,580.2075849,0.928402444,3.092856044,2.314607709,5.759366884,0.086199589,2,,2.331950967,2.44E-06,2.44E-06,6.42E-07,21597217.32,19311309.68,1,576.9106087,0.932483168,2.993513684,2.256147278,5.718449689,0.067235488,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Blmh,0.736607138,3.778544381,3.108966956,10.81299458,,0.193220257,614559690.7,9997051153,0.291128763,488.4776096,0.722412578,3.578010787,3.010568327,10.11211819,0.065495035,2,,0.193220066,0.193220318,0.493465198,614621729.9,9998066037,0.291128748,490.5701905,0.722412558,3.578011151,3.010568395,10.11211825,0.065495037,2,,0.320665072,0.312456115,16.06962039,367.3397077,0.271830486,490.4561922,0.72314611,3.595851904,3.016443968,10.11782516,0.065293017,2,,2983481.07,0.315182197,0.315182197,0.505188659,8.969514299,101.8447188,0.255612631,492.5460502,0.725825622,3.604280496,3.004609877,10.004207,0.065416643,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankrd13b,0.267857139,2.432142837,3.705349922,14.69710926,,0.087885021,1.929210513,63.8080959,0.157887603,270.5351162,0.253708095,2.256429067,3.595013111,13.84083241,0.021332118,2,,0.087576198,0.088213773,0.496540198,1.932341771,63.96679008,0.157898044,272.6276979,0.253712494,2.256423752,3.595004136,13.84081189,0.021329717,2,,0.157074161,0.158597058,1.682926115,68.48227709,0.155171524,272.6048611,0.25377912,2.258743293,3.59826686,13.86378659,0.021088106,2,,74.90501127,0.157803778,0.157803778,0.501751577,3.434410647,70.23724056,0.15519045,274.7167769,0.25376587,2.258715988,3.59832241,13.86426629,0.021092479,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Git1,0.428571426,2.175595222,3.103209246,11.39581104,,0.310274176,1703046040,9849743558,0.253102442,386.8412718,0.414610521,2.015800599,2.85130156,9.258179629,0.071307179,2,,0.310274923,0.310273125,0.5108965,1724964647,9976514153,0.253102492,388.9338528,0.414610489,2.015800869,2.851301852,9.258181257,0.071307181,2,,0.571538907,0.452513326,49.7356022,380.1206306,0.242317169,388.9254101,0.414514103,2.020521616,2.862769886,9.33750573,0.071446615,2,,7965.422345,0.506296596,0.506296596,0.492978968,16381.85739,60876.95007,0.245488984,391.0360249,0.414468908,2.020780412,2.864086433,9.347571614,0.071448936,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Trp53i13,0.660714293,3.204150624,3.549991324,15.21821948,,0.33618593,2042792430,9998658417,0.405090382,486.8610499,0.645880015,2.699205438,2.958410422,10.70523243,0.078825061,2,,0.336185824,0.336186342,0.520352885,2042613066,9997789511,0.405089809,488.9536308,0.645879979,2.699204754,2.958410174,10.70523139,0.078825059,2,,0.555947232,0.559094494,1348.354043,8144.601571,0.397681177,488.3386497,0.643179329,2.716205585,3.009037743,11.10421731,0.076632642,2,,0.699634571,0.555014241,0.555014241,0.949625684,129864.1191,298970.5677,0.996324963,490.6299358,0.633747908,2.692128149,3.029139634,11.32203764,0.07608389,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhd15,0.053571431,2.779761937,10.30147219,121.2113981,,0.031238095,1955179924,9994850570,0.347788046,86.07995479,0.049159234,2.148667457,8.716608254,90.99308473,0.054973396,2,,0.031238174,0.031238054,0.465636309,38120799.87,194871782.2,0.347790259,88.17253575,0.049159278,2.148667945,8.716605379,90.99302009,0.054973404,2,,0.060283157,0.06027712,1468827.946,7806881.625,0.347559396,88.14894908,0.04910079,2.145229722,8.727255125,91.29725442,0.054785914,2,,9999867855,0.060277129,0.060277129,0.524237444,52485.2942,146253.0887,0.347554676,90.26083014,0.04910106,2.145261809,8.727270293,91.2971632,0.05478636,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Myo18a,0.616071431,1.978131472,2.21365183,4.984275818,,0.447852288,1178862081,9995804088,0.19342867,483.8568944,0.60290821,1.884266694,2.17062786,4.975594163,0.045042989,2,,0.447851709,0.447854332,0.576370194,1126084494,9548254667,0.193428941,485.9494754,0.602908155,1.884266639,2.170628289,4.975597087,0.045042975,2,,0.669868336,0.669869648,5.065925604,67.68100441,0.172343976,485.8193382,0.604014536,1.889870058,2.168823996,4.949405638,0.044431842,2,,20.82688746,0.670801865,0.670801865,0.499550724,14.278479,94.24543378,0.174237807,487.9330377,0.603909307,1.88966295,2.169434038,4.953821467,0.044419155,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhrs13,0.531250006,2.283876087,3.548355324,18.14185124,,0.461784993,3802468382,9999845532,0.437663349,443.7794392,0.526947108,2.081342248,2.854495355,10.56638391,0.089584562,2,,0.461757608,0.461759378,0.508191454,3247983728,8539963695,0.43776323,445.8720203,0.526933018,2.0813729,2.854561296,10.56685905,0.08958431,2,,0.761828809,0.761865065,125145727.5,408810157.1,0.427290839,445.7130274,0.525802001,2.093351876,2.908604657,11.04954348,0.089416821,2,,0.443768947,0.772021322,0.772021322,0.651034016,2371908565,6950470001,0.449033969,447.8681849,0.526576491,2.093445403,2.893710887,10.90836052,0.089546471,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Spag5,0.553571429,4.010944705,3.519124061,13.40813328,,0.10567407,2.672029273,67.29810785,0.26614196,390.0741101,0.524187071,3.710946288,3.375696521,12.12271714,0.042643885,2,,0.076341236,0.197581562,0.497045903,2.907594663,68.90728431,0.26857824,392.1643717,0.524278206,3.703962182,3.370786185,12.09558927,0.042553767,2,,0.106359768,2.032189236,2.518995972,67.16319691,0.264897748,392.1651131,0.524176866,3.713223485,3.377492041,12.13383015,0.04265831,2,,0.272991628,0.13596747,0.13596747,0.494375688,2.855413709,68.4092025,0.267997914,394.277653,0.524211822,3.706081619,3.372334182,12.1040993,0.042583145,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Nlk,0.209821431,2.194433924,4.858293424,29.68037577,,0.194363331,3129458462,9997347837,0.339591733,244.7387638,0.20488128,1.921805936,4.147910425,21.35762278,0.055857028,2,,0.19436285,0.194358078,0.530404907,299632543.3,957245678.8,0.339582581,246.8313447,0.204881482,1.921816153,4.147918727,21.35767422,0.055857155,2,,0.340799231,0.341038481,6259.559401,23235.28523,0.333918394,246.6701881,0.204361084,1.922867539,4.178584782,21.74496974,0.055045813,2,,6207.376432,0.340926926,0.340926926,0.54147349,4972405580,9999990804,0.333719046,248.782027,0.204361485,1.922845905,4.178542727,21.74452856,0.055046002,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ksr1,0.116071431,2.037774755,6.10075881,47.96587054,,0.106278789,2477049464,9355431792,0.293308134,162.0305405,0.111832913,1.860939508,5.374324463,35.22069218,0.070084431,2,,0.683712158,0.073884068,0.487611227,3720179755,9999998535,0.331936195,164.1101475,0.112116795,1.857307355,5.331312591,34.56138931,0.070086825,2,,2.950321512,0.106739407,350.8856972,1382.526744,0.290383087,164.1233863,0.111834165,1.86114766,5.375320377,35.23513867,0.070091181,2,,0.067034789,1.075849953,1.075849953,0.499876078,31277.13256,100727.3664,0.304852521,166.2117846,0.112171923,1.858100261,5.33067328,34.54831486,0.070090225,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Utp6,0.772321424,2.227678553,2.288566471,5.901406232,,0.507047245,1531451780,9988791294,0.252931024,545.9716231,0.751427815,2.094428331,2.120244817,4.7830081,0.047991867,2,,0.469760955,0.560999876,0.523650239,14519.29992,94010.26381,0.253367675,548.0641762,0.751226902,2.094533312,2.120555034,4.784871772,0.047976547,2,,0.507047333,1853.622883,11962741.02,78047505.49,0.252931027,548.064204,0.751427813,2.094428225,2.120244787,4.783008077,0.047991868,2,,0.401604533,1.216603265,1.216603265,0.443425357,267.9311947,1877.995672,0.253378083,550.1719913,0.75157528,2.093808358,2.119192315,4.779248721,0.047926457,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Suz12,0.361607136,3.700121253,4.457371643,21.45556635,,0.121809799,1081994600,9999324639,0.353441964,312.9805489,0.338653928,3.009963258,4.041112743,18.82482618,0.079800321,2,,0.121809801,0.12180971,0.555751346,1082047501,9999817713,0.35344199,315.0731298,0.338653941,3.009963675,4.041112792,18.82482578,0.079800322,2,,0.257957662,0.185216362,933916723.2,9999964375,0.351970559,314.7879969,0.33740607,3.009854195,4.067417238,19.09564848,0.078584147,2,,9892117749,0.215004596,0.215004596,0.491851992,13494686.82,71453601.98,0.351664743,316.8941629,0.33748715,3.011849346,4.067634014,19.09313115,0.078577865,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Crlf3,0.468750003,2.378869053,2.846004166,8.601525479,,0.195078089,3.031839892,50.61885183,0.183505361,398.3016793,0.453147676,2.250769571,2.738606446,7.9366199,0.04549479,2,,0.492963464,0.142122913,0.500408039,3.77431966,52.66034011,0.188528092,400.3867865,0.452972781,2.24652621,2.733844155,7.912810886,0.045343882,2,,0.19509782,13.19330225,2.981050741,50.53350814,0.183468336,400.394195,0.453147847,2.2507788,2.738622849,7.936723182,0.045494497,2,,0.129734489,0.90488495,0.90488495,0.506574738,3.346069621,51.19221681,0.187891177,402.4873538,0.453034293,2.246406695,2.733489652,7.911593418,0.045261902,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Atad5,0.258928576,2.982450807,5.550491619,37.33067193,,0.167971498,2429308434,8970396590,0.418962805,271.238594,0.253292559,2.351506184,4.372829643,24.22309641,0.08602256,2,,0.167947221,348564265,0.435689279,2331239.277,3750882.85,0.41901538,273.3311795,0.253307441,2.351720348,4.372872071,24.22290425,0.086025764,2,,0.298118626,0.298058462,70439646.49,296112033,0.414892064,272.9338118,0.252368808,2.351891312,4.41752963,24.80644294,0.084593113,2,,9999967066,0.298097129,0.298097129,0.518689002,246483958.1,537408958.6,0.41491413,275.0456792,0.252372608,2.351875096,4.417482907,24.80595653,0.084593285,2,,,,,,,,,,,,,,,,,,,,,,,,,,
5730455P16Rik,0.531249999,3.1410189,3.528508453,14.0363499,,0.227838933,1406616023,9999357368,0.346452444,419.8862183,0.505801251,2.703531933,3.13143756,11.21436416,0.08487767,2,,0.227838184,0.227839759,0.633914897,1356526504,9643289472,0.346452535,421.9787992,0.505801335,2.703532944,3.131437599,11.21436278,0.084877668,2,,0.382891998,0.382894906,1139335632,9990970622,0.341693219,421.7832127,0.504366227,2.71227408,3.159158291,11.42698949,0.083811602,2,,20105284.44,0.382893161,0.382893161,0.514760406,2215295527,9999832629,0.341693469,423.8950801,0.504366091,2.71227484,3.159159114,11.42699498,0.08381159,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Myo1d,0.116071431,2.883928638,7.042958157,57.79926417,,0.055682088,1423977767,9995866488,0.318095981,147.8588716,0.108638663,2.429007123,6.347786528,48.02272867,0.043602449,2,,9998865640,0.055682078,0.470927121,313509784.9,1164352140,0.318095861,149.9514526,0.108638706,2.429007532,6.347785472,48.02270956,0.043602456,2,,0.104019812,0.10422769,5994.923769,45713.41496,0.316336488,149.9089241,0.108478158,2.428596984,6.365461989,48.32347635,0.043326713,2,,9999916549,0.104128198,0.104128198,0.525649078,318706.7383,1277255.1,0.316381707,152.0207443,0.108477551,2.4285872,6.365493553,48.32408038,0.043326254,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ccl11,0.897321482,36.63999211,8.762848586,83.76495592,,0.020032789,3.229453854,397.8032196,0.47418276,239.465568,0.887682331,28.68245167,7.977171328,72.38974029,0.152665113,2,,0.020032709,74972.35155,0.521421621,6.193968918,397.8314354,0.474182941,241.558149,0.887677274,28.68243282,7.977193956,72.39016803,0.152664914,2,,0.038535419,0.038547056,3.058484594,395.3352948,0.473655888,241.3481945,0.884482311,28.81507678,8.019562338,73.09163564,0.152097807,2,,44937.92501,0.03854203,0.03854203,0.47664675,6.414864496,395.1681703,0.473650398,243.4600618,0.884487835,28.81485644,8.019536058,73.09129736,0.152098247,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Zfp830,0.410714286,2.458850943,3.412456964,13.66103057,,0.240954768,1443043307,9996523009,0.263072603,369.7517686,0.400171286,2.289022246,3.206040213,12.02077926,0.054414107,2,,0.240812473,0.241097986,0.51258028,173893.6696,1204906.706,0.262999486,371.8443528,0.40013847,2.288904639,3.206080892,12.02126203,0.054412723,2,,0.392923383,0.396607489,33.28994553,307.4819016,0.249129606,371.7835359,0.400345179,2.30268267,3.219830866,12.10379967,0.05440655,2,,76531734.85,0.401302255,0.401302255,0.6596896,1619881327,9380537651,0.25702502,373.8882029,0.399940262,2.296478993,3.22315581,12.1511401,0.054266424,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lig3,0.616071435,2.311464832,2.695589788,9.013011232,,0.328542202,3.197977359,23.88046664,0.277497866,477.7736851,0.608948397,2.24284053,2.540941299,7.457445908,0.075963151,2,,1.320499323,0.266637835,0.497668963,6.745521307,36.90224481,0.27267904,479.823244,0.608555203,2.238133065,2.538841861,7.466773431,0.075734206,2,,0.328540658,66803.4249,3.197936436,23.88075921,0.277493773,479.8662661,0.6089485,2.242843622,2.540941597,7.457441736,0.07596319,2,,0.256545025,2.477864889,2.477864889,0.509034354,7.656969215,42.60022865,0.273574139,481.9219438,0.608419702,2.235627524,2.53720295,7.46521335,0.075649876,2,,,,,,,,,,,,,,,,,,,,,,,,,,
