name,mean,fano,skewness,kurtosis,p+telegraph,la,ga,v,p_telegraph,AICc1,mean1,fano1,skewness1,kurtosis1,HD1,type1,p+cross-talk,la1,la2,q1,gamma,nu,p_crosstalk,AICc2,mean2,fano2,skewness2,kurtosis2,HD2,type2,p+threestate,lam1,lam2,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+threestate-crosstalk,lam,kappa1,kappa2,q1,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+positive,lam,gamma,v,mu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+negative,lam,gamma,v,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type
Gpr107,1.799107142,3.275334571,2.251535544,6.837140147,0,0.793665031,1891729008,9999098781,0.430577875,823.6548118,1.782785489,3.105145296,2.015958582,5.033062427,0.089703604,2,0,0.793665082,0.793664944,0.503323611,1891125306,9995905159,0.430577982,825.7473928,1.782785426,3.105145293,2.015958637,5.033062775,0.089703602,2,,0.924212455,2.089131876,36363869.79,247862391.6,0.415157812,825.6810172,1.781052597,3.140970497,2.06147702,5.273382866,0.090223121,2,,0.780715969,1.25360964,1.25360964,0.519300876,1601304062,9999486455,0.418813631,827.800452,1.781418558,3.13339646,2.051469354,5.219007204,0.090089823,2,,0.787639715,136.4311426,732.9039338,1.00E-10,0.429226554,825.7660036,1.783414799,3.102214145,2.009525091,4.994317263,0.089692691,2,,0.793664968,1891688300,9998876761,2.553320897,0.430578213,825.7473928,1.782785505,3.105145479,2.015958651,5.033062751,0.089703605,2
Prrc2b,1.991071424,2.941663988,2.004027952,5.225357632,0,1.005859549,20168577.91,95109607.19,0.422967981,861.8218573,1.951558403,2.722962816,1.666798342,3.053378206,0.102557115,2,0,1.381911527,0.796367078,0.589832198,2264006456,9998417062,0.427481686,863.8956453,1.953842598,2.713391251,1.65188022,2.993326587,0.102261235,2,,6.242373337,1.03384129,36882256.54,197983116.9,0.421972511,863.8998638,1.950178699,2.726964506,1.676280172,3.096099657,0.102640855,2,,2.379183448,1.326220262,1.326220262,0.500406339,176.4946348,340.9581691,0.999996495,866.2497264,1.941557154,2.702622188,1.671729861,3.093759028,0.101993711,2,,1.078182405,375.3846685,627.4435486,0.058857879,1,864.1058464,1.941202604,2.70007795,1.671014071,3.095250141,0.101840448,2,,1.005859583,2120340722,9998950153,6.11E-07,0.422968241,863.9144382,1.951558156,2.722962756,1.666798527,3.053379193,0.102557107,2
Golga2,1.183035725,7.183002066,2.951309416,8.83809715,0,0.059269422,0.49413441,22.12707562,0.491624954,496.7811432,1.146206125,7.096125437,2.868765167,7.923215769,0.087130373,3,0,0.045949714,0.877626732,0.498749457,0.79828104,32.10111105,0.369711812,497.9254457,1.148712869,7.065923063,2.875414722,8.036034619,0.084133415,2,,0.059326192,17.04593294,0.493539771,27.83087505,0.391463148,498.870495,1.146526703,7.099867929,2.869278515,7.925321159,0.087172598,3,,1.232036344,0.072094693,0.072094693,0.2540939,1.469882115,52.02032595,0.280968941,499.9108196,1.115481797,6.910053642,2.878898798,8.072629377,0.082240263,2,,0.055943001,6627.455392,524653.2171,0.042211238,0.289338672,498.5538175,1.168965963,7.164088521,2.833794083,7.657035013,0.086752946,2,,0.055555339,7.13E-05,12.4487842,0.07223782,0.997119583,498.4207396,1.141935724,7.064971826,2.883259747,8.068598242,0.08557725,2
Eng,2.267857165,10.85812726,3.718685527,19.96553714,0,0.135280495,2.713125087,97.990913,0.477831958,721.8947239,2.197995501,12.23673265,3.460511679,13.81529684,0.174956924,2,0,0.108161326,1.177914467,0.491956757,4.664956849,53.72705066,1,720.6236747,2.200349938,11.46386534,3.288769303,12.59797605,0.168313924,2,,0.135281402,5822.094004,2.713116948,97.99277361,0.477829212,723.9873049,2.1979954,12.23671165,3.460515953,13.81534998,0.17495692,2,,1.919715755,0.098626247,0.098626247,0.073372109,6103565.433,27286173.8,1,717.4927309,2.256955786,10.01523334,2.918151173,10.20210292,0.157312986,2,,30.09305176,111963.0045,364.6604362,321.5311042,0.494143218,719.5059366,2.26713712,10.44892559,2.848048461,9.042994427,0.163289778,2,,0.119975955,1.37E-10,159.1035836,0.686251737,0.999999984,721.2468352,2.17881454,11.18071574,3.22028923,11.99298841,0.168033401,2
Tor2a,1.071428573,3.878571435,2.227281379,4.518569387,0,0.153647605,4.464744019,1727996295,0.22660679,583.3318988,1.035977145,3.783482234,2.211314658,4.427782601,0.078163363,2,0,0.116200979,0.968735743,0.497239938,1.501043988,39.71113716,0.243419984,585.0854847,1.039806857,3.760552355,2.190064743,4.343695351,0.077030779,2,,0.145947663,250.6099393,0.834765836,30.57195621,0.24752111,585.4159706,1.039541494,3.767990972,2.191177025,4.331577047,0.078307695,3,,0.89466824,0.205690334,0.205690334,0.514324937,1.13003572,33.51872438,0.247004597,587.3687882,1.039560377,3.763430743,2.189171045,4.330879854,0.077699825,2,,0.136966644,2.330939887,14.89268549,0.21649287,0.502624957,585.5568553,1.034303271,3.691924532,2.170751023,4.305079964,0.077746899,2,,0.153211678,0.583948982,143.6970623,0.071351881,0.227220438,585.4098271,1.03123161,3.792740022,2.224781673,4.496005261,0.077927626,2
Ptrh1,2.616071447,5.288365497,2.896585316,12.83493313,0,0.618320889,1234911883,9998076148,0.523409684,951.6222844,2.600486146,5.051522724,2.340524307,7.189110867,0.120583853,2,0,0.128050095,1.014194082,0.040226685,3033935807,9999999952,1,952.47159,2.606111014,4.740827939,2.144374743,6.075421506,0.113379387,2,,14.96020083,0.619693539,1185674600,9969458440,0.523728918,953.7130459,2.600215971,5.055070815,2.344088233,7.213723089,0.120631247,2,,0.252982308,1.862980184,1.862980184,0.848329055,1165.329836,4680.416287,1,954.4325129,2.64521753,4.80047458,2.187823545,6.361545316,0.114941769,2,,0.62204676,325550.4471,2499596.432,0.005971256,0.523470078,953.7148731,2.600558429,5.051410879,2.34046523,7.188768358,0.120584112,2,,0.618321056,1234741658,9996698643,0.002727114,0.523409619,953.7148653,2.600486696,5.051522483,2.340523983,7.189108789,0.120583861,2
Stxbp1,1.066964288,2.861906027,2.492819547,7.376493485,0,0.592720505,1949048259,9998331440,0.355138101,642.969365,1.052594498,2.589854846,2.253863952,6.093457082,0.086446687,2,0,0.592720267,0.592720918,0.508433872,1948894265,9997545655,0.355137957,645.061946,1.052594643,2.589854777,2.253863698,6.093455486,0.086446691,2,,0.935282606,0.935273261,1435301945,9777605500,0.342179183,644.4313787,1.050584921,2.616103172,2.294462291,6.319820886,0.084940386,2,,0.639498285,0.892865095,0.892865095,0.496305868,25455.25669,150887.566,0.347553202,646.7905779,1.05140589,2.604885364,2.277604039,6.226269406,0.085518427,2,,0.605303947,312866.5816,1420153.94,0.021241127,0.355118288,645.0619656,1.052596194,2.5898587,2.253855564,6.093387896,0.086446878,2,,0.59272079,1949119366,9998713951,0.008127998,0.355137419,645.0619459,1.052594806,2.589854335,2.253863178,6.093452441,0.086446693,2
Fam129b,7.133928576,5.841040144,1.321720277,1.720246481,0,1.050209825,5.818139149,115.2839716,0.406978538,1359.314598,7.089665932,5.80806842,1.214317818,1.243983098,0.148271495,1,0,0.000144645,1.698232849,6.44E-06,13715.31802,148703.6068,0.424552467,1357.042821,7.089983189,5.573115832,1.204848185,1.377202838,0.139756741,3,,1.05021494,7826.375257,5.817532237,115.2865876,0.406977371,1361.407179,7.089653597,5.808063608,1.214322119,1.243999494,0.148271467,1,,0.355679049,3.333455732,3.333455732,0.943100968,111.6433198,1269.912245,0.466018328,1359.743644,7.076501348,5.500271894,1.214817144,1.462080695,0.140393557,2,,11.14675832,8126.939419,739.2954206,10.73405917,0.436901011,1361.069442,7.090386949,5.717158925,1.181442519,1.176038989,0.146818311,2,,0.949460321,326.9287149,14177.64244,17.63871335,0.436903111,1361.067989,7.09022555,5.716589164,1.181356389,1.176089615,0.146810772,2
Angptl2,25.8035714,17.33033888,1.38689232,2.668367037,0,1.143740604,7.040887897,372.0679294,0.495880699,1909.726513,25.68683928,18.01767101,1.220028943,1.400372715,0.267689878,1,0,2.390181819,0.532756942,0.929038483,38616.4151,548798.4085,0.94744203,1906.52223,25.59778078,16.64807627,1.204535757,1.630640048,0.257745306,3,,23766.29694,1.143730551,7.040312148,372.0602642,0.495877626,1911.819094,25.68671095,18.01764124,1.220026827,1.400363971,0.267689284,1,,0.622532158,4.25246153,4.25246153,0.868172809,75222.73416,1203515.554,1,1908.63885,25.58147497,16.61295646,1.208736239,1.670781704,0.257477476,3,,2.160441159,3317.3561,2737.522604,1.200797407,0.545690637,1910.20537,25.74660202,17.14207132,1.105159871,1.086874975,0.26339264,2,,0.978267143,44670090.4,9885983541,1970832.14,0.534143063,1910.141082,25.74929998,17.12430262,1.104361707,1.08771786,0.263292579,2
Gapvd1,1.133928571,4.551110886,3.84875087,22.62709869,0,0.291618358,18.71806389,152.9684041,0.484098612,625.3585699,1.122967061,4.443177916,3.167782047,12.85885034,0.112728307,2,0,1.407364851,0.227326617,0.528302785,1865592185,9966313213,0.519789859,626.7666421,1.123412205,4.312641069,3.057506803,12.02938232,0.109206694,2,,699.0092615,0.291618209,18.71000415,152.966313,0.484100022,627.4511508,1.122969292,4.443184866,3.167780405,12.85882966,0.112728442,2,,0.780372355,0.087301552,0.087301552,0.044209276,1278779.281,3241137.743,0.999999814,628.3826741,1.126349084,4.133409669,2.924167794,11.07606234,0.105256012,2,,0.713116752,471.8596809,253.5116422,1.52651268,0.610219188,627.4236194,1.124660937,4.394536859,3.106649887,12.31665265,0.111969336,2,,0.281257572,1088718654,9996718871,19854509.13,0.512489264,627.4076367,1.125459277,4.394392405,3.102401418,12.27747974,0.111960274,2
Hspa5,33.39732198,28.4539021,1.81458345,4.258528864,0,1.161165355,178496578.7,9996539569,0.519388911,2030.942577,33.19081647,27.67109788,1.5376808,2.647845631,0.351507365,1,0,2.035471289,0.956915001,0.521734591,205845309.5,9999885915,0.523106164,2031.990269,33.19022931,26.74240231,1.48224624,2.495033999,0.350184356,2,,186.9951473,1.16119793,691495.5444,38965198.6,0.519402405,2033.035141,33.1907783,27.67148701,1.537720815,2.647997913,0.351507332,1,,0.506711754,2.498866104,2.498866104,0.906586192,171336391.5,9997385295,0.524452227,2031.42374,33.17241674,25.93563946,1.498060594,2.645425663,0.347039342,3,,1.161163738,226781.2896,12700721.38,1.00E-10,0.519390149,2033.035165,33.190816,27.67099312,1.537675493,2.647828983,0.351507303,1,,1.161168762,177798560.3,9957388185,0.141237671,0.519389738,2033.035158,33.19077559,27.671011,1.537681519,2.647854423,0.351507177,1
Rabepk,1.455357151,3.556912814,2.409503228,7.160945633,0,0.461743735,8.279935903,78.20165445,0.356455846,736.1246102,1.43484985,3.434301063,2.200692976,5.505229085,0.101976496,2,0,0.243949325,1.154069897,0.187859894,1517.046967,8769.972748,0.374048608,737.675464,1.428734582,3.328940188,2.151241417,5.328094515,0.099861782,2,,0.461778124,64.80828128,8.216438979,78.16278871,0.356410192,738.2171968,1.434859442,3.43420891,2.200665746,5.505122288,0.10197658,2,,1.09930528,0.278408172,0.278408172,0.083583533,4499.175425,21999.48967,0.433295571,739.720957,1.442975446,3.360309548,2.142465608,5.276791113,0.099834305,2,,0.745231983,150.1569612,182.8884045,0.669677259,0.384217055,738.1974197,1.434985152,3.415699831,2.182140637,5.407618973,0.1017757,2,,0.442953407,2796366.696,32552731.7,93497.73684,0.386551959,738.1878141,1.435136678,3.410915837,2.178234375,5.388358492,0.101726326,2
Fbxw2,1.709821446,7.880256932,2.763154377,8.513389093,0,0.090507491,0.678642991,13.99584993,0.999999992,626.3439339,1.631102501,7.864196319,2.584843645,6.347477101,0.15665094,2,0,3.891106472,0.04557923,0.957549211,32482.4262,67124.18608,0.974577758,621.3180918,1.657540059,7.36411487,2.493897066,6.203441125,0.138961492,2,,602.5675426,0.090527601,0.678970421,30.4301829,0.460102405,628.4361197,1.631091512,7.865075881,2.585195804,6.349639445,0.156658025,2,,3.627030785,0.081265154,0.081265154,0.039894578,180.6183402,434.2641653,0.891368362,623.4391382,1.660071978,7.336159744,2.488372302,6.18102259,0.138905746,2,,25787.15298,58285349.98,129.3288944,520216.667,0.448775767,622.3558631,1.682689833,7.534814087,2.465277475,5.876074786,0.143705901,2,,0.08687616,0.000750802,41.38626284,0.041387185,0.426149173,626.4775163,1.608695622,7.875600169,2.66276465,6.932290632,0.152394416,2
Psmd5,5.575892893,5.675508321,1.720854722,3.685959732,0,1.146792754,922692870.6,9999602709,0.45418458,1261.807553,5.525906692,5.414144552,1.539820923,2.621300985,0.164800601,1,0,1.146802966,1.146785278,0.538309116,911827238.3,9881834432,0.454184863,1263.900135,5.525912864,5.414141885,1.539819613,2.62129591,0.164800653,1,,5.034180697,1.197058893,607411107.5,7896358081,0.450755774,1263.865723,5.523830508,5.4551207,1.560011885,2.689326891,0.165129628,1,,0.932412528,2.171560186,2.171560186,0.539061636,805207897.4,9993510726,0.451884206,1265.936356,5.523715217,5.433875321,1.553366855,2.674811075,0.164839159,1,,1.146792732,922694486.8,9999617777,1.68E-09,0.454184674,1263.900135,5.525906513,5.414144612,1.539821,2.621301361,0.164800598,1,,1.146792699,922646413.9,9999101200,0.013412678,0.454184504,1263.900135,5.525906558,5.414144579,1.539820922,2.62130094,0.1648006,1
Rab14,6.727678622,7.790569693,1.744959687,5.161921686,0,0.489239543,2.42520961,79.86551957,0.488187598,1311.98033,6.533501509,9.242730188,1.547021708,2.139250365,0.249225123,2,0,2.578792786,4.11E-08,0.999999994,2598333912,9487839384,1,1264.566955,6.71137406,7.267639565,1.215536333,1.57607973,0.162072369,3,,0.489239428,21202.97699,2.425158081,79.86381884,0.488199456,1314.072912,6.533509452,9.242747248,1.547022661,2.139253472,0.249225288,2,,2.575114949,0.000163087,0.000163087,1.26E-05,32808.51349,119980.2119,1,1266.681158,6.714320642,7.268507987,1.216041336,1.577998799,0.162140404,3,,7.004634303,9632.584754,249.0015356,43.86955921,0.409998458,1285.55168,6.756461124,7.23113603,0.941213738,0.233654974,0.177900465,3,,0.415272838,5.45E-08,68.65672379,0.285722194,1,1304.216322,6.437850526,8.555409817,1.429203551,1.778460393,0.230764311,2
Gsn,17.83482161,22.33614262,2.249523166,10.3637087,0,0.334387594,2.773666686,316.2117392,0.498751801,1644.832397,16.92107521,35.01410906,2.024106098,4.168261241,0.414646691,2,0,2.671490964,1.01E-10,1,3014002.849,30199438.14,1,1523.015544,17.83045626,19.92877415,1.181366844,1.540533063,0.242084273,3,,0.334389651,2184.218553,2.773289197,316.2243845,0.498747264,1646.924979,16.92141581,35.01470025,2.024104222,4.168245852,0.41464788,2,,4.09E-10,4.042521018,4.042521018,1,27478.33917,363696.5297,1,1524.173167,17.79422164,20.18469955,1.255941027,1.920452312,0.242589425,3,,581.9099505,8515681.116,1389.558675,6499.120415,0.455622923,1578.39419,17.85678096,20.66904269,0.852739795,-0.189966389,0.289460386,3,,0.302287038,1.03E-10,255.2519521,0.102874938,1,1629.217376,15.97848183,28.96516593,1.783973118,3.145028558,0.392552585,2
Ggta1,1.513392889,9.498406751,4.655507862,30.30718262,0,0.133335899,5.258057261,130.9060408,0.469730279,610.8698276,1.486852438,9.736708709,3.961624073,18.98658253,0.15237957,2,0,1.399604758,0.07028733,0.821322462,1859.994675,17109.26876,0.51443663,610.173123,1.498559141,8.495335306,3.543326147,15.6145145,0.144442831,2,,1591.059768,0.133336349,5.257573492,130.9032492,0.469733649,612.9624085,1.486849561,9.736664543,3.961621574,18.98657809,0.152379402,2,,0.103726022,2.133417511,2.133417511,0.556953526,1391464160,9999999993,1,613.1122461,1.464867367,9.040880008,3.848523395,18.38942042,0.146621827,2,,20.52551363,99319.24075,569.6173551,172.8650061,0.530147734,612.4008574,1.502893914,9.13840607,3.665741709,16.18012562,0.150360804,2,,0.118039264,87689327.67,9989555006,17484150.71,0.53053002,612.4003856,1.502856132,9.137540022,3.665492896,16.17797089,0.150356114,2
Ndufa8,12.3973215,10.68262112,1.975411283,6.70587017,0,1.110441348,18.47274917,425.6654544,0.513806892,1598.634365,12.3660024,10.85993968,1.567780749,3.024382549,0.213272253,1,0,2.12537032,0.520323884,0.90261777,8535.615205,64627.42722,1,1596.770099,12.34704617,9.961984845,1.437045395,2.690090472,0.203063125,2,,17368269.79,1.110441071,18.47281624,425.6628383,0.513812227,1600.726946,12.36600829,10.85994969,1.56778124,3.024383827,0.213272331,1,,0.612668057,3.876624322,3.876624322,0.820735024,1126640258,9999986091,0.999632898,1598.444146,12.36201885,9.943142202,1.446751806,2.765862851,0.202639921,2,,10.73506341,10279.25647,1035.236074,9.290605113,0.982491467,1600.379838,12.37815989,10.57229226,1.480887389,2.634627337,0.210846444,2,,1.036493755,127424.2318,3781761.45,1140.140888,0.548133268,1600.33641,12.38088592,10.55117229,1.473859216,2.604541784,0.210651885,1
Rbm18,2.111607148,3.340824156,1.761125724,3.070277505,0,0.751647816,1057674121,9999681856,0.319584843,880.4932254,2.086759832,3.187344694,1.662282105,2.7706131,0.118568303,2,0,0.751646903,0.751648916,0.589519303,1057579248,9998788028,0.319584823,882.5858063,2.086759986,3.187344877,1.662282,2.770612465,0.118568308,2,,1.589490837,0.906314751,743616975.5,9623422099,0.315150764,882.5025336,2.086336005,3.206188813,1.676186399,2.808783176,0.11862125,2,,0.628604501,1.353827221,1.353827221,0.521776,900066160.6,9999911756,0.317987725,884.6205236,2.086345071,3.195081118,1.668838306,2.791664201,0.118485145,2,,0.706530122,5.9652175,20.04708656,0.006999992,0.977316663,883.4450516,2.068062391,3.136028363,1.661132663,2.837072166,0.118689535,2,,0.751649138,437276655.2,4134204601,2.11E-05,0.319584257,882.5858063,2.086764725,3.187343015,1.662278204,2.770595408,0.118568388,2
Ptgs1,1.142857147,3.396205381,2.71515556,9.874454653,0,0.421044689,12.73147817,89.50873521,0.400411552,653.0446323,1.129601118,3.272518854,2.527591799,7.793427559,0.079770028,2,0,0.420946554,0.42114366,0.490026785,12.7310476,89.50941532,0.400395887,655.1372133,1.129608614,3.27251336,2.527577198,7.793325837,0.079770175,2,,0.656614858,0.654143603,5.108159764,47.96817304,0.39590448,655.128069,1.130451615,3.293378936,2.534904187,7.788559269,0.080053026,2,,0.510177585,0.59491854,0.59491854,0.501475992,7.608922407,61.3184827,0.397349391,657.2335845,1.13008247,3.282555276,2.530137616,7.78245717,0.079855333,2,,0.697061525,227.8232707,255.4951745,0.663233118,0.417569118,655.138646,1.12940389,3.269829443,2.526058022,7.786797701,0.079711079,2,,0.420256066,18.08309357,129.1787137,0.075582785,0.405327158,655.1379647,1.129509603,3.271304205,2.526893137,7.790258593,0.079743426,2
Rc3h2,1.183035719,4.964134139,3.075741794,11.50137671,0,0.214657246,3.350481149,49.64732991,0.396926572,618.7046459,1.164416126,4.814792847,2.898659033,9.651452298,0.093729332,2,0,0.973263526,0.169874467,0.503104354,8.597437007,93.52785519,0.391234889,620.5349288,1.162923143,4.765882279,2.891736447,9.694488614,0.092368995,2,,5978.952915,0.214655922,3.350305838,49.64642422,0.396929214,620.7972268,1.164414241,4.814798211,2.898660511,9.651457392,0.093729297,2,,0.570125158,0.050165463,0.050165463,0.03360072,27.4656525,256.5530065,0.397776131,622.3437506,1.167490928,4.699403098,2.86472462,9.589437113,0.09090149,2,,1.458547626,1821.144709,284.4315447,6.184464025,0.411765708,620.7274483,1.165318297,4.768321254,2.870693214,9.489396456,0.092865248,2,,0.202383138,301419419.3,9996654337,32866587.7,0.420609894,620.7251351,1.164788588,4.764296356,2.870340569,9.493009973,0.092757289,2
Rabgap1,1.008928578,4.141514,5.817736882,49.96403906,0,0.613810885,6075667763,9997886697,0.998876158,625.7331563,1.008801505,2.641181915,2.613755635,9.943157512,0.117143821,2,0,0.613811571,0.613810894,0.527435156,4607373955,9975744221,0.759160782,627.8257372,1.008801565,2.641181039,2.613754948,9.943152395,0.117143802,2,,0.991776634,0.991773309,124567529.6,360329627.3,0.701138043,625.5219429,1.005465461,2.685679553,2.74310471,11.21299384,0.114713168,2,,0.659743167,0.973427048,0.973427048,0.718411791,5220483188,9999989364,1,628.1513749,1.00643536,2.67442697,2.710777943,10.88908938,0.11523605,2,,0.613810853,6081888958,9996878992,9.22E-10,1,627.8257373,1.008801705,2.641182323,2.613755657,9.9431576,0.117143839,2,,0.613789608,2361852013,6232668291,3.88E-10,0.622904228,627.8257356,1.008805463,2.64124471,2.613794109,9.943441239,0.117145473,2
Nek6,1.575892858,2.256968326,1.76484956,3.641679888,0,1.228680687,2597953488,9996482133,0.336828663,777.284365,1.552106618,2.109196738,1.557807489,2.622283955,0.069081127,2,0,1.228688346,1.228684959,0.524998503,569898194.9,2192827318,0.336833167,779.376946,1.552105231,2.109193246,1.557808621,2.622294064,0.069081038,2,,1.844082777,1.843332872,17.88419956,41.5081798,0.774469235,779.4634636,1.542556556,2.099464686,1.581659241,2.749666393,0.068283193,2,,1.35037932,1.819805952,1.819805952,0.653433156,2098103814,9999982397,0.327545037,781.3363207,1.551177425,2.117580435,1.574970062,2.689590243,0.068744871,1,,1.228968204,1385207572,5324021075,0.000233779,0.336827882,779.3769459,1.552106862,2.109196397,1.557807013,2.622281905,0.069081134,2,,1.228680632,2598696996,9999346598,0.00163006,0.336828561,779.3769459,1.552106619,2.109196746,1.557807464,2.622283803,0.069081128,2
Psmb7,9.718749984,6.006100692,1.098593816,1.180643571,0,1.316516766,5.824068422,128.7195942,0.412674913,1473.896287,9.646517451,6.007113769,0.991036771,0.583339293,0.174019852,1,0,1.14674383,3.430138642,0.48838425,11.63714767,179.0078758,0.421383567,1475.258515,9.6399343,5.935710987,0.977938454,0.588951614,0.171925196,1,,5228.312881,1.316505077,5.822296745,128.7151168,0.41267478,1475.988868,9.646530179,6.007113016,0.99102985,0.583318944,0.17401991,1,,1.106384935,5.199108543,5.199108543,0.511638395,11.9776031,200.7813336,0.422836794,1477.107531,9.631037038,5.922363486,0.982919563,0.616486355,0.171302469,1,,4.749391335,2060.042225,635.9309376,3.196494486,0.448590332,1475.420151,9.646456838,5.866747778,0.94581379,0.517872888,0.17120586,1,,1.126521362,1033567.209,101672545.1,127031.5595,0.449102924,1475.401315,9.64649637,5.863187227,0.94513617,0.517894752,0.171131968,1
Rpl35,4.450892854,3.528043994,1.844693266,5.782137161,0,1.957351876,2375498652,9995638630,0.540448197,1147.543918,4.443898272,3.241598647,1.397605769,2.640805851,0.135784288,1,0,1.957349715,1.957350362,0.49252933,2376475961,9999716944,0.540450489,1149.636499,4.443897808,3.241600439,1.397606267,2.640807372,0.135784303,1,,2.974078346,2.974051881,1783679594,9998184250,0.533876086,1148.779704,4.438416037,3.29907488,1.473747854,2.982830968,0.135660073,1,,9321094442,2.976243676,2.976243676,0.59457868,94022316.15,167138438.4,0.999999715,1150.898773,4.437447543,3.29727102,1.473690615,2.983551332,0.135623915,1,,1.957351793,46404790.54,195261130.1,1.00E-10,0.540451812,1149.6365,4.443899199,3.241599054,1.397605665,2.640805201,0.135784305,1,,1.957352304,2376338818,9999156581,0.04230557,0.540449019,1149.636499,4.44389832,3.241598203,1.39760566,2.64080554,0.135784283,1
Arpc5l,2.54910714,2.422871837,1.346334386,1.761528278,0,1.598589651,1988921343,9999919236,0.326479208,941.9355633,2.508728754,2.29552347,1.2209916,1.309848673,0.066579668,1,0,1.59857475,1.598606636,0.554950389,376087648.6,1890885720,0.326481466,944.0281443,2.508730526,2.295526646,1.220992778,1.30985125,0.066579569,1,,2.463319391,2.243037922,71.87974155,519.2237442,0.318468538,943.9197972,2.507945099,2.305857846,1.234188673,1.340492744,0.066102819,1,,9999936168,2.372805088,2.372805088,0.468133813,424942767.1,1394256314,0.320713317,946.0180629,2.507885158,2.306579851,1.235916747,1.345244399,0.066044001,1,,1.696846057,126.1215301,441.3575151,0.072792811,0.336383919,944.0763098,2.51004011,2.29394999,1.222332154,1.320329286,0.0664048,1,,1.598589428,1988717142,9998896042,2.18E-05,0.326479125,944.0281442,2.508728588,2.295523478,1.220991615,1.309848705,0.066579671,1
Orc4,1.312499999,2.333758511,1.620483256,2.856108184,0,0.407506825,0.987314494,11.85088778,0.379037563,710.6180599,1.308327717,2.307513249,1.548268196,2.220564767,0.070991627,2,0,0.329212884,1.361000518,0.497730789,1.450511912,5.311097285,0.921324982,712.6955055,1.307915443,2.307169444,1.554793333,2.268729979,0.071218878,2,,0.407504898,33.26788431,0.974836927,10.2581051,0.437706059,712.7106645,1.30827624,2.307437288,1.548267831,2.22058546,0.070987846,2,,1.515861901,0.555097237,0.555097237,0.499387081,1.187412209,7.579008143,0.61099483,714.8195112,1.308170625,2.307305207,1.549704792,2.231872751,0.071047224,2,,1.048374426,21.87623786,12.33748516,2.319806833,0.55153629,712.6968305,1.306996546,2.305884331,1.562998494,2.330501099,0.071493666,2,,0.357884014,5.87E-07,9.931293903,0.889090795,1,712.694583,1.307710301,2.307074954,1.556200375,2.278896152,0.071262101,2
Mmadhc,3.473214285,4.13089886,2.293996615,8.798237827,0,1.165125522,1786979220,9996513264,0.533045031,1071.778068,3.463255879,3.912672886,1.770928229,4.201463346,0.142817312,2,0,0.529077278,1.360555937,0.059742182,1880629673,9998926604,0.52560865,1073.758091,3.466848852,3.857449137,1.725890774,3.990945014,0.141538883,2,,1.197719346,7.23563927,965495306.6,6130932208,0.532470849,1073.83096,3.461825314,3.931987202,1.794589537,4.333291198,0.143137068,1,,0.810848751,2.776706852,2.776706852,0.628016829,2081989246,9999933067,0.658737805,1075.735217,3.462357363,3.868326844,1.743692653,4.101303746,0.141454436,2,,1.165999635,51784230.87,154251991.7,1.00E-10,1,1073.879356,3.462156552,3.91006503,1.770836529,4.202281207,0.142755308,2,,1.165125598,1787438265,9999082642,1.86E-10,0.533044938,1073.870649,3.463256004,3.912672803,1.770928175,4.201463089,0.142817313,2
Arl5a,4.848214311,6.328581302,2.264010914,6.0928603,0,1.20939829,1300501373,9998959765,0.522431933,1203.834421,4.810258868,4.792164734,1.62291139,3.213690251,0.216776749,1,0,1.20939863,1.209398427,0.511290197,1300597922,9999704537,0.522431536,1205.927003,4.810257463,4.792163165,1.622911511,3.21369148,0.216776723,1,,1.830474167,1.83047276,977995187,9999254068,0.518198432,1201.225585,4.778179791,4.908087968,1.705643102,3.560397821,0.21186748,1,,9999931457,1.842766572,1.842766572,0.399669543,3473017035,7276270401,1,1203.483637,4.760676374,4.880875942,1.709418637,3.591828165,0.211396642,1,,1.209395748,312020.9568,2398863.414,1.00E-10,0.522460589,1205.927193,4.810249675,4.792149241,1.622908867,3.213683955,0.216776711,1,,1.209379584,1300684983,9999878180,1611.63719,0.522478551,1205.927643,4.810278579,4.792169147,1.622896605,3.213613487,0.216777631,1
Stam2,1.254464291,2.692154946,2.324661471,6.899084576,0,0.711499839,2054861311,9996846551,0.366498092,698.9436335,1.234584729,2.541386951,2.032124212,4.817519692,0.135814691,2,0,1.138581597,0.520458324,0.621954384,21658.39819,91946.70538,0.379260276,700.9604355,1.236954425,2.520052829,2.005420444,4.690413408,0.135746207,2,,8391290657,0.711496085,5476241.944,26638705.13,0.366536203,701.0362147,1.234568326,2.541390363,2.032151423,4.817686294,0.13581381,2,,1.641295885,0.926681736,0.926681736,0.488110385,2062208529,9719384635,0.366893497,703.172408,1.233476914,2.538103285,2.03169141,4.816945085,0.135818589,2,,0.933291617,78.00641638,74.2090195,0.332995429,1,701.2034477,1.229541203,2.518893572,2.02395872,4.797968334,0.135541081,2,,0.711499815,2055132946,9998165820,3.86E-06,0.366498176,701.0362144,1.2345847,2.541386991,2.032124275,4.817520037,0.13581469,2
