name,mean,fano,skewness,kurtosis,telegraph,la,ga,v,p_telegraph,AICc1,mean1,fano1,skewness1,kurtosis1,HD1,type1,cross-talk,la1,la2,q1,gamma,nu,p+crosstalk,AICc2,mean2,fano2,skewness2,kurtosis2,HD2,type2,p+threestate,lam1,lam2,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+threestate-crosstalk,lam,kappa1,kappa2,q1,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+positive,lam,gamma,v,mu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+negative,lam,gamma,v,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type
Ube2e3,1.074468091,5.608700255,3.611606793,14.35776482,,0.251180204,1019828914,9999720495,0.451950681,499.1283168,1.032770273,4.395671821,3.024733492,10.65190799,0.189544804,2,,0.251180521,0.25118027,0.573469185,1019790375,9999323666,0.451951229,501.2394078,1.032770573,4.395670705,3.024732931,10.65190481,0.18954481,2,,0.417655333,0.417658756,822712730.9,9960588263,0.446786035,500.4729709,1.026480288,4.432958354,3.077928502,11.02748692,0.187803978,2,,0.255410294,0.414357484,0.414357484,0.546490495,905306727.7,9996182745,0.448505733,502.8982295,1.029276683,4.418043621,3.056154975,10.87274652,0.188494132,2,,0.301953656,1516263.253,4664537.414,0.202397104,0.452102134,501.2394412,1.032583868,4.395837685,3.025109354,10.654763,0.189535275,2,,0.251180236,1019761169,9999055258,3.27E-08,0.451950625,501.2394078,1.032770218,4.395671396,3.024733513,10.65190854,0.1895448,2
Ube2k,4.851063839,3.109462493,1.011420951,1.036328328,,1.22314855,2.64455953,37.48507929,0.408708612,991.7661254,4.784892892,3.054547254,0.854321001,0.221667407,0.15815194,1,,0.009007867,3.056223548,0.000301632,65.95593121,120.2154141,1,989.2442349,4.747987954,2.922385116,0.851754002,0.42738058,0.144654048,3,,2857.616383,1.223144056,2.643399885,37.48403273,0.408718327,993.8772165,4.784896056,3.054549699,0.85431962,0.221663018,0.15815194,1,,0.197754924,4.509574053,4.509574053,0.983379044,11.50150591,33.9894925,1,991.5521029,4.779364377,2.927057668,0.83171513,0.352852623,0.145493386,3,,1.594400724,60.00537538,66.44264479,1.06531586,0.40834995,992.3286493,4.802260767,2.987361953,0.782574936,0.119516664,0.152566556,3,,0.998543238,7.27E-10,72.14728368,1.99365575,1,992.8394294,4.773352964,3.021396176,0.840471279,0.231120227,0.154635279,1
Ube2l3,3.265957444,3.968570248,1.302051903,1.328960275,,0.642966803,378310149.3,9996332460,0.290818265,874.7595778,3.244436373,3.890943222,1.244757694,0.962341148,0.141652173,2,,0.628360629,0.658072537,0.495735075,189.5418129,5023.925455,0.289423917,876.8716978,3.244887757,3.890513025,1.244488863,0.961720153,0.141658045,2,,0.881751718,0.881688352,1.159104327,29.7175156,0.399364518,876.769905,3.237058998,3.871503688,1.244944984,0.994537991,0.140663934,2,,2739.380621,0.880958853,0.880958853,0.493708012,2.340009473,18.69112243,0.633774259,878.9089251,3.236536904,3.869516517,1.244203087,0.992675639,0.14057583,2,,0.699970434,38817.71186,298496.7379,0.08886845,0.290781178,876.8706989,3.244482744,3.890880082,1.244636353,0.961921646,0.141648826,2,,0.642982054,320716817.5,8473749937,3.53300466,0.29082335,876.8706689,3.244435331,3.890952996,1.244773363,0.962396529,0.14165282,2
Ube2q1,1.085106387,5.7188152,2.698376036,7.808284872,,0.017880471,0.079126483,5.884370643,1,395.0709191,1.077927705,5.33131014,2.258443681,4.245185148,0.199608774,3,,0.01770541,3.603842279,0.460732795,0.171655571,5.989279046,1,397.1116416,1.08343057,5.319236241,2.253752204,4.233172689,0.20005317,3,,9999999732,0.082401944,73.36343427,265925894.7,0.339129636,413.3485551,0.858968089,5.679682022,3.14401216,9.956757656,0.219960674,2,,8.305914032,0.035305323,0.035305323,0.498439966,0.158219355,6.738458956,0.881971548,399.2813261,1.078226801,5.335651365,2.261414507,4.262087331,0.199692285,3,,0.098946028,412.0920184,42.7030874,15.67255936,0.347915962,395.9724299,1.064582372,5.479116164,2.399046502,5.114499294,0.202203291,3,,0.017691587,0.013699834,7.790027295,0.009186304,0.763557013,397.1797406,1.077278103,5.331484315,2.260145441,4.254990493,0.199622755,3
Ube2r2,1.244680854,2.490361891,1.730528904,2.654695954,,0.566425548,932489766.8,9997247648,0.255102945,583.5437144,1.205634258,2.325554564,1.655178945,2.422331154,0.051791682,2,,0.566425708,0.566425083,0.506181997,932000620.1,9992009584,0.255102924,585.6548055,1.2056343,2.325554702,1.655178887,2.422330748,0.051791682,2,,0.82707967,0.838404352,12.11929337,210.2391828,0.237556645,585.4891322,1.206323862,2.33317236,1.659103308,2.427588174,0.050871292,2,,0.579873879,0.79862129,0.79862129,0.495067522,5.944019493,86.39453269,0.231819043,587.6744834,1.208884455,2.333570797,1.650641639,2.389507202,0.051525107,2,,0.616806162,334772.8398,1757655.492,0.088896059,0.255112349,585.6548118,1.205697483,2.325558974,1.655121539,2.422075616,0.051790458,2,,0.56642536,932729532.1,9999829009,1.90E-08,0.255102858,585.6548055,1.205634278,2.325554586,1.655178818,2.422330519,0.05179169,2
Ube2t,2.000000005,3.255319161,1.686757166,2.70408815,,0.630634129,8.963872973,108.7695616,0.302816936,721.564539,1.953820936,3.08785739,1.571758335,2.175379446,0.163093204,2,,0.631363459,46.36241424,0.504315437,22.81598308,138.9752741,0.303812534,723.6752595,1.953704626,3.088030712,1.572146022,2.176830767,0.163082768,2,,0.688492666,1.795042456,4.684296074,77.12057803,0.292765008,723.642855,1.955690058,3.102964531,1.577533957,2.182488187,0.16306702,2,,0.524843036,1.141649859,1.141649859,0.498808224,5.897154256,86.05694995,0.296621005,725.7866306,1.955018937,3.095496496,1.574513133,2.178753032,0.163073904,2,,0.630726105,8.995128456,109.0659269,4.60E-05,0.302844531,723.6756977,1.953812094,3.08786338,1.571786066,2.175489917,0.163092597,2,,0.630633441,8.963689731,108.7679984,1.05E-10,0.302816003,723.67563,1.953822314,3.087856428,1.571756305,2.175370899,0.163093264,2
Ube2z,1.946808514,2.299093137,1.687588234,3.111778936,,1.680144938,1159800.213,1732069.09,0.775772767,710.6620477,1.897591436,1.990417993,1.327582437,1.745367014,0.167400848,1,,1.656631948,1.656631941,0.474823081,3364519609,9999755427,0.397112487,712.6724227,1.903828098,2.00034657,1.324046498,1.720512345,0.167833131,1,,2.499980721,2.499980403,2496091133,9999652965,0.391490906,711.8754295,1.897719751,2.015245924,1.351924063,1.815490623,0.166574024,1,,1.893623243,2.409016592,2.409016592,0.670796789,2744570437,9999964565,0.392871476,714.180802,1.899303704,2.011964218,1.345328061,1.792516064,0.166850185,1,,3.158524624,9999887297,3996544011,0.879723442,1,712.773603,1.897838565,1.990422477,1.327458498,1.744847753,0.167407004,2,,1.656555252,3364214567,9999997716,512.0972816,0.397086581,712.6724304,1.903826606,2.000380419,1.324054246,1.720509652,0.16783368,1
Ube3a,1.30851065,7.4150666,3.228514294,12.99441408,,0.042266955,0.246925004,14.79551354,0.589533053,437.9654096,1.274377252,6.772570426,2.481506905,5.540767352,0.154950406,3,,1.177204807,0.038664082,0.493506999,0.494355499,11.47127474,0.849340552,438.5810908,1.26705157,6.922246874,2.577613109,6.182067433,0.158334477,3,,9284478732,0.042266463,0.246924163,10.02625143,0.869956827,440.0765006,1.274362699,6.77255815,2.481521394,5.54084909,0.154949452,3,,0.607705465,0.104277447,0.104277447,0.478316631,2893381.033,9999999964,0.315105428,445.7406323,1.210373646,7.953872359,3.110926552,9.751590488,0.18402949,2,,0.929229304,2919.109372,74.69947317,51.11567302,0.407105153,432.3896887,1.303367998,6.963048735,2.598845723,6.573677102,0.153603448,3,,0.043512113,1.99E-07,9.58607835,0.040262483,1,439.5998211,1.262251141,6.852364125,2.54785505,5.964551243,0.157335066,3
Ube3b,1.478723409,2.773075167,2.194740307,5.624274557,,0.920172313,2492945991,9999416050,0.402948118,636.5136314,1.452061941,2.41079122,1.801644241,3.699462163,0.144961415,2,,0.92017246,0.920172367,0.53268245,2493023535,9999724478,0.402948234,638.6247225,1.452062139,2.410791239,1.801644097,3.69946141,0.144961422,2,,1.425543453,1.425532407,1883877869,9999531552,0.394613685,637.8503448,1.447043977,2.431496823,1.84226029,3.892360361,0.14359291,2,,9999479544,1.456521834,1.456521834,0.466996463,4979.902823,5008.951661,0.942332348,640.1596013,1.437102503,2.408664206,1.850925248,3.969530868,0.142672851,2,,0.931859755,4812.878217,7683.342977,1.00E-10,0.994211009,638.7243193,1.445891867,2.396466807,1.806082731,3.740885506,0.144375627,2,,0.920172262,739832459.4,2967532658,1.00E-10,0.40294782,638.6247225,1.452061965,2.410791264,1.801644204,3.699461892,0.144961418,2
Ube3c,1.319148933,2.229238161,1.283220707,0.808123076,,0.123365246,0.14271802,11.78586668,0.242026484,588.3487861,1.250580665,2.047617006,1.134320194,0.274702037,0.108561959,3,,0.163555708,492.0464642,0.498121306,0.419335157,2.906890033,0.975784901,591.1245124,1.186598212,2.012652642,1.208743084,0.530713952,0.10900541,2,,2.337289448,0.400648407,22.72468486,44270.84828,0.204063034,594.3219464,1.138527672,1.998377375,1.348961646,1.019040582,0.117458636,2,,108.0033357,0.209515984,0.209515984,0.50141543,0.235935165,11.50362296,0.2447783,592.643931,1.251657341,2.045425379,1.13044028,0.264266226,0.108786659,3,,21.27976868,667.2994039,5.799551806,404.5262235,0.594424678,590.087894,1.238923223,2.035063804,1.151008207,0.34226999,0.106133373,3,,0.118318066,0.056247572,3.329569736,0.030512443,0.877156507,590.473791,1.249085297,2.045512004,1.135588812,0.280793477,0.108306588,2
Ube4b,1.553191491,3.131740027,1.954802378,3.665107138,,0.668189387,1460152961,9999978248,0.358142752,646.8647086,1.487923166,2.697089742,1.735561307,2.90110997,0.17032278,2,,0.667585957,0.668445034,0.507331802,407620.4706,2793608.154,0.357971781,648.9758174,1.487768826,2.697178651,1.735632732,2.901340996,0.170321759,2,,1.022260164,1.022260402,1071982761,9998532272,0.353374196,648.2687794,1.482871721,2.713225807,1.759665402,2.994322827,0.168883182,2,,9999860554,1.022257407,1.022257407,0.489157615,852481.659,3889466.659,0.353370372,650.4032029,1.48287372,2.713225499,1.759661652,2.994304304,0.168883343,2,,0.601285619,7.535228667,66.75947921,1.00E-10,0.327948237,649.5877111,1.507584678,2.724102603,1.696806842,2.694193223,0.172972943,2,,0.668189418,1460029651,9999134168,0.036374187,0.358142739,648.9757997,1.487923233,2.697089713,1.735561239,2.901109669,0.170322783,2
Ubfd1,1.361702131,2.638297877,1.948353155,4.463587025,,0.673630288,11.2494667,78.52770198,0.313150961,610.9673592,1.333623365,2.500410687,1.807886434,3.425676717,0.176730335,2,,0.673631032,0.673632034,0.504149084,11.24989983,78.53107647,0.313149013,613.0784503,1.333624573,2.500411333,1.807885405,3.425670269,0.176730417,2,,0.985804001,0.985833481,3.652928689,36.55297957,0.315911236,612.9842028,1.334392649,2.505738052,1.806188701,3.401467187,0.176829511,2,,675.7609759,0.985812597,0.985812597,0.502311203,7.309802931,36.73992446,0.315932814,615.1186211,1.334387186,2.50569944,1.806173322,3.401424267,0.176828863,2,,0.657036403,7.589305896,51.63825917,0.001076322,0.330776377,613.0893192,1.327602933,2.490104214,1.804690351,3.421165286,0.17630823,2,,0.673631376,11.24998783,78.53145982,5.00E-07,0.313149795,613.0784503,1.3336238,2.500411901,1.807886655,3.425676345,0.176730377,2
Ubl3,1.127659576,1.664793256,1.258211743,0.710898823,,0.933716254,16.30610997,147.146491,0.184476486,557.1499431,1.055701429,1.500092737,1.196735098,0.755001757,0.064954973,2,,1.024216547,0.798562744,0.498925695,5.254319091,51.5306186,0.178624349,559.2658323,1.059646837,1.504972605,1.19079101,0.728376603,0.065096652,2,,1.083089326,1.553269346,10.04915484,170.0665043,0.177269342,559.1635691,1.056481358,1.507306479,1.196681513,0.7447769,0.064533667,2,,0.988459692,1.253191824,1.253191824,0.498709754,5.99819031,73.62728794,0.176319232,561.2793471,1.05721511,1.504918063,1.196226213,0.746407285,0.064432834,2,,0.792209034,1.595567604,6.351657973,0.013633846,0.519193459,560.0703651,1.048011166,1.482732321,1.194122206,0.770217003,0.068592238,2,,0.943209391,149.2791342,1307.446235,0.243981527,0.190537191,559.2735668,1.054360464,1.498845287,1.19797042,0.760830092,0.065069096,2
Ubn2,1.500000005,2.280141848,1.609549723,3.444966588,,0.451024719,0.855773829,6.933583002,0.626291903,637.0459311,1.494134743,2.213414787,1.361725748,1.550694634,0.117021215,2,,0.451032757,781.0592211,0.460809534,1.859584109,4.348102077,1,639.1569985,1.494131877,2.213425203,1.361739662,1.550747148,0.117021764,2,,0.451023744,362.6452263,0.854716088,9.803308177,0.442958796,639.1570216,1.494131541,2.213423134,1.361731958,1.550713164,0.117021418,2,,2.370826266,0.631511883,0.631511883,0.462132143,1.211445421,13.65892333,0.334052313,641.2240195,1.492159874,2.215793273,1.36717703,1.576258922,0.117027656,2,,2.719434741,177.1510502,28.02518212,8.347308201,0.325128746,638.6800898,1.492947316,2.217612908,1.384325755,1.692569865,0.117082619,2,,0.41470978,8.42E-07,9.295885041,0.785232261,1,638.9845706,1.491845945,2.225730958,1.389933134,1.681046067,0.117955834,2
Ubqln1,3.829787227,3.225768334,1.042573091,0.458381173,,1.07089668,9.612048427,145.9436799,0.300856088,923.6073938,3.764562672,3.098340572,0.979003661,0.315636164,0.159550581,1,,1.089764428,18.47073428,0.49053355,1430908440,9998094091,0.311520202,925.7103477,3.761818524,3.098833603,0.982622481,0.324174569,0.159449301,1,,1.512781496,1.512736906,3.72766878,91.3931926,0.286780114,925.5573904,3.772782721,3.118421156,0.978527362,0.28850376,0.159895683,1,,59.20331626,1.513076357,1.513076357,0.503053121,7.976302072,98.26575915,0.287093422,927.6925711,3.772703425,3.118317535,0.978581861,0.288715305,0.159892221,1,,0.962982523,2.482282491,22.84041369,5.20E-05,0.600511568,926.8116442,3.735734723,3.048162711,0.978656758,0.370436377,0.159130136,2,,1.113451495,681020293,9159670838,1.09E-10,0.317152727,925.7252829,3.758965505,3.099127096,0.986262555,0.333364163,0.159367267,1
Ubqln2,1.925531919,2.76507583,1.711822586,2.905870025,,1.028192564,1810224561,9999362768,0.349269046,713.8516209,1.877881136,2.493399539,1.508085779,2.199881863,0.097909357,2,,1.028193272,1.028190416,0.506887258,1809492249,9995314883,0.349269209,715.9627119,1.877880281,2.493400045,1.508086461,2.199884474,0.097909344,2,,1.553035175,1.553035304,1325285121,9999669954,0.344224134,715.5024792,1.874248452,2.510449339,1.531674738,2.279003131,0.096555275,2,,1.126069632,1.474907163,1.474907163,0.495415649,37424.47702,242643.415,0.345655663,717.8017911,1.875895041,2.504147339,1.522378225,2.247151622,0.097052746,2,,1.082576574,249.6870434,446.0045727,4.53E-05,1,716.56902,1.849493298,2.451916443,1.538798018,2.381179008,0.096717416,2,,1.028192661,1810223429,9999353148,6.56E-06,0.349269099,715.9627119,1.877881031,2.493399436,1.508085853,2.199882287,0.097909353,2
Ubqln4,3.755319155,2.003887654,0.658404767,-0.496780331,,2.31848662,1468103546,9999743200,0.282670334,877.0848266,3.648066454,1.880743041,0.654075966,-0.220965081,0.139614401,1,,2.318366594,14191.73775,0.48586228,3020524522,9998341554,0.282652914,879.196238,3.648085298,1.880724809,0.654065259,-0.220972462,0.139615378,1,,2.918903755,2.918887636,6.764596908,95.46798634,0.263151896,878.9365017,3.65540484,1.890115841,0.644195315,-0.248814981,0.139304068,1,,2859957254,3.245761319,3.245761319,0.517198218,213768930.8,1123712808,0.284873659,881.0126174,3.643375934,1.886223484,0.661906693,-0.212817647,0.13862875,1,,1.958257854,3.118347288,12.48057396,0.001945287,0.774364923,881.6663671,3.60765489,1.842760655,0.671389782,-0.13564022,0.144066862,1,,2.318498586,2125704.452,14484209.33,0.075332263,0.282620232,879.195924,3.648260604,1.880551782,0.653934844,-0.221134753,0.139619449,1
Ubr1,2.202127665,2.788210516,1.387442985,1.520366007,,0.746308395,3.841925984,46.67481753,0.303435483,752.396977,2.105084567,2.596869676,1.243366894,0.932900528,0.087704191,2,,1.89524995,0.616582663,0.499129079,6.01395684,55.30076062,0.310402548,754.307145,2.105663145,2.585078326,1.230975223,0.906940306,0.086893604,2,,0.74633348,31.38519729,3.740414433,46.549185,0.303410992,754.5080244,2.105091629,2.596879681,1.243368695,0.932896861,0.087704301,2,,0.704052997,8.503798647,8.503798647,0.50161392,13.5786794,88.57249801,0.318027346,756.592682,2.102466193,2.580405588,1.237127952,0.928042549,0.087232938,2,,0.215712594,2.541004787,3.318125332,3370.289649,0.947675154,790.1839994,2.198698378,1.933886396,0.641440446,-0.315908994,0.159452953,3,,0.618247273,5.116677985,1118784627,7964427.186,0.335469751,754.4397486,2.108511627,2.569171094,1.213700134,0.862454633,0.087532428,2
Ubr2,2.234042564,3.15643364,1.663107815,4.145090536,,0.424394474,0.905332428,14.30379352,0.487847596,752.6153004,2.22514943,3.031221703,1.280229439,1.205074536,0.158811826,2,,0.392300581,2.87946083,0.476300099,1.982419163,10.84879185,0.772585658,754.0975525,2.221359087,3.068803437,1.326556923,1.413954304,0.160626856,2,,9376844583,0.424388687,0.905317374,13.83661095,0.504319889,754.7263914,2.225156075,3.031239754,1.280227523,1.205059596,0.158812486,2,,5.458905311,0.624054242,0.624054242,0.214839423,3.814118999,28.67291271,0.324427211,756.0474596,2.224659352,3.059300019,1.319807246,1.388087964,0.160010368,2,,18.57084345,2684.893972,51.65387263,62.17911529,0.395968425,753.0494658,2.224559911,3.065008419,1.346277285,1.565298443,0.160178999,2,,0.412258567,1.01E-10,14.89270301,0.541680296,1,754.0424448,2.216968833,3.097958123,1.371414945,1.600168224,0.162560733,2
Ubr4,4.531914898,3.838977146,1.339631254,1.606509584,,1.382564189,1223694507,9999763076,0.41900138,981.6615694,4.379964392,3.510395859,1.13205054,0.840210018,0.214002908,1,,1.382566923,1.382561558,0.500256776,1223666745,9999535878,0.419001381,983.7726604,4.37996444,3.510395806,1.132050526,0.840209993,0.214002908,1,,1.447914525,5.451017465,8959849.511,89266192.09,0.418920531,983.7557105,4.376374044,3.519068898,1.141253218,0.860699894,0.213929497,1,,1.134888834,2.601609861,2.601609861,0.524630128,1073357197,9999604419,0.419778167,985.8727705,4.377714162,3.509359603,1.135458287,0.852321428,0.213826457,1,,1.378015644,303.2683586,2500.736889,1.00E-10,0.41807785,983.7819157,4.380496635,3.509632484,1.130946804,0.837411974,0.21402969,1,,1.382564226,1207012255,9863444517,8.43E-10,0.419001273,983.7726604,4.379965337,3.510395884,1.132050229,0.840208929,0.214002928,1
Ubr5,5.074468091,4.361590625,0.891135459,-0.113764496,,0.656330672,1.810137345,65.95114948,0.317939555,1012.404745,4.932521178,4.350495356,0.843465412,-0.266760563,0.209646245,2,,0.53330657,1.606266318,0.497953847,2.426660539,68.90013231,0.323016851,1013.494607,4.931411656,4.315122285,0.830506398,-0.267503552,0.207074412,2,,8.333768487,0.657289304,1.652298821,65.27490823,0.317466868,1014.511545,4.933576727,4.352484035,0.843451393,-0.267930555,0.209688956,2,,1.060550673,0.30576792,0.30576792,0.037132468,4.877269523,150.9011483,0.305720326,1013.90373,5.041496357,4.225734656,0.765325165,-0.383032731,0.205257531,2,,73.10645076,37970.39016,226.2542886,183.3813482,0.367624921,1013.318885,4.929154718,4.157373456,0.786033679,-0.272128473,0.203725161,2,,0.568257865,4.28E-05,89.2128231,0.079278455,0.322149761,1013.857135,4.934495579,4.29538967,0.824411388,-0.27284902,0.207474215,2
Ubr7,2.659574471,2.412425537,1.303723174,2.166860885,,1.143489088,3.345476034,26.41175483,0.395084117,805.5550007,2.637305115,2.359326557,1.139860364,1.079826501,0.103927635,1,,5.802306586,0.994567228,0.618435749,8.978908024,21.38634727,0.669821747,807.3521986,2.630812393,2.34257417,1.12604426,1.059043163,0.102345924,2,,244.0919428,1.143489792,3.329618769,26.40935061,0.395097055,807.6660935,2.637304627,2.359329239,1.139862054,1.079830911,0.103927689,1,,0.448916939,5.718982057,5.718982057,0.93610518,53.81707108,69.89472855,1,808.8848384,2.630550863,2.305316071,1.117173333,1.123937746,0.100148694,2,,26.61862337,1802.954105,62.68849356,30.3935976,0.387098233,807.235055,2.641121971,2.336856729,1.10353914,0.992338098,0.101816129,2,,0.942677205,33.12076544,4078016223,63113432.09,0.421465108,807.2689825,2.635062432,2.34627049,1.129842244,1.076210974,0.10238218,2
Ubtf,3.893617016,2.904197192,0.773665022,-0.335617476,,0.954326408,3.803860547,92.14893634,0.270469873,920.1526865,3.803495888,2.788915438,0.750684349,-0.292054025,0.191536998,2,,3888.916812,0.954350243,0.478815716,7.304240429,92.21277917,0.270475619,922.2637777,3.803496335,2.788912367,0.750696027,-0.29202666,0.191536477,2,,1.364617378,1.364644364,2.223699871,86.40737049,0.261579451,921.8012764,3.809707923,2.806552724,0.750875523,-0.314632429,0.191581133,1,,0.993363087,1.336723628,1.336723628,0.501484295,2.807255643,87.86394457,0.265153403,924.1148095,3.807364726,2.799534335,0.75076635,-0.305731471,0.19155089,2,,1.216544483,3950537.687,14111602.95,0.227686002,0.297744368,922.6073293,3.782681345,2.777505371,0.769101447,-0.240558959,0.190719245,2,,0.957708425,6.269760033,168.0682435,0.022008585,0.274748885,922.4068544,3.796278272,2.78092943,0.755797451,-0.274091714,0.19129238,2
Ubxn1,5.542553198,2.916180026,0.713962656,-0.107671554,,1.42700954,3.042261002,53.54348873,0.3354597,1020.611416,5.374629877,2.816947321,0.633920587,-0.355703406,0.138536793,1,,3.007109364,1.213037553,0.508892333,4.402339088,59.73717946,0.339067415,1022.444192,5.372991753,2.807683686,0.626623141,-0.35249987,0.137389184,1,,68.39418738,1.427050117,2.976447481,53.49870447,0.335455929,1022.722507,5.374629868,2.816962059,0.63393002,-0.355695547,0.138536784,1,,1.638648746,0.627498254,0.627498254,0.015062458,3.2664605,53.05361122,0.338023143,1024.342603,5.409578767,2.799294408,0.608647639,-0.376279911,0.136598957,2,,1.310956153,10.42122441,57.42034294,0.189287669,0.36781845,1022.630269,5.384788541,2.80546527,0.606430416,-0.369590758,0.136437824,1,,1.183294596,0.053748412,107.1749026,0.273809292,0.344082088,1022.471703,5.373607197,2.793245819,0.617191034,-0.355161842,0.137070362,1
Ubxn2a,4.946808517,2.870395806,1.802153963,5.626339023,,3.10140016,3433537954,9999592927,0.547697835,968.8412877,4.93741507,2.566608831,1.114750663,1.603936031,0.19295519,1,,3.101398563,3.101400802,0.543434882,3433630758,9999916927,0.547694954,970.9523787,4.937414709,2.566609001,1.114750753,1.603936293,0.192955187,1,,4.692901313,4.692602583,2203951177,8487126471,0.547324258,970.0523104,4.932156452,2.591247966,1.163819008,1.783723362,0.192739087,1,,14566.53379,4.691966564,4.691966564,0.511180935,6937143623,8100188129,0.922928434,972.1909968,4.931713982,2.591199053,1.16385925,1.783863183,0.192727785,1,,3.101967214,6269932118,9999876237,2.26E-10,0.999899008,970.9536042,4.937237333,2.566324535,1.114727121,1.603966496,0.192943763,1,,3.101968328,391125720.1,728497740.4,5.70E-09,0.856201253,970.9536028,4.93723649,2.566323717,1.114727024,1.603966526,0.192943726,1
Ubxn4,3.372340424,2.340593328,0.868939058,0.334764038,,1.39667845,742343845.7,9986222392,0.247402978,868.3766696,3.350063921,2.290782113,0.836359878,0.154233147,0.129267417,1,,1.396677147,1.396681941,0.489733577,736587017.9,9908760520,0.247403034,870.4877606,3.350063803,2.290781954,0.836360111,0.154233836,0.129267417,1,,1.868008853,1.866899923,22.93456818,574.3491479,0.239031105,870.3865979,3.349472622,2.294300931,0.83737493,0.15025149,0.129064322,1,,8.954069903,1.866655106,1.866655106,0.49272855,520.6753736,6249.470764,0.240593898,872.5038095,3.351039454,2.295357714,0.833174593,0.135254981,0.128976068,1,,1.477006214,159.5318568,1121.246926,0.065370314,0.246517862,870.4986808,3.350048442,2.290980139,0.836386692,0.154929324,0.129299987,1,,1.396679271,743283511.7,9998850023,0.034996716,0.247403022,870.4877606,3.350064028,2.290781993,0.836359982,0.154233483,0.129267421,1
Ubxn7,1.425531913,1.738647191,1.159639399,0.577561084,,1.065356825,9.554034874,85.71442807,0.200439332,619.3688073,1.361616001,1.607759355,1.097158254,0.555515472,0.055468586,2,,1.065353777,1.065361744,0.499126932,9.554239005,85.71590948,0.200439723,621.4798983,1.361616001,1.60775986,1.097158645,0.555516169,0.055468524,2,,1.488970119,1.42053022,2.539665583,39.01049343,0.190040032,621.3400133,1.36479073,1.614080578,1.092873751,0.532735532,0.05530202,1,,1.122345255,1.448837721,1.448837721,0.499545032,5.027423618,59.57934784,0.194248054,623.5197327,1.362631151,1.610996305,1.096937096,0.549927657,0.055136319,1,,1.190063536,39992.80784,199662.633,0.062935719,0.212923517,621.4766163,1.359690481,1.606482916,1.102332634,0.573282939,0.05500028,2,,1.119304576,1209849655,9366571319,1.00E-06,0.212891607,621.4765885,1.359589243,1.606514454,1.10238689,0.573424264,0.05500708,2
Uchl3,11.32978729,4.750024963,1.377555753,2.913777346,,2.996492378,1332109571,9998517240,0.504997736,1246.369606,11.24203924,4.565590784,0.990070005,0.970825805,0.264160899,1,,5.499206706,2.380944127,0.558289085,141707.9314,904826.9025,0.509798371,1247.835967,11.24794,4.51920488,0.944473039,0.869270047,0.262551448,1,,52.6322368,3.005912359,128556.5903,1016675.022,0.505115432,1248.479159,11.24159648,4.566382159,0.991516079,0.974839004,0.264173472,1,,0.545904572,6.451355512,6.451355512,0.984445334,2454.334299,9285.159953,1,1245.897732,11.25305332,4.275464209,0.861330207,0.837720322,0.253693226,3,,2.996514564,453274379.2,3402147370,6.78E-07,0.504995219,1248.480697,11.24203116,4.565567244,0.990069056,0.97082915,0.264160574,1,,2.996492581,1232953328,9254250324,6.04E-09,0.504998466,1248.480697,11.24202984,4.56558852,0.990070667,0.970828831,0.264160779,1
Uchl5,4.287234063,2.653212603,1.012530052,0.719586474,,2.152799813,1695450754,9998573729,0.353350203,940.2993508,4.197631828,2.515948556,0.911104169,0.383267857,0.097106446,1,,2.152800449,2.152800545,0.556570566,1694343141,9992035088,0.353350288,942.4104419,4.197631696,2.515948366,0.911104282,0.38326829,0.097106442,1,,3.12514333,3.125028038,123255252.3,1035894953,0.349108446,942.3524228,4.197421281,2.527144927,0.921144659,0.392144696,0.096886221,1,,24.1721346,3.032053583,3.032053583,0.536346627,12017.61718,58732.59566,0.346383176,944.4847431,4.197805351,2.52566864,0.918228471,0.387941748,0.096914461,1,,2.107139378,68.68472361,427.528215,1.00E-10,0.350751173,942.4315343,4.19838514,2.514051852,0.90744518,0.376613925,0.097229935,1,,2.152799979,1695142598,9996753693,0.054636103,0.353350245,942.4104419,4.197631655,2.515948533,0.911104255,0.383268124,0.097106444,1
Uck2,2.946808508,3.172325087,1.778837925,4.3898733,,1.157746568,16.03035547,101.488001,0.432620287,845.606751,2.897510964,3.03566901,1.41632988,2.034730773,0.164659053,1,,0.974294229,3.025426838,0.502694547,44.33262765,206.3601122,0.446022607,847.0899556,2.896928145,3.020846644,1.394747073,1.968058397,0.162834684,2,,1.157747671,6873.096791,16.0273528,101.4859552,0.432620489,847.717842,2.89750866,3.035663418,1.416329194,2.034731258,0.164658925,1,,0.898337632,4.521225787,4.521225787,0.504942287,23.84294259,62.0407191,0.923134799,849.0161075,2.891695786,3.001263393,1.379326987,1.922524735,0.161555376,2,,8.371053594,1566.547722,194.3331714,7.212444462,0.460271667,847.5856121,2.908826707,3.017663978,1.364945561,1.834657834,0.163808858,2,,1.014974301,17470265.32,168113499,804966.8169,0.457518098,847.5765477,2.90822383,3.008779243,1.361060614,1.82405275,0.163615186,2
