name,mean,fano,skewness,kurtosis,telegraph,la,ga,v,p_telegraph,AICc1,mean1,fano1,skewness1,kurtosis1,HD1,type1,cross-talk,la1,la2,q1,gamma,nu,p+crosstalk,AICc2,mean2,fano2,skewness2,kurtosis2,HD2,type2,p+threestate,lam1,lam2,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+threestate-crosstalk,lam,kappa1,kappa2,q1,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+positive,lam,gamma,v,mu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+negative,lam,gamma,v,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type
Hmgxb4,1.765957449,1.956934123,1.217579482,0.975726915,,1.322134262,1613049582,9998594914,0.243484794,681.1643324,1.722516481,1.842228053,1.151260864,0.884267801,0.069256078,1,,1.322120419,1.322154738,0.504905476,211230154.2,1309315257,0.243485287,683.2754235,1.722515467,1.842227846,1.151262072,0.88427224,0.069256043,1,,1.903287965,1.90329126,1096080675,9971860510,0.242644887,683.1219951,1.721409566,1.846682792,1.157725443,0.89861893,0.068443976,1,,1.276126015,1.897764995,1.897764995,0.506241911,39732.22418,321751.742,0.23714309,685.3219752,1.72059571,1.840784501,1.148810375,0.87416112,0.0692223,1,,1.322134616,22496103.94,139443492.5,1.00E-10,0.243484853,683.2754235,1.722516417,1.842228038,1.151260978,0.884268221,0.069256073,1,,1.322134797,1613172686,9999348914,2.85E-09,0.24348486,683.2754235,1.722516468,1.842227984,1.151260939,0.884268137,0.069256074,1
Hmmr,2.680851062,3.081053713,1.920928286,6.870114294,,0.755368496,2.641139632,24.14574677,0.495702389,815.517366,2.658828045,3.103808508,1.380901291,1.875785081,0.18264814,2,,3.52376397,0.000456195,0.99995833,7064135898,9317575610,0.762183354,804.1391726,2.676273264,2.850191898,1.18391188,1.458381672,0.148024296,3,,159885.4633,0.755352063,2.640881419,18.21881704,0.656927053,817.6284627,2.658827102,3.103785564,1.380877177,1.875680554,0.182646797,2,,4.706874696,0.218271758,0.218271758,0.012141262,24.30902393,51.31121851,0.469054979,809.3111359,2.732321359,2.644962259,1.014208289,0.831898439,0.143087033,3,,274652.2608,57336743.45,54.24711788,1401652.459,0.311229019,810.5544546,2.680488396,2.792122483,1.037954336,0.723121581,0.148436659,3,,0.610139889,1.585558961,3695499511,179527687.3,0.999945669,814.5750466,2.65111045,3.060975787,1.349018834,1.806285318,0.175559896,2
Hn1l,3.117021287,2.203797841,1.166508389,1.28936709,,2.420024679,2702430477,9999478515,0.353585144,838.2444866,3.052845056,2.053830614,1.003407072,0.720585623,0.152605031,1,,2.420023782,2.420024572,0.59518644,2702265819,9998872042,0.353585116,840.3555777,3.052844898,2.053830768,1.003407132,0.720585704,0.15260503,1,,3.587668294,3.587679463,1955599597,9999746980,0.348038317,840.1749033,3.050602177,2.063029145,1.01861472,0.752177782,0.152207874,1,,3702.943059,3.603734737,3.603734737,0.494769421,31866.89884,80247.39095,0.348055255,842.3104152,3.050196474,2.059097398,1.018230696,0.754019698,0.152179268,1,,5.117387305,339.6740392,137.6921995,1.106261528,0.875533972,840.7739975,3.032846634,2.030508727,1.014301495,0.77934768,0.15177485,1,,2.420024571,2702022408,9997967997,3.41E-07,0.353585184,840.3555777,3.052845084,2.053830678,1.003407088,0.720585627,0.152605031,1
Hnrnpa2b1,31.36170234,8.310617927,0.454725667,-0.277889835,,2.168724422,3.453579027,173.8643474,0.467798441,1575.661939,31.09315183,8.404088751,0.387281547,-0.482774,0.412487518,1,,4.120885313,1.882966768,0.503156708,4.786262202,192.7216448,0.463976635,1577.017756,31.07699257,8.363219625,0.383969657,-0.452671857,0.412018642,1,,2294.601986,2.168751318,3.45038195,173.864363,0.467800724,1577.773031,31.09318303,8.404048681,0.38728435,-0.482766447,0.412487257,1,,1.768386033,5.629593426,5.629593426,0.499455008,3.773977141,185.2094831,0.464201231,1578.755445,31.08020545,8.350540497,0.383172349,-0.444224921,0.411727501,1,,16.12071481,15393.45256,1429.87454,11.1733426,0.477543006,1576.078686,31.10045441,8.193402505,0.343784549,-0.408930607,0.411326005,1,,1.839831666,1.65E-07,326.2156315,0.080839463,0.458945114,1576.888107,31.05762468,8.333211255,0.387534273,-0.427265582,0.411794073,1
Hnrnpab,19.40425548,8.044209458,0.811178427,0.103098873,,2.222520927,497983462.1,9999927956,0.465275812,1445.70245,18.99090907,7.633476873,0.723730831,-0.129507403,0.259553662,1,,2.222521025,2.222521278,0.532914385,497981294.6,9999883896,0.465275806,1447.813541,18.99090976,7.633476471,0.723730784,-0.129507469,0.259553664,1,,2.899950725,2.899950742,7.791816652,296.7363263,0.439551375,1447.417784,19.05043637,7.705025023,0.718673331,-0.154745704,0.259929735,1,,2.319258446,2.819174679,2.819174679,0.519049498,13.19370176,395.4917382,0.445670384,1449.746926,19.03220249,7.668228965,0.716581621,-0.150504171,0.259847647,1,,2.218449796,719.9480891,14531.99985,1.00E-10,0.4648287,1447.821332,18.9908196,7.632886827,0.723334107,-0.12978627,0.259561546,1,,2.222520928,497946593.8,9999188809,6.43E-09,0.465275771,1447.813541,18.99090943,7.633476599,0.723730749,-0.129507559,0.259553665,1
Hnrnpc,6.851063896,18.35390509,2.249511451,4.95801105,,0.208963191,1.823820784,144.6396614,0.467631555,980.296999,6.385747819,18.37294588,2.137751709,4.081457274,0.334175001,2,,0.957284134,1.34E-10,1,12532.64861,154705.3005,1,973.2891801,6.303754398,15.10358861,1.983397598,3.835555746,0.32343029,2,,24.20535282,0.208958875,1.806738199,144.5426609,0.467614994,982.4078062,6.385892756,18.37336516,2.137726853,4.081285028,0.334176287,2,,0.157299163,1.43957445,1.43957445,0.500766822,3.010794007,193.4388029,0.465800749,980.3057356,6.420876724,17.67951989,2.090354837,3.961899525,0.331016203,2,,0.707770452,4360.622876,1429.377567,3.111584762,0.50847386,981.1442311,6.579718721,17.23179773,1.955184251,3.301367751,0.335615265,2,,0.188628011,2.41E-07,265.1236971,0.054090705,0.467996834,981.324478,6.524632865,17.81653577,2.029360081,3.598967595,0.335125682,2
Hnrnpd,7.255319131,4.181631027,0.518578407,-0.736850533,,0.981710087,3.232969587,148.3715474,0.302627381,1118.457193,7.182511483,3.995581643,0.492771967,-0.746649841,0.238315949,2,,0.98171045,0.981695876,0.49825079,3.233005185,148.3757043,0.30262675,1120.568284,7.182498973,3.995589449,0.492772234,-0.746651385,0.238315864,2,,1.378217059,1.378260871,1.672460953,125.7326768,0.292569042,1119.395837,7.195327773,4.024352129,0.481576689,-0.798174856,0.236954451,1,,25.37377756,1.376977682,1.376977682,0.498936503,3.605447295,135.4580597,0.293369326,1121.528938,7.194962194,4.024153497,0.48175425,-0.797235457,0.236917302,1,,1.145662161,20476849.49,126571757.1,0.139964065,0.33958844,1121.144881,7.113256276,3.97934463,0.534163786,-0.654517195,0.238313841,2,,0.982018515,3.23159446,148.0063993,1.72E-06,0.302749411,1120.568344,7.181993612,3.996396491,0.493266258,-0.746054146,0.238319979,2
Hnrnpf,3.691489364,5.86182478,1.187954941,0.611156661,,0.169559419,0.347293134,23.22104992,0.476707775,835.6882724,3.616697154,5.867744086,1.102421446,0.097571954,0.149911267,3,,4.53E-05,1.279889727,4.39E-05,1.786834513,15.26060322,1,830.5847537,3.654165904,5.747756889,1.147269775,0.404109369,0.13653629,3,,5853.445888,0.169559007,0.34728188,23.22146543,0.476699107,837.7993635,3.616698566,5.867746267,1.102420603,0.097569021,0.149911273,3,,0.962144493,0.22277644,0.22277644,0.453122355,0.455720658,12.61137483,0.898304694,838.5782087,3.62324765,5.861063496,1.09936926,0.104837838,0.146921358,3,,0.635410688,677.9426796,98.06878606,8.851125096,0.387741581,831.8620947,3.650893095,5.724399464,1.125833068,0.339844918,0.138593898,3,,0.162007212,1.23E-10,11.92712582,0.043458648,0.999963583,836.9373514,3.606569252,5.876078182,1.118889199,0.157549665,0.148693963,3
Hnrnph1,2.893617027,3.16520651,0.988244703,0.395619369,,0.314931449,0.394953439,16.83843327,0.386553278,819.3283448,2.867331126,3.076640731,0.871334797,-0.108560369,0.084239075,3,,0.276824667,2.015848002,0.495537488,0.687539586,8.712338533,0.796704884,821.1009009,2.86504972,3.085884757,0.886629102,-0.057855856,0.083457616,2,,0.314931698,170498.0348,0.394953311,16.83845508,0.386552603,821.4394358,2.867328754,3.076639549,0.871335641,-0.108557965,0.084239035,3,,1.689409331,0.444521975,0.444521975,0.490863926,0.521431414,11.02589735,0.604583885,823.4298154,2.866028517,3.079741769,0.875260063,-0.094496934,0.083823053,3,,0.26889387,7.13533825,32.66761687,0.406200614,0.305379146,820.6952898,2.861971917,3.095977498,0.915309798,0.047983712,0.082817673,3,,0.297207348,1.85E-05,7.355749921,0.091701471,1,821.2643991,2.8647536,3.084184466,0.882433669,-0.075832426,0.083901258,2
Hnrnph3,2.989361719,9.88964188,2.159996405,4.218960195,,0.131015362,7.945781841,9999977253,0.394044853,683.4688064,2.58197158,9.818190139,2.264495028,4.369613023,0.207165261,2,,0.097022638,1.001903155,0.504842515,1.26586366,58.52497717,0.418373422,682.312359,2.697984536,9.680020191,2.126821916,3.700004692,0.203469384,2,,9999985171,0.131077393,7.524228569,52590.70677,0.393142924,685.6006836,2.58329025,9.831493148,2.265233663,4.37052327,0.207239356,2,,0.897237834,0.169620916,0.169620916,0.49619439,1.073976841,55.10039875,0.42099976,685.6587693,2.678561802,9.761673839,2.142727662,3.75059379,0.205547164,2,,1.640037762,5100.893024,244.6368029,23.164866,0.459006251,679.7992008,2.82912338,9.154137521,1.933606495,2.895690869,0.198912234,2,,0.11066636,0.090643721,23.39163599,0.056853725,0.999806767,684.2112412,2.667479426,9.541257877,2.117638522,3.660565833,0.205411766,2
Hnrnpm,10.67021279,5.434473176,0.751270765,-0.172706754,,1.209537513,3.51646927,119.0291544,0.375344072,1255.0655,10.47810105,5.5470861,0.625173753,-0.485078379,0.302039482,1,,2.374583505,1.006054919,0.500896563,4.398921216,122.2910546,0.37993376,1255.835803,10.46317165,5.496548802,0.608666405,-0.481572853,0.300155491,1,,1.218891048,7.639508943,2.907381453,115.431793,0.37377414,1257.137048,10.48311627,5.557918643,0.626529607,-0.487271003,0.30207263,1,,0.928846542,3.332284563,3.332284563,0.5009611,3.393165654,114.9706249,0.377884874,1256.920699,10.47338579,5.498684108,0.60338895,-0.485707461,0.299006631,2,,1.549986518,296.0757887,252.2847246,1.310963759,0.423181104,1255.514122,10.47426655,5.21656334,0.517550811,-0.498611009,0.297705735,3,,0.988676838,7.24E-08,179.4483686,0.11945189,0.38556069,1256.509451,10.47036347,5.415075598,0.583486527,-0.492168169,0.300584877,2
Hnrnpr,1.265957451,5.028160204,1.968579218,2.541184476,,0.087754688,0.679771115,9995102658,0.238036975,472.273444,1.189796883,4.834421912,2.063599061,3.139036263,0.152902101,2,,29418.25768,0.087754704,0.504470136,1.371839831,9995889272,0.238037028,474.384535,1.189796803,4.834422255,2.063599323,3.139037405,0.152902086,2,,0.094129033,0.546072545,0.570376858,253.3596917,0.238825405,474.2865891,1.185991283,4.834442259,2.070846697,3.17189408,0.152458226,2,,10793.23995,0.157038557,0.157038557,0.507440137,1.153045574,9998422505,0.236970718,476.2939122,1.187988297,4.842576021,2.068924078,3.156646128,0.151981573,2,,0.078881362,1.694188194,9.384170878,0.378055295,0.876799323,479.8733929,1.115322944,4.579390815,2.142615641,3.6862561,0.165811498,2,,0.087755217,0.367262125,77441849.15,0.010776195,0.238037947,474.3845352,1.189805156,4.834427076,2.063590316,3.138993331,0.152901983,2
Hnrnpul1,1.053191498,3.886202453,2.324896893,5.279406756,,0.103282999,0.429603501,11.78334566,0.454925353,481.6394636,1.018782415,3.703610613,2.120377594,3.967072122,0.151638332,2,,0.082819738,1.047547222,0.492829297,0.719061963,17.2600413,0.339685054,482.492151,1.017873311,3.713258484,2.137027737,4.07232072,0.14916437,2,,0.103483099,12160.73242,0.431255372,15.38719811,0.348963735,483.7491276,1.01880832,3.704979455,2.121168591,3.970601403,0.151659262,3,,1.925499837,0.07554447,0.07554447,0.073412145,2.291851974,7.295545727,1,482.0626594,1.085513232,3.592824317,2.000693613,3.488331098,0.144642024,2,,0.059644943,21.44462656,26.16618764,1.594971319,0.288890463,480.275346,1.039600171,3.584297968,1.984411216,3.356011956,0.14219216,3,,0.101312353,0.002747863,7.384757182,0.123746408,0.892669743,483.1775043,1.011480057,3.721724877,2.157562316,4.172768839,0.150817343,2
Hnrnpul2,3.255319148,2.895007659,0.939096562,0.376473697,,0.566174175,0.769622629,21.81403256,0.351511503,866.2318693,3.208082707,2.818549327,0.836598888,-0.062783654,0.155470008,2,,1.907176721,0.211479971,0.930082098,2.647042398,10.29629668,1,867.358717,3.192151465,2.789673228,0.860663005,0.07178008,0.151073758,2,,239767.8988,0.566174286,0.769627131,21.81389874,0.351515484,868.3429604,3.208083524,2.818558761,0.836601515,-0.062781288,0.155470052,2,,1.831945773,0.751135543,0.751135543,0.487805055,0.876296815,14.73424008,0.525354818,870.4480452,3.206512272,2.816055447,0.834224936,-0.064722184,0.155263621,2,,4.879596051,842.834584,70.8879886,14.81678556,0.327803123,867.3285838,3.202921089,2.79621604,0.850570568,0.03585653,0.151729266,3,,0.50842733,2.58E-07,10.20489633,0.196825729,0.971147289,868.0177696,3.202852518,2.814713979,0.844937735,-0.026514216,0.154190742,2
Hook2,1.75531915,1.899226309,1.024875368,0.560839218,,0.664058475,1.939693521,80.29278964,0.153701613,676.3799348,1.740566527,1.863480862,0.989302263,0.329303177,0.090024395,2,,0.664069247,0.664055624,0.498148177,1.939677138,80.29009012,0.153701905,678.4910258,1.740568791,1.863478792,0.989301261,0.329302187,0.090024419,2,,0.964616657,0.964614264,1.254046462,95.29632848,0.148531813,678.2623373,1.741785221,1.865900893,0.984279993,0.305715688,0.089180316,2,,6927.253543,0.964619322,0.964619322,0.5096456,2.46104956,95.3082961,0.14853277,680.3967554,1.741788248,1.865904816,0.984280757,0.305715367,0.089180312,2,,0.592282286,0.95511214,36.36281812,1.00E-10,0.154767004,678.6574475,1.740720425,1.84953489,0.969350983,0.283683645,0.090686745,2,,0.622092405,0.766733015,98.79538417,0.060258019,0.152981092,678.5758173,1.743230233,1.858216026,0.982544328,0.315548969,0.090384458,2
Hprt,14.59574469,3.891135816,0.447362952,-0.258504127,,2.626664816,4.069820265,86.76578726,0.430483452,1285.097503,14.39096945,3.807115633,0.41246029,-0.40288506,0.235591327,1,,2.626679215,2.62661589,0.484933193,4.069731341,86.76443879,0.430487808,1287.208594,14.39101733,3.807128138,0.412456715,-0.402892547,0.235591696,1,,3.578770336,3.578805456,2.164185559,74.02809044,0.436390359,1287.065462,14.40253997,3.814229071,0.406461416,-0.433815057,0.235641136,1,,20.41988695,3.532434475,3.532434475,0.499641314,4.537406053,80.32983287,0.436063943,1289.190908,14.40049029,3.812330481,0.405610258,-0.430257825,0.235522679,1,,2.565803946,3.67702658,73.01610022,1.00E-10,0.486625791,1287.355558,14.36763082,3.793470202,0.405950985,-0.400477142,0.234963962,1,,2.669675182,4.035133488,89.26789567,0.006479229,0.429906408,1287.269153,14.4447157,3.742863706,0.408845125,-0.392962643,0.235377177,1
Hs6st1,1.382978726,2.247790515,1.515857508,1.877238385,,0.677594038,6.50497025,69.77646882,0.240741422,615.1449559,1.313235331,2.05553823,1.380073284,1.321496472,0.143337208,2,,9.897008036,0.826701885,0.501235056,28.41759194,30.28328042,0.867085968,618.8232686,1.250408176,1.947924677,1.453371585,1.727951806,0.139275728,2,,1.089553741,0.934782891,11.87384089,199.5634119,0.237874008,617.2353975,1.312913638,2.059217454,1.385104512,1.333374344,0.143469825,2,,23732.63365,1.011034112,1.011034112,0.505943904,6.974082838,56.11506628,0.230807663,619.3367586,1.313869703,2.06246391,1.386000178,1.333148485,0.143572835,2,,0.677595666,6.505104995,69.77782947,1.37E-10,0.240741084,617.256047,1.313235035,2.055536482,1.380073067,1.321497231,0.1433372,2,,0.701412753,452036657.9,4481490891,0.000206219,0.25531743,617.2731049,1.311881248,2.054435387,1.383183502,1.333543646,0.143224884,2
Hsbp1,4.989361694,2.228122318,0.696385513,-0.309511654,,2.911717695,327.8865589,1998.05848,0.313673324,958.7794355,4.734243226,1.979753616,0.575594344,-0.316816164,0.128229024,1,,2.928475711,2.917738788,0.502532096,1918435.901,11543988.87,0.314325114,960.8798838,4.733947187,1.980118687,0.575871202,-0.316798791,0.128204098,1,,4.250419321,4.03475555,21597.3345,189708.7845,0.314858864,960.7565884,4.728594009,1.980126458,0.581850066,-0.311529186,0.127860118,1,,4.546718593,3.587612905,3.587612905,0.487734229,37.32934505,273.1038197,0.309052282,962.9903804,4.733101024,1.981289265,0.576500124,-0.31712092,0.128149852,1,,2.52072054,9.052498228,72.04702261,0.014851948,0.308536364,961.2309456,4.739353169,1.98446918,0.563708896,-0.329450935,0.129113174,1,,1.888427296,2.525146489,325.8450323,1.677687957,0.320161571,962.105837,4.76545715,1.978236418,0.537186861,-0.353913794,0.131366263,1
Hscb,1.542553196,2.657446814,1.418681409,1.465976082,,0.342449056,4.267406603,2153225.22,0.183171473,634.5900994,1.514481149,2.615600572,1.37651345,1.199488217,0.116748283,2,,1.236350657,0.225210262,0.490679401,0.825750445,20.80040047,0.238688234,636.146776,1.51680091,2.584921459,1.348919943,1.144952695,0.114676509,2,,0.276425539,242.3677336,0.546275541,18.69093006,0.246574026,636.4134021,1.517443502,2.582679098,1.344650634,1.123354828,0.1153967,2,,1.256647757,0.372711988,0.372711988,0.49227072,0.67637525,18.78195069,0.250457087,638.471754,1.507955903,2.587509746,1.351435699,1.147820783,0.114968857,2,,6.277994435,1813.391057,52.24874954,45.40149815,0.24987796,635.7006157,1.517105017,2.560963256,1.338692169,1.148218612,0.113151993,2,,0.248720911,1.00E-10,5.756305339,0.212852653,1,636.2939469,1.514126464,2.577044269,1.349172534,1.154001991,0.114766255,2
Hsd17b10,7.574468097,3.914295975,1.129804173,1.310718857,,2.13113938,24.84635962,231.2356421,0.421021305,1128.269004,7.457904403,3.773744489,0.915722669,0.478656733,0.246812609,1,,4.932584687,1.786832512,0.59224218,32380.84551,199726.9339,0.433883725,1129.737977,7.45472408,3.752092708,0.90239457,0.469232079,0.245565881,1,,2.131145134,2251.717367,24.8231127,231.2378389,0.421020344,1130.380096,7.457907157,3.773740977,0.915722044,0.478655571,0.246812635,1,,0.248918421,4.925426325,4.925426325,0.992166612,89.2750344,300.8539002,1,1129.667523,7.396455985,3.56512239,0.869139159,0.558784943,0.238445956,3,,3.947242431,708.9411194,637.2891158,0.930791785,0.435490435,1130.35977,7.459068942,3.759791509,0.903696448,0.456933465,0.246640619,1,,2.006126154,288645.9078,3219888.702,3232.514533,0.436993728,1130.347328,7.460523072,3.754436291,0.898146864,0.446453743,0.24658692,1
Hsd17b4,1.30851064,2.163034085,1.666669616,2.648711559,,0.939010547,1792776739,9997024725,0.266123729,601.2506776,1.277761584,2.017463062,1.54554187,2.259246363,0.09128398,2,,0.939010197,0.939010104,0.636093455,1781776293,9935692103,0.266123619,603.3617687,1.277761512,2.017463181,1.545541879,2.259246224,0.091283982,2,,1.407769913,1.407770358,1286346711,9992717774,0.262830881,603.192399,1.27670849,2.024101564,1.557339824,2.300236315,0.090824623,2,,2965.263438,1.407561337,1.407561337,0.488652847,2633004639,9999987032,0.262771179,605.3270932,1.276714692,2.024114469,1.557327919,2.300177321,0.090825495,2,,0.971357673,2199292977,9998748734,0.03444818,0.266123737,603.3617687,1.277761612,2.017463133,1.545541864,2.259246264,0.091283981,2,,0.939010452,1793294593,9999914994,0.000470959,0.266123701,603.3617687,1.277761595,2.017463098,1.545541846,2.259246205,0.091283981,2
Hsf2bp,2.797872351,3.403648579,1.215097099,1.114365549,,0.379843851,0.667912198,18.8106704,0.407344708,815.5493387,2.759244387,3.338992438,1.064025153,0.378287136,0.132601883,2,,3.143462457,9.23E-05,0.999986951,79.48097767,104.868669,1,810.2204059,2.734159931,3.227318552,1.106634399,0.741478347,0.110186233,3,,0.37981248,412.0725767,0.667147492,7.698847753,0.995169431,817.6606345,2.759219875,3.338884985,1.063984788,0.378208446,0.132598083,2,,1.436278014,0.50809544,0.50809544,0.492342543,0.780700448,8.156192259,0.949247329,819.5352815,2.757761626,3.328061776,1.057661958,0.367944436,0.131582489,2,,17.18132231,4959.624075,56.78509022,115.7508983,0.345482634,813.2943108,2.774685666,3.244520123,1.024370359,0.383138841,0.119273859,3,,0.351095122,6.28E-09,9.888670784,0.173837476,1,816.730443,2.750412055,3.350435221,1.087283963,0.463967992,0.130768199,2
Hsp90aa1,16.85106388,4.946915972,0.508745377,-0.612628168,,2.65629653,17.06984006,342.3103864,0.404449923,1348.539822,16.55162419,4.785798094,0.409014591,-0.58760837,0.27561799,1,,2.456970943,3.678728555,0.421766426,668475780.7,9999841486,0.419800718,1350.54169,16.51241842,4.77516629,0.424324118,-0.568250988,0.274729055,1,,3.471963364,3.471938293,4.968090023,182.9473527,0.390994794,1350.134839,16.61339501,4.83441462,0.400202246,-0.624717704,0.275552499,1,,537.310377,3.472004984,3.472004984,0.525283599,9.539141994,184.5076906,0.391003773,1352.269249,16.61338244,4.83441537,0.400207443,-0.624713165,0.275552243,1,,2.877054552,18749.02704,298948.1996,0.000243653,0.419268595,1350.589489,16.51687883,4.783395705,0.427911783,-0.57290707,0.274647159,1,,2.87895104,47491693.7,759150284.3,0.069086796,0.419252647,1350.58909,16.51310687,4.781532167,0.428298434,-0.57204211,0.274623837,1
Hsp90b1,17.82978734,6.549687666,0.83641287,0.087975541,,2.889103036,700338045.5,9999797273,0.447564885,1393.16166,17.64424598,6.125987867,0.740796758,0.073043338,0.280995218,1,,2.889102322,2.889103504,0.588000994,700261603.8,9998704660,0.447564957,1395.272751,17.64424557,6.125988495,0.74079688,0.073043558,0.280995217,1,,4.189546224,4.189777233,489702622.9,9848063009,0.445014728,1394.435366,17.63582222,6.176131122,0.760552591,0.079814592,0.279797626,1,,1739177.71,4.189656349,4.189656349,0.462239166,1075751620,9999975572,0.445014166,1396.56979,17.63582549,6.176129955,0.760551568,0.079812411,0.279797652,1,,2.893154842,53694572.5,750608351.5,0.00140132,0.447564759,1395.272752,17.64424814,6.125983208,0.740796496,0.073043395,0.280995213,1,,2.889102761,700345281.7,9999898538,0.043808629,0.447564906,1395.272751,17.64424226,6.125987966,0.740797038,0.073044066,0.280995198,1
Hspa14,9.542553211,3.321437892,0.507159729,-0.098930469,,1.807880119,2.238947197,53.58164432,0.399005722,1169.886184,9.452430939,3.268101888,0.45542623,-0.384911143,0.261384285,1,,7.364379007,1.680617083,0.499553901,4.200397561,61.29049387,0.395670816,1171.805889,9.451565726,3.260616126,0.454216864,-0.366359384,0.260960537,1,,22984244.21,1.807889057,2.238994658,53.58338104,0.398996819,1171.997275,9.452436034,3.268109232,0.45542857,-0.384911639,0.261384385,1,,1.631549871,12.5814443,12.5814443,0.573067556,5.023858297,67.36923925,0.393966779,1173.844092,9.450387425,3.256693986,0.454603117,-0.354711721,0.260753995,1,,1.713154359,6.885924312,67.82022062,0.101271676,0.395306254,1171.840859,9.449452709,3.258733673,0.459191479,-0.349791105,0.261059302,1,,1.543318874,0.000312685,78.18049524,0.107600519,0.38669126,1171.822396,9.450914486,3.259862769,0.459891416,-0.348144328,0.261075675,1
Hspa4,15.06382987,6.557639108,1.040897308,1.200249804,,2.144043929,15.93414027,270.9286707,0.473277432,1361.717509,14.83702315,6.359875204,0.853008747,0.331954469,0.301501592,1,,4.812327304,1.910017087,0.500793068,56.27798287,677.0268396,0.484792233,1363.409361,14.82299339,6.318401078,0.848554136,0.345531771,0.300702494,1,,2.143545244,206.1450879,15.74184222,270.5627184,0.473227294,1363.828621,14.83599747,6.360231958,0.853028604,0.331982938,0.30150079,1,,5.70E-05,3.636373841,3.636373841,0.9999994,10.77616616,106.0581235,1,1363.559674,14.73507598,6.125313422,0.850628163,0.428009082,0.29324199,3,,31.04183654,30878.62367,2056.281473,14.31478339,0.495235956,1363.771414,14.83929209,6.308362629,0.834069031,0.304460817,0.301125837,1,,2.025284401,195189.7486,4192019.702,1924.29485,0.495128149,1363.77034,14.83929886,6.307638893,0.833757385,0.303954531,0.301123369,1
Hspa5,22.38297888,8.288123844,1.136317991,1.447033411,,3.073068999,700262737.7,9998696649,0.512640024,1477.747951,22.20413862,7.815003437,0.93479746,0.767530948,0.362041309,1,,3.542415043,2.777684497,0.505810124,711198285.5,9995741209,0.513147334,1479.84716,22.20608843,7.802815308,0.929480717,0.75861059,0.362125718,1,,7.853537883,3.468534648,118563.3976,2175781.555,0.510532973,1479.672092,22.1836027,7.886548309,0.969449629,0.837868729,0.361486888,1,,2.55E-08,5.159714716,5.159714716,1,1262.595114,11082.65904,1,1475.873576,22.0811982,7.537491278,0.939318928,0.892129093,0.353248899,3,,637.8418723,9017802593,40781657.47,206.5882406,0.512637883,1479.859128,22.20450913,7.815808387,0.934788449,0.767385813,0.362047459,1,,3.072996142,700149647.9,9998187829,233.3056692,0.512611409,1479.859123,22.20439288,7.815070842,0.934774405,0.767449508,0.362042846,1
Hspa8,44.12765997,10.26240755,0.469673079,1.11660103,,2.429515889,4.696871576,253.5147611,0.507067329,1697.743471,43.79451361,11.40313772,0.484377757,-0.217299827,0.465511092,1,,2.067188557,6.136416606,0.497008589,6.519141515,190.9795674,0.71138155,1695.543623,43.77532741,11.18116844,0.428820309,-0.253700014,0.462207757,1,,2.42958677,1661.201966,4.690418904,253.4815053,0.50714685,1699.854564,43.79397051,11.40302087,0.484405192,-0.217240639,0.46550978,1,,0.877024948,14.1821529,14.1821529,0.97208175,101.1969697,800.1339197,1,1681.892873,44.15053599,9.929565821,0.255523894,0.063216396,0.444851993,2,,1.286377384,822.346521,865.279754,1.065618548,0.51030148,1683.709085,44.11510965,10.16305607,0.160224407,-0.28117423,0.44733577,3,,1.901500877,4.39E-05,195.6852419,0.122956638,1,1692.791058,43.69926611,10.97952786,0.413412156,-0.230246555,0.459667794,1
Hspa9,12.43617022,3.287525275,0.798530545,1.713457535,,3.331063839,7.397957165,79.16115716,0.505514466,1227.905354,12.40368895,3.331251602,0.605976596,0.155542384,0.254357152,1,,6.277111633,0.938147575,0.980088351,24.18876465,70.501561,0.936218336,1224.660986,12.45815411,3.150621642,0.504161653,0.194390894,0.244694639,1,,881.6330945,3.331068666,7.369784394,79.15809409,0.505518184,1230.016447,12.40369137,3.331249032,0.605976358,0.155542419,0.254357121,1,,7.471031952,1.18150413,1.18150413,0.008877283,72.34215888,143.9221371,1,1226.123541,12.29575169,3.169081249,0.507095031,0.256009025,0.243088672,1,,7.661124645,772.8662532,163.7484661,5.597732918,0.450939566,1226.843811,12.42798949,3.182786779,0.413685155,-0.042029813,0.246237113,1,,2.391844848,1.323187209,9558583193,125026901.9,1,1228.067248,12.39864585,3.289802928,0.555330807,0.111162778,0.251349844,1
Hspb8,2.117021275,2.852827985,2.13990601,6.169903728,,1.238738648,2667911131,9999420301,0.45682471,742.132991,2.092216985,2.570616597,1.610948479,3.042961519,0.159334469,2,,1.238737805,1.238739298,0.516509927,2668040990,9999916867,0.456824286,744.244082,2.092216892,2.570616659,1.610948528,3.042961689,0.159334467,2,,2.418714442,1.62092437,170364.4761,825533.486,0.451606298,744.0316171,2.087561569,2.583163178,1.652100447,3.234383887,0.15913016,1,,1.170958757,1.996156993,1.996156993,0.543975317,2285394016,9999952761,0.453310007,746.2172994,2.08925993,2.579988258,1.637017426,3.163287614,0.159172702,1,,1.256643405,57869930.61,96023440.08,0.009073804,1,744.2857239,2.088821607,2.563025355,1.611813407,3.054205087,0.159084753,2,,1.238738574,2667433438,9997632776,3.89E-06,0.456824639,744.244082,2.092217124,2.570616753,1.610948448,3.042961234,0.159334475,2
