name,mean,fano,skewness,kurtosis,p+telegraph,la,ga,v,p_telegraph,AICc1,mean1,fano1,skewness1,kurtosis1,HD1,type1,p+cross-talk,la1,la2,q1,gamma,nu,p_cross-talk,AICc2,mean2,fano2,skewness2,kurtosis2,HD2,type2,p+threestate,lam1,lam2,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+threestate-crosstalk,lam,kappa1,kappa2,q1,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+positive,lam,gamma,v,mu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+negative,lam,gamma,v,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type
Azin1,1.258928596,6.265894222,3.169105524,11.90668484,0,0.119727491,1.304749204,34.74836619,0.423457465,577.6643074,1.220811315,6.396225963,2.988537146,9.514700493,0.112702915,2,0,1.322486893,0.087685827,0.616608474,2.717635728,17.24208077,0.999999995,577.2653433,1.204969198,6.071011744,2.916347503,9.205762636,0.104485136,2,,0.127512102,9998647177,1.788330117,50.85137108,0.361187774,582.1474096,1.187659762,6.485089428,3.137947689,10.68040701,0.113987725,2,,1.455649455,0.000128175,0.000128175,8.84E-05,4313.554574,11190.99171,1,577.3713021,1.226125974,5.761152354,2.814385759,8.879805274,0.091650171,2,,10.39271986,14513.66492,116.721458,138.8286149,0.423466869,578.8041324,1.249214,5.984204364,2.747318697,8.013567448,0.102689662,2,,0.107021372,1.00E-10,52.15371491,0.110477005,0.415296639,580.4615035,1.216418997,6.235804089,2.949175269,9.355504603,0.108498334,2
Atp6v1c1,3.008928576,2.700270257,1.215803502,1.334953778,0,1.192543061,5.950440411,62.40904285,0.295299094,1004.302281,2.981248779,2.640473012,1.143096518,0.998150952,0.049532351,1,0,2.801408598,1.039788594,0.500831728,13.48795548,101.9201498,0.300407139,1006.306917,2.98020686,2.634697941,1.141234744,1.005034605,0.049027576,1,,1.193688848,16.66460059,5.435344136,61.43333645,0.294525147,1008.468709,2.981071998,2.640170673,1.142861106,0.997065373,0.04955685,1,,2.622173164,1.540115969,1.540115969,0.499459904,5.600689633,59.21818781,0.295677102,1010.612646,2.981219032,2.641482495,1.143169417,0.995299822,0.049726446,1,,1.197577697,6.514098311,64.09961043,0.006848832,0.296273653,1008.468662,2.981153529,2.639927808,1.142784772,0.997913818,0.049521347,1,,1.118908427,331.4322467,5419.381252,18.06815857,0.314890128,1008.452628,2.978721436,2.628985585,1.138033685,0.997379661,0.049285965,1
Cthrc1,1.357142873,4.221804585,3.241019226,12.19411951,0,0.593000921,6759254.736,32233639.41,0.480920418,716.3268111,1.341751973,3.121326176,2.343372887,6.927194312,0.114996307,2,0,0.593000922,0.59300068,0.524074714,2096663370,9999175721,0.480892939,718.4003646,1.341752192,3.121326336,2.343372111,6.927187526,0.114996341,2,,0.946317217,0.946345759,123741764.4,745248216.4,0.47640721,718.0197544,1.332767279,3.158118422,2.417783234,7.411130197,0.109591394,2,,9999753538,0.952027365,0.952027365,0.478216698,1410801554,1916687217,1,720.1986893,1.32839076,3.143805359,2.420008222,7.444196138,0.109352162,2,,0.593000123,7411623.975,35346973.42,1.00E-10,0.480890478,720.4929492,1.341753906,3.121330209,2.343371387,6.927178688,0.114996413,2,,0.593001587,2096438162,9998116774,0.00750992,0.480891749,720.4929455,1.341752712,3.121324594,2.34337103,6.927181932,0.114996343,2
Dcaf13,3.575892863,3.82860155,1.657332923,4.137379375,0,0.948188092,6.32436063,57.63649483,0.475474874,1080.51809,3.56428731,3.842280764,1.494167119,2.508800074,0.15863049,2,0,3.10760486,0.815905578,0.513719653,14.47199732,71.64845114,0.599178391,1081.941892,3.561828464,3.802295428,1.477318168,2.492856991,0.156693591,2,,0.948191917,771.4383069,6.316686122,57.63432409,0.475494996,1084.684229,3.564272485,3.842272979,1.494173198,2.508832343,0.158630111,2,,0.721504625,5.385514055,5.385514055,0.66102368,28.00745357,76.58647079,1,1085.719532,3.628476307,3.760149167,1.439423533,2.388691275,0.156539394,2,,4.629902382,838.6810591,171.5577355,4.659208452,0.477662786,1084.196178,3.565588796,3.774318446,1.427436721,2.246813089,0.156050527,2,,0.820238041,324321553.4,7568373689,38261569.71,0.479646515,1084.176726,3.569176644,3.764582448,1.425650016,2.244929999,0.155967499,2
Oxr1,5.750000037,8.796583917,2.048987796,5.764331892,0,0.590208452,7.248678108,158.1360432,0.483286202,1258.119771,5.71739394,8.781740784,1.916368433,4.237179833,0.179475167,2,0,3.603832713,0.545517999,0.500901401,46.42260765,566.363558,0.507878661,1259.900553,5.713368103,8.60983378,1.893520125,4.210955351,0.17780125,2,,0.590207273,3663.192564,7.247466705,158.1351037,0.483285758,1262.285909,5.717376914,8.781729632,1.916370236,4.237190978,0.179474924,2,,0.539472484,7.863055474,7.863055474,0.57133813,2438809.19,13181892.87,1,1264.117512,5.705731677,8.489249888,1.8627147,4.075935262,0.176784476,2,,4.998208746,11362.69452,1395.859516,7.859844538,0.502882242,1262.120112,5.722962952,8.630851568,1.873009902,4.04781846,0.178225317,2,,0.56468959,61.2434954,1806.602636,1.167203545,0.520737778,1262.11667,5.721120326,8.627747428,1.87278149,4.046576183,0.178175513,2
Eif3e,9.732142846,9.943086589,1.544908461,4.592390512,0,0.455513675,1.797502072,87.25343498,0.525600109,1454.073213,9.271891388,12.24691519,1.373007395,1.336424303,0.300997553,2,0,2.97667251,1.97E-07,0.999999974,18577080.1,84514322.16,1,1375.654437,9.727039931,9.329918444,1.067367039,1.212029964,0.188990538,3,,0.455513427,4090.125521,1.797299541,82.96184528,0.552789053,1458.239352,9.271894048,12.24691909,1.373006932,1.336421992,0.300997562,2,,2.9773018,8.14E-07,8.14E-07,5.35E-08,2248625.037,10229089.53,1,1379.858919,9.728239272,9.330179016,1.067174471,1.211382146,0.188998096,3,,509.7395836,1608627.631,384.9691084,4693.349104,0.4085013,1408.24475,9.73704596,9.183212875,0.735878114,-0.259164214,0.21153902,3,,0.401899611,1.26E-10,70.27480746,0.137104999,1,1444.270152,9.113100781,11.55566901,1.336710986,1.367342439,0.285172905,2
Eif3h,5.107142856,4.165584383,1.699721189,4.301461189,0,1.671118515,1635485299,9999192112,0.500807225,1209.301099,5.067424963,3.884541077,1.376245377,2.215630316,0.144101583,1,0,1.671118788,1.671117965,0.514007557,1635502872,9999307162,0.500806946,1211.374656,5.067425572,3.884541519,1.376245304,2.215629788,0.144101597,1,,2.521360763,2.521428082,72566992.4,599325246.7,0.492419745,1213.10327,5.056843542,3.955127314,1.438048144,2.433873136,0.145014807,1,,1142565.044,2.521373178,2.521373178,0.547128963,2213044975,9999995137,0.492429112,1215.215139,5.056848822,3.955150209,1.438049982,2.433871467,0.145015119,1,,3.346334733,9999953103,7518896008,1.002451958,0.500806859,1213.467237,5.067425293,3.884541037,1.376245292,2.215629943,0.144101587,1,,1.671119816,1632943042,9983668841,1.32E-08,0.500806234,1213.467237,5.067428876,3.884540788,1.376244562,2.215626813,0.144101629,1
Utp23,1.691964293,3.793523865,2.124965678,5.362587278,0,0.365109873,2.195796876,30.95007882,0.382410564,778.4936451,1.673252376,3.765167396,1.969399889,4.020166792,0.125855663,2,0,1.406847496,0.001482278,0.999425042,5292387129,9835348024,1,778.1551801,1.663574262,3.585985962,1.932522589,4.118337287,0.115877659,2,,785.0544475,0.365110456,2.194821552,30.95171614,0.382397307,782.6597836,1.673254411,3.765185145,1.969406814,4.020197855,0.125855892,2,,1.423174486,0.49101881,0.49101881,0.491779794,2.711013141,32.17998085,0.387723503,784.5848436,1.672251114,3.753705126,1.958864032,3.976523176,0.125175942,2,,8.807617872,2762.607543,95.64589725,30.51397304,0.395030064,781.7046144,1.679772832,3.667564113,1.892075926,3.698564108,0.122185246,2,,0.313735521,187.5988898,7421506885,307913158.8,0.999971865,781.9202065,1.670878037,3.700164698,1.937501148,3.92348834,0.122894502,2
Rad21,1.799107156,4.039602575,2.264411792,5.739753494,0,0.606415485,1301152044,9999266008,0.393641726,813.6730438,1.774555877,3.590384055,2.111520417,5.191786827,0.119952737,2,0,0.606415386,0.606415707,0.511841275,1301197202,9999612349,0.393641694,815.7466013,1.7745558,3.590383775,2.111520416,5.191787016,0.119952733,2,,0.940628937,0.940628748,954849707.2,9997699507,0.378294693,816.5607055,1.770454042,3.645084394,2.154368567,5.381700412,0.117939619,2,,5078785.344,0.9406293,0.9406293,0.51845065,1842108208,9999714101,0.378294486,818.6725736,1.770453825,3.645082873,2.154368377,5.381700337,0.117939605,2,,0.598088429,48.93615149,388.8635245,1.00E-10,0.389428535,817.9937046,1.775477569,3.582565863,2.100996043,5.133868467,0.120168422,2,,0.606415579,1301236105,9999911396,8.80E-07,0.393641665,817.8391823,1.774555797,3.590383636,2.111520383,5.191786908,0.119952732,2
Med30,1.008928578,4.32735475,5.684298717,41.71026988,0,0.719407546,4491773755,9992518135,0.630418262,626.9988291,1.008813782,2.40036902,2.434050382,8.58412655,0.155766124,2,0,677057278.4,0.719408294,0.500216365,9660214889,9998757002,0.67718611,629.0723872,1.008813388,2.400367036,2.434049388,8.58411973,0.155766047,2,,1.153858192,1.15385928,5743385306,9999296608,0.999999941,627.5764851,1.004207267,2.433094702,2.546824357,9.635834175,0.152361004,2,,0.783135167,1.144916459,1.144916459,0.851580229,5622764810,9999990908,0.946437923,630.0973436,1.0034394,2.424310606,2.530837041,9.487926092,0.152555148,2,,0.833670578,136115673.1,204385350.4,0.158694828,0.613887182,631.1649697,1.008752876,2.400123873,2.433942176,8.583389436,0.15575603,2,,0.719409634,1319109583,2936231964,0.240831067,0.630050938,631.1649676,1.008815066,2.400366749,2.434047129,8.58410362,0.155766122,2
Ext1,3.90178574,4.034141098,1.662304746,3.512727047,0,1.036684801,9.805551613,97.77747187,0.418349381,1114.79752,3.874147963,3.978388116,1.463913878,2.303293487,0.116909055,2,0,2.138137206,0.15549556,0.983943964,4173022247,9509851867,0.960624982,1111.928859,3.858884751,3.695965768,1.337969653,2.0343834,0.100256948,2,,1.036680006,37719.65759,9.804866424,97.77287932,0.418354606,1118.963659,3.874148238,3.978387018,1.463911121,2.303281961,0.116908997,2,,6.56E-07,3.124338588,3.124338588,0.999999936,9910815.865,28532745.78,1,1114.596316,3.865144069,3.716240661,1.36378753,2.17388884,0.096376103,3,,3.891685727,1131.128432,338.2009826,3.064696493,0.438509876,1118.759994,3.88430791,3.943920433,1.423927984,2.149993189,0.115781138,2,,0.937610777,8265592.463,125667580,349240.1114,0.45192459,1118.738217,3.878723591,3.922567493,1.412324141,2.110411176,0.115363272,2
Mrpl13,8.129464359,6.245604452,1.906713904,5.339911599,0,1.595598664,1001709891,9998422292,0.511571598,1403.174452,8.08594683,5.873920656,1.420695716,2.443789661,0.160534137,1,0,1.18693227,2.683771942,0.363529417,2265251040,9999999489,1,1404.545929,8.078735525,5.741453012,1.354944096,2.226379827,0.157063723,1,,1.622458378,12.01151249,897927052.8,9998996824,0.512019761,1407.305507,8.083235585,5.890484314,1.433179343,2.493716665,0.160727835,1,,1.234148593,4.111758288,4.111758288,0.513032649,991500987.9,9999827142,0.51966868,1408.375787,8.083340144,5.796112089,1.384379415,2.339695493,0.157512147,1,,6.408065055,31236230.93,9133873.922,3.016033903,0.513347722,1407.340808,8.085130717,5.873640105,1.42086251,2.444731509,0.160521522,1,,1.595600258,992456008.4,9906085003,0.013537029,0.511569462,1407.34059,8.085945162,5.873915197,1.420695371,2.443789491,0.160534081,1
Derl1,3.312500024,3.849225091,1.599778399,2.942356723,0,0.905490896,7.997948639,89.37574963,0.367274924,1051.067069,3.288953824,3.778072486,1.497585276,2.311882571,0.108674179,2,0,2.796391145,0.820274027,0.501254605,6975.149639,49731.4283,0.373138324,1052.964696,3.287291779,3.780754487,1.508200472,2.370360439,0.10838689,2,,2765345186,0.905484008,7.997637273,89.373359,0.367275071,1055.233207,3.28896025,3.778082984,1.497582129,2.311863514,0.108674289,2,,0.25086091,1.948222452,1.948222452,0.943454796,6.968307349,30.87110832,1,1057.189138,3.276147371,3.69769882,1.481316679,2.333814146,0.107304434,2,,1736.966707,378025.3692,167.5963721,2071.502236,0.608027141,1055.318402,3.274195373,3.70846072,1.470901667,2.25118642,0.107810752,2,,0.8680663,42499869.02,606836005.9,1198061.39,0.391753475,1055.18911,3.288264314,3.756941835,1.485321618,2.277946569,0.108358442,2
9130401M01Rik,1.625000008,3.166208797,1.895949497,4.108892756,0,0.384169493,1.4820371,13.32052379,0.589857831,773.3921611,1.601467607,3.102486862,1.689964465,2.642912889,0.091150193,2,0,1.764519265,0.306908755,0.541486678,2.542923281,9.70691565,0.927313898,774.3271984,1.596512562,3.072960386,1.678217251,2.631040479,0.087022318,2,,76.1091552,0.38405476,1.473130313,17.49662324,0.448838061,777.5578676,1.601543479,3.102464894,1.689745869,2.641841285,0.091151949,2,,2.274676356,0.020940086,0.020940086,0.002835113,108.766363,126.2005281,1,774.8933601,1.591932271,2.930338516,1.618681978,2.565192065,0.071818751,2,,2.043008835,338.8882228,50.31669849,8.058874185,0.345868941,775.5606008,1.612305819,3.013691943,1.596100331,2.30118155,0.083905007,2,,0.334004954,1.06E-10,25.61800737,1.310268244,1,776.5247331,1.597033074,3.080310829,1.688029238,2.67728426,0.087259051,2
Zhx1,1.191964293,2.369833477,1.682271193,2.661492477,0,0.460638482,3.434530551,72.56087985,0.174812087,675.9860337,1.185422703,2.341193238,1.66279041,2.551123965,0.094042712,2,0,0.460632343,0.460639926,0.498810364,3.434458366,72.5594269,0.174812161,678.0595912,1.185421109,2.341196614,1.662792718,2.551131253,0.094042722,2,,0.605082807,0.865063619,2.368642772,73.63857587,0.168133111,680.1184008,1.185630588,2.346216114,1.663124798,2.534942176,0.094091774,2,,1531536.924,0.708030965,0.708030965,0.517686337,4.428034035,71.55230546,0.167810586,682.2298521,1.185576829,2.345289814,1.662637689,2.532520765,0.094062695,2,,0.526149049,3758.305586,20222.00175,0.139582355,0.192887777,680.1977035,1.184135182,2.340157306,1.668909044,2.590295252,0.094105124,2,,0.460857577,3.498616036,74.18879768,0.000309548,0.174880942,680.15236,1.185641019,2.3414885,1.662844446,2.551332396,0.094061457,2
D15Ertd621e,2.330357126,2.93401065,1.625585096,3.002464539,0,0.984339012,13.24809331,95.56878292,0.357827928,916.5744862,2.284619439,2.785852473,1.458244006,2.040059356,0.115495837,2,0,2.486173475,0.850165513,0.502177235,149.0942388,749.8306836,0.374218295,918.5579695,2.282980018,2.773314306,1.453394671,2.039455487,0.114865088,2,,70.86478834,0.984168347,12.98657472,95.00053895,0.357947511,920.7406361,2.284608641,2.785790922,1.458202787,2.039964661,0.115492505,2,,0.694854171,3.132844817,3.132844817,0.647865316,1711364694,9995949805,0.374718438,922.6670444,2.283040081,2.770487537,1.450431543,2.036771058,0.114565468,2,,0.950816581,6.384014643,44.62996099,1.00E-10,0.405237309,920.9108644,2.297665832,2.723316561,1.416639932,1.910792688,0.115049555,2,,0.984453971,13.44670848,97.03833058,0.002065821,0.357949831,920.7407672,2.284593815,2.7858474,1.458310411,2.040344162,0.1154953,2
Sqle,1.50892858,2.84610105,2.553103684,9.701293178,0,0.936307342,3055285829,9999731661,0.492520134,761.7847191,1.502705965,2.558073822,2.001189271,5.28762256,0.13053296,2,0,0.93630767,0.936307149,0.530464293,3055367314,9999998530,0.492520095,763.8582766,1.502706008,2.558073733,2.001189202,5.287622225,0.13053296,2,,1.465415046,1.465416227,2331835198,9982788125,0.481065778,765.2528409,1.499341304,2.594851802,2.073666215,5.733433229,0.129954963,2,,11663.4959,1.467916391,1.467916391,0.514080323,8991895829,9952343004,0.954381259,767.3772683,1.49846513,2.591811204,2.073499861,5.736305621,0.12986202,2,,0.973328617,61976.03158,173735.9889,0.039487846,0.492030178,765.9511132,1.502973408,2.558194178,2.001017418,5.28646506,0.130544935,2,,0.936307306,3054707612,9997873619,8.42E-08,0.4925184,765.9508576,1.502705794,2.558073713,2.001189346,5.287623069,0.130532952,2
Nsmce2,1.995535709,3.335560462,1.552223622,2.203075004,0,2.124796921,2.960383747,22.15828426,0.774282825,2.00E+30,5.306124936,2.478596174,0.751185473,-0.501459172,0.464242783,1,0,4.862809972,0.385641199,0.500835732,2.778648941,30.13598637,0.324614266,847.9456968,1.960788775,3.215594978,1.45811401,1.626219971,0.056247406,2,,0.401728352,774.5691108,1.248939165,24.69869176,0.332566914,850.1013723,1.962310039,3.219911953,1.454121567,1.596182053,0.056762963,2,,3.419266682,0.594295532,0.594295532,0.498925373,1.818307549,25.90015413,0.333313017,852.1078456,1.962269676,3.219276228,1.451333039,1.584377822,0.05620636,2,,0.405608644,3.200589013,31.47308051,0.087600656,0.321883635,850.0637495,1.960136514,3.215769909,1.461428636,1.643105725,0.056326921,2,,0.36307207,0.001910542,41.27753707,0.139162194,0.312484345,850.0603298,1.959839599,3.214905066,1.463499911,1.656705126,0.056264106,2
Myc,2.267857137,6.814820033,2.643218309,8.314004771,0,0.28663113,3.800730291,73.37154323,0.441619503,841.2799383,2.239935413,6.652092234,2.503981357,7.083311738,0.123848361,2,0,0.659027071,0.007219353,0.995060932,107.8915469,540.3795634,1,842.7245036,2.213332687,6.318549228,2.497942012,7.360978374,0.12009013,2,,0.28663688,32.24296631,3.763584641,73.30824497,0.44159237,845.4460891,2.239928456,6.652122541,2.504009076,7.083488857,0.123848657,2,,0.215069848,1.606713741,1.606713741,0.506944969,9.009180672,144.8529463,0.432508455,847.0156821,2.234862152,6.556434297,2.511198421,7.260835759,0.122418899,2,,0.427893158,162.4094158,271.2609427,0.550067781,0.461571341,845.3977175,2.239554824,6.589387336,2.486735008,7.018510772,0.123389579,2,,0.274579963,1660261.467,59767571.11,93195.15721,0.462720282,845.3887781,2.239368539,6.582556978,2.485632662,7.018006219,0.123340847,2
Pvt1,1.51339288,3.769793095,4.595750399,29.37258055,0,1.098771311,4519280980,9993385939,0.622874893,762.6391902,1.513277987,2.375907898,1.973324476,5.647722789,0.141444317,2,0,1.09878233,1.098763935,0.485237334,2644115466,4732406418,0.769559269,764.7127483,1.513278549,2.375906481,1.973323237,5.647715694,0.14144429,2,,1.718249209,1.718250036,5692787257,9997781059,1,763.3982378,1.508566745,2.412989215,2.073337029,6.41731526,0.13802145,2,,6746462398,1.718228469,1.718228469,0.51850346,7157769565,6518021680,0.999998221,765.5101052,1.508572422,2.413012607,2.073348209,6.417380721,0.13802236,2,,1.098804959,3797374418,8543303995,8.59E-08,0.612196835,766.805329,1.513287625,2.375874806,1.973297723,5.647569912,0.141443558,2,,1.098772096,2826220801,6204700353,0.00457702,0.627377232,766.8053286,1.513276755,2.375905809,1.973324,5.647720196,0.141444202,2
Asap1,4.866071427,5.763286382,1.491679551,2.344073018,0,0.630257292,2.826366505,62.25061333,0.428038736,1197.767753,4.822919974,5.771520463,1.399722893,1.669120866,0.130409421,2,0,1.606646199,0.241205616,0.930742949,33.76528951,367.2070709,0.407363788,1197.695502,4.822431461,5.576953853,1.405966886,1.871942084,0.125201121,2,,201.5995436,0.630259425,2.817390808,62.24830039,0.428032412,1201.933893,4.822918766,5.771493171,1.399718214,1.669107366,0.130409184,2,,1.24E-08,1.616555301,1.616555301,0.999999997,3.971134912,33.22541911,1,1201.793991,4.814208479,5.571503787,1.400266711,1.833123353,0.124081442,2,,1.110673562,221.6757263,208.0434566,1.081159011,0.448044004,1201.070008,4.830598719,5.633730383,1.357344491,1.592098584,0.12711125,2,,0.554293276,8.61E-08,555.7051996,1.242561603,0.441953657,1201.097119,4.817113231,5.664535771,1.381985513,1.680869036,0.127601434,2
Efr3a,2.138392859,2.957640565,1.928293864,4.708709885,0,1.085379844,2029961492,9999148922,0.403103803,885.4538566,2.108719828,2.756258224,1.640637029,3.0306584,0.129397953,2,0,1.08537975,1.085379938,0.519222295,2030066723,9999669518,0.403103726,887.5274141,2.108719885,2.756258242,1.640636988,3.03065817,0.129397955,2,,1.304284195,2.48248266,1564342399,9999867957,0.396283916,889.5292682,2.105806992,2.777151777,1.67374445,3.168997857,0.128987789,2,,5027268811,1.666443849,1.666443849,0.496000379,3054038144,9999925404,0.394286633,891.6450431,2.105443424,2.78235309,1.680595719,3.195476932,0.128981959,2,,2.046757871,3542.136842,2394.408037,0.863322029,0.647029061,889.8153189,2.097758196,2.736243369,1.647875589,3.08847072,0.128710142,2,,1.085380066,2029898592,9998876917,0.025411411,0.403102322,889.619995,2.108720372,2.756257868,1.640636383,3.030655222,0.129397978,2
Phf20l1,1.263392861,1.998091249,1.447090416,1.729335814,0,0.706592985,5.700831043,80.31916702,0.173912278,699.196576,1.253344297,1.961720516,1.44645528,1.833156739,0.068389932,2,0,0.730819128,0.729879577,0.543090049,64.86895315,852.2090395,0.186104994,701.2929177,1.251998995,1.962189025,1.45406198,1.868659235,0.068451455,2,,1.085242564,0.99688931,2.914358564,62.77270896,0.166310024,703.2333971,1.254199561,1.965981717,1.445892316,1.817455792,0.067980921,2,,9154.432082,1.038915804,1.038915804,0.493127518,5.917900054,62.88260379,0.166315605,705.3447725,1.254190413,1.965973744,1.445971252,1.817794827,0.067979276,2,,0.008976427,0.56790946,4.775154738,16486.31323,0.40585295,716.5171238,1.262258157,1.670048386,1.066113159,0.599955221,0.10337069,3,,0.732907495,772506816.5,9990276290,0.003990891,0.188585717,703.3840184,1.251939449,1.962286697,1.454486916,1.870388162,0.068446515,2
Wisp1,2.107142873,3.90556905,2.462268135,7.798108832,0,0.867012986,1988998492,9999845436,0.484012472,879.7315949,2.093650601,3.315189952,1.989732456,5.084852892,0.129828012,2,0,0.867013169,0.86701239,0.506827547,1988974491,9999719050,0.484012537,881.8051524,2.09364924,3.31518917,1.989733014,5.084856749,0.129827972,2,,1.34831697,1.34842224,408482407.8,2709055782,0.47182565,882.2077916,2.085633286,3.377340345,2.069763145,5.528865773,0.12712391,2,,6664767.089,1.348337893,1.348337893,0.362770362,4156252107,9999693720,0.47183042,884.3196618,2.085642937,3.37739912,2.069771615,5.528871305,0.127124747,2,,0.869157534,422836377.5,1045782457,5.28E-09,0.980217448,883.9251697,2.091148517,3.308821599,1.990274272,5.093929236,0.129677125,2,,0.867013097,1988970699,9999698471,2.31E-10,0.48401256,883.8977334,2.093649776,3.315188928,1.989732655,5.084854805,0.129827981,2
Chrac1,1.575892851,3.599744556,1.937806937,3.925948459,0,0.301637774,1.308136456,22.59264153,0.37162875,749.1029176,1.559107789,3.540151777,1.83945175,3.193076095,0.093432091,2,0,0.243894954,1.305573187,0.497664573,2.142411042,29.52750039,0.33079273,750.7904911,1.558295332,3.528766663,1.843634939,3.252897278,0.092049389,2,,75.96930808,0.3019778,1.308424202,24.36917201,0.345488184,753.2677078,1.559275163,3.54142323,1.840003119,3.194752475,0.093477288,2,,1.178336631,0.40710778,0.40710778,0.494467763,1.601844907,12.15655717,0.721689694,755.29318,1.558040241,3.532910279,1.837275116,3.196294267,0.092940507,2,,1.044171379,251.3463545,79.01767861,3.5258283,0.33914326,752.7766954,1.559489803,3.497695676,1.827165483,3.212194627,0.091107644,2,,0.269533074,5.31E-07,41.29843984,0.155986998,0.324787297,752.9695,1.557194791,3.524895177,1.844446022,3.261108071,0.092186954,2
Ptk2,1.415178572,2.733086415,2.475405602,8.281826697,0,0.924390181,2890087503,9999877453,0.442893098,739.8433696,1.405206346,2.44758075,1.961845754,4.881656341,0.112230702,2,0,0.926784383,0.92678448,0.537764072,4583662769,6999807040,0.999906094,741.9343018,1.403982115,2.443957637,1.962179402,4.888727368,0.11208714,2,,1.44978318,1.449917972,5994409.132,27152251.32,0.431709856,743.4283424,1.401957063,2.472511852,2.019177581,5.215248985,0.111449121,2,,1449354886,1.457856075,1.457856075,0.572982636,8766155754,9773653079,0.997232393,745.5787681,1.399418132,2.46508935,2.020445668,5.234693277,0.111160346,2,,0.952619658,177160.9362,539778.3998,0.030660567,0.442451417,744.0095847,1.405152648,2.447662614,1.961905645,4.881889584,0.112231022,2,,0.924390087,2889620068,9998263078,3.37E-08,0.442892991,744.009508,1.40520628,2.447580822,1.961845834,4.881656723,0.112230701,2
Ptp4a3,3.401785742,6.07852932,2.204906678,6.081261096,0,0.577582929,14.39583544,205.5597549,0.43382915,1047.567483,3.365672102,5.895158912,2.017945977,4.653034068,0.171767379,2,0,1.3748148,0.45509087,0.56430504,393104616.1,4052048562,0.457065161,1049.436546,3.364719783,5.796169828,1.994895285,4.601537127,0.171142932,2,,4257790.71,0.57758255,14.39527635,205.5514939,0.433830364,1051.733621,3.365671457,5.895152308,2.017944448,4.653028428,0.171767345,2,,1.679543953,0.770066987,0.770066987,0.483249156,21.31974716,267.8867137,0.44061145,1053.841424,3.366466527,5.858381808,2.011547592,4.633103644,0.171649742,2,,1.08759798,1097.708623,1072.074378,0.897284401,0.454964781,1051.73272,3.364846728,5.877987205,2.011501574,4.624124559,0.171681203,2,,0.572701053,526.2799431,7936.88201,3.794256577,0.454359873,1051.73135,3.364996972,5.8765174,2.010651982,4.619924189,0.171678943,2
Lynx1,2.125000031,21.42121936,12.08648734,164.4035926,0,0.377835053,1630361949,9169662988,0.999982526,832.8910097,2.125023782,6.624169223,3.264453623,15.94610414,0.170469703,2,0,0.377834531,0.377845856,0.517152735,1094845364,9872846249,0.623678733,834.9645673,2.124996651,6.624023813,3.264432823,15.94590018,0.170467481,2,,0.622469268,0.622425578,116483288.8,799045501.3,0.990829723,834.1056676,2.115331629,6.854309703,3.514141329,18.98972921,0.170084877,2,,0.360615916,0.64168844,0.64168844,0.536222436,1252522568,9999659641,0.784758874,837.3805579,2.118515395,6.760578834,3.407126487,17.64637044,0.170224685,2,,0.377836018,435083278.1,2446999640,1.01E-10,0.999983433,837.0571484,2.124992822,6.624072921,3.264449823,15.94606651,0.170467887,2,,0.336976072,11.19557979,109888.7081,5100.938799,0.999995346,850.0068023,1.696814836,3.579148337,1.955110591,4.381083212,0.119813635,2
Ly6a,16.55357161,15.19669842,1.886513556,4.71554242,0,1.056132807,36.98489914,1208.578182,0.497984815,1723.091193,16.44114991,14.88722441,1.541210769,2.614790369,0.244911398,1,0,0.843733941,2.29791143,0.411114914,417274976.1,9999988590,0.516155662,1723.547511,16.43084822,14.31985815,1.483168509,2.474321874,0.241294514,2,,64374923.52,1.056133053,36.98653691,1208.62897,0.497985429,1727.257332,16.44115228,14.88724203,1.541212213,2.614794838,0.244911455,1,,0.802209732,3.474741813,3.474741813,0.577568984,362277501.8,9999727459,0.518083425,1727.196698,16.42265997,14.25207857,1.489882261,2.52652096,0.24039647,2,,1.205909835,865.4830235,4803.741147,0.145456097,0.510248157,1727.256407,16.43764023,14.85659807,1.53743188,2.601626046,0.244792819,1,,1.049025763,2220037.41,74420280.66,2763.476508,0.511255927,1727.249441,16.43911051,14.83272736,1.533137043,2.585633987,0.244728876,1
Gsdmd,1.12053572,3.592611731,2.958401581,10.57910312,0,0.487994774,1823117271,9999579573,0.421761073,648.3881475,1.102809046,3.051076285,2.481856445,7.542326113,0.115261159,2,0,0.487995072,0.487994739,0.514323465,1823094740,9999447030,0.4217613,650.461705,1.102808992,3.051075787,2.481856402,7.542326426,0.115261155,2,,0.777212044,0.788184895,1402.107427,9838.636114,0.412966493,651.5162377,1.098127659,3.087838068,2.541930138,7.926222184,0.113117151,2,,8947267637,0.783049431,0.783049431,0.57101015,54051889.33,216461247.8,0.412884085,653.6244205,1.098085623,3.087598188,2.542122776,7.927925147,0.113109886,2,,0.506576597,3801355.406,9161353.08,0.026081146,0.860058362,652.663673,1.096446876,3.028810339,2.488419165,7.621238874,0.114946611,2,,0.48799475,1823109908,9999537439,3.60E-07,0.421761171,652.554286,1.102809052,3.051076386,2.48185648,7.542326263,0.115261159,2
