name,mean,fano,skewness,kurtosis,p+telegraph,la,ga,v,p_telegraph,AICc1,mean1,fano1,skewness1,kurtosis1,HD1,type1,p+cross-talk,la1,la2,q1,gamma,nu,p_cross-talk,AICc2,mean2,fano2,skewness2,kurtosis2,HD2,type2,p+threestate,lam1,lam2,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+threestate-crosstalk,lam,kappa1,kappa2,q1,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+positive,lam,gamma,v,mu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+negative,lam,gamma,v,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type
Paf1,1.736607161,5.206837747,5.250298451,41.56706937,0,0.690840376,2460580746,9993077912,0.618959777,805.369974,1.736321612,3.509191745,2.425973578,8.614929341,0.140695041,2,0,0.690838104,0.690839446,0.545592102,2456667815,9973864966,0.619167897,807.4435315,1.736323021,3.509199735,2.425976058,8.614945455,0.140695222,2,,1.099108587,1.099227413,445679326.5,2118210127,0.663100558,807.3251029,1.7313903,3.599327296,2.579935804,9.962904113,0.139482425,2,,9999927733,1.09918935,1.09918935,0.418669584,90317110.93,119193093.9,0.999791145,809.4369797,1.731395906,3.599283424,2.579913121,9.962746564,0.139481906,2,,0.690841614,3977549085,9998564473,9.88E-07,1,809.5361263,1.736321068,3.509189156,2.425972909,8.614924993,0.140694978,2,,0.690839697,2459547331,9988552386,6.46E-06,0.618981269,809.5361125,1.73632308,3.509196283,2.425974514,8.614935074,0.140695163,2
Samd4b,1.080357151,3.134518921,2.508066173,8.090647257,0,0.329520048,2.575688847,24.67636417,0.385279032,630.6592886,1.069309953,3.084915949,2.290870981,5.87526201,0.091051561,2,0,0.26665982,1.586851944,0.486022523,4.909159235,17.47597624,0.711522792,632.2144643,1.067566997,3.060474142,2.276528335,5.840490679,0.088688063,2,,0.32951995,11954.70389,2.575607131,24.6767589,0.385271226,634.8254271,1.069309181,3.084912756,2.290870086,5.875257802,0.091051487,2,,0.255183558,2.49742189,2.49742189,0.489520517,4.295885414,18.03941194,0.674213854,636.3150666,1.068229676,3.056678324,2.271955269,5.820995288,0.088275427,2,,5.655380155,339.390415,17.23264178,19.27538858,0.896685383,634.4147115,1.071104594,3.027466179,2.2269493,5.525820657,0.08817548,2,,0.283549231,0.986787166,9831105081,137572952.4,0.413142463,634.3377925,1.068637404,3.046615456,2.258393282,5.729601123,0.088430845,2
Mrps12,4.169642865,3.7746826,2.220003932,7.421909378,0,1.851779887,2394355753,9999019321,0.5392807,1122.681916,4.156613446,3.194796765,1.404547243,2.556654702,0.167907864,1,0,1.851779617,1.851780321,0.531476137,2394516659,9999700490,0.539280154,1124.755474,4.156613209,3.194796586,1.404547252,2.556654828,0.167907858,1,,2.81346682,2.813463065,1811642929,9999464421,0.536733744,1125.113408,4.147124253,3.246321786,1.473832764,2.851582677,0.166906967,1,,1265283256,2.8170712,2.8170712,0.517461012,6505994494,9962493475,0.999438607,1127.239744,4.145430453,3.243309691,1.47383672,2.853259964,0.166829173,1,,1.85283192,943384747.6,2123009062,1.00E-10,1,1126.854424,4.155866236,3.193453622,1.404500305,2.557062021,0.16787149,1,,1.852327566,12678176.17,52879607.2,0.000188269,0.539750481,1126.848065,4.156341059,3.194066819,1.404449594,2.55656488,0.167891634,1
Nfkbib,1.410714295,3.14624778,2.313340921,7.521935571,0,0.473100881,4.013935905,32.24248243,0.414447438,728.240794,1.400359262,3.116052026,2.083049311,4.99263732,0.105786498,2,0,2.223706291,0.389610604,0.536454278,9.281815941,25.25108267,0.796846356,729.818164,1.399413343,3.08862214,2.056860075,4.890786328,0.103686152,2,,542.3635127,0.472464986,3.971417101,13.26030344,0.999979748,732.409373,1.400233989,3.114231977,2.081237882,4.981971594,0.105743658,2,,2.587256458,0.457067845,0.457067845,0.141567635,29.27320333,50.20567202,0.814737549,733.7028432,1.410346033,3.00873326,1.972193749,4.472813088,0.101261444,2,,791.175289,48109.40054,22.64881978,1903.865665,0.98889618,732.0623731,1.402860219,3.06660946,2.019566414,4.648717873,0.103693128,2,,0.398080356,67616713.08,2994979554,33825304.2,0.417545638,731.9753232,1.404185935,3.058631358,2.007397306,4.587253445,0.103266385,2
Sirt2,3.254464275,3.75376614,1.256325628,1.2246598,0,0.489655862,1.132867647,29.17121052,0.366874039,1030.898841,3.168626478,3.712129415,1.111414693,0.487458131,0.118801418,2,0,0.007277023,2.592298793,0.00102494,397.7814207,1834.692627,0.380637954,1021.257793,3.177385922,3.502312256,1.065065509,0.575328089,0.085183129,3,,0.489652869,59.89163158,1.123439554,29.16238402,0.366929824,1035.065073,3.168613504,3.712151586,1.11142488,0.4874828,0.118801194,2,,2.621426874,1.61E-05,1.61E-05,1.16E-06,42.73570488,76.03946391,1,1026.16081,3.137194614,3.447626703,1.070742515,0.627623517,0.085223123,3,,702097.9491,198561315.8,72.26114436,3415317.709,0.378177009,1028.590798,3.208644427,3.523108985,0.992232857,0.277460303,0.102292309,2,,0.434500467,5.22E-07,38.86659184,0.08268787,0.354748374,1033.044962,3.158909925,3.692088726,1.114535579,0.525866065,0.113577811,2
Hnrnpl,2.830357146,3.12232425,1.558701562,2.574529373,0,1.239362493,1490510558,9999159127,0.348996472,987.5872927,2.805437655,2.968722921,1.439135187,2.14595873,0.079760888,1,0,1.239362827,1.239362465,0.521361501,1490482981,9998971184,0.348996525,989.6608502,2.805437686,2.968722812,1.439135206,2.145958919,0.079760887,1,,1.852215011,1.852211561,1067147665,9999508389,0.340202869,991.4756762,2.804759982,2.99580542,1.461449171,2.20283723,0.079183004,1,,1.387019051,1.796867333,1.796867333,0.668150552,1184286387,9999995978,0.341868535,993.6392571,2.804973939,2.989919506,1.4565631,2.19043432,0.079282191,1,,2078.258674,3466983292,1797786.664,1678.609961,0.348984632,991.7536535,2.805791451,2.971186801,1.439256733,2.144881115,0.079785039,1,,1.239362346,1490504496,9999121609,1.10E-06,0.348996404,991.7534311,2.805437593,2.968722981,1.439135162,2.145958537,0.079760888,1
Actn4,22.2187501,13.57329363,1.3699166,3.160231319,0,1.171767298,6.128088309,281.0371726,0.490778382,1837.998362,22.07596888,14.78810825,1.153306843,1.173745149,0.281665765,1,0,0.455782331,3.174437518,0.04612843,6859686.916,61223400.82,1,1825.655597,22.13095636,12.84876885,1.019721822,1.169757667,0.261353712,3,,2072.757063,1.171770848,6.124702481,281.0409507,0.490776295,1842.1645,22.07599367,14.78812229,1.153309274,1.173754334,0.281665922,1,,3.025547492,0.615956237,0.615956237,0.026777908,1872.586453,29916.56002,0.568222973,1829.860744,22.10208855,12.80635029,1.024792585,1.192789738,0.261185258,2,,1318.179914,2952255.891,1841.885833,1624.894981,0.557106723,1836.28066,22.07584491,13.33362601,0.905248252,0.532417955,0.269622535,2,,0.958747913,5.49E-07,9971206191,3622975.48,0.540976925,1837.0756,22.03076349,13.8152443,1.020807693,0.854808725,0.273284383,2
Eif3k,12.42857148,6.079330952,1.71851971,6.540034339,0,2.232355126,44.0574387,471.5844632,0.546459167,1548.207946,12.41792329,6.154050174,1.199087701,1.886526261,0.210725631,1,0,3.223688786,0.246002241,0.994875777,637033425.7,2608403667,0.999999666,1541.319641,12.42378401,5.639729251,1.033480102,1.545807657,0.19137714,3,,2.232523738,444.5740834,43.81775083,471.2295662,0.546579195,1552.374092,12.41747383,6.153500655,1.199062967,1.886510366,0.210716353,1,,0.320765629,5.314848585,5.314848585,0.989215448,1524673981,7746549007,1,1544.973441,12.51157013,5.586223724,1.049745534,1.669735905,0.191227702,3,,5.723819663,2506.99553,1224.791129,1.873854041,0.501404947,1552.12795,12.42347088,6.010461846,1.093401336,1.463903058,0.207595961,1,,1.980203286,144532.3647,2241871.906,1489.916115,0.539549768,1552.06485,12.42544069,6.006240738,1.089866037,1.451672788,0.207466169,1
Psmd8,10.50446424,6.382488529,0.853194921,0.339319069,0,0.993574417,2.199256524,73.36055379,0.458867528,1504.073821,10.40267708,6.430934397,0.78889071,-0.04952181,0.14690924,2,0,0.613105966,2.053620962,0.194208476,4.079751205,40.72763447,1,1504.236526,10.36205824,6.261087816,0.778718164,0.032915493,0.14206783,2,,0.99357937,765.6444621,2.196448541,73.36017882,0.458873964,1508.23996,10.40266253,6.430953438,0.788899653,-0.049501938,0.14690948,2,,0.806552263,3.901711319,3.901711319,0.506025014,2.944449666,83.05120285,0.45153981,1508.845633,10.42289232,6.307875554,0.777760153,-0.002573809,0.143783614,2,,1.705489566,377.2983635,301.8668362,1.335537518,0.459106977,1506.412928,10.40573629,6.245311216,0.765371772,0.016034484,0.142595778,2,,0.859071062,9.01E-08,124.2353583,0.101610556,0.444372135,1506.968928,10.38972468,6.3318375,0.78306552,0.007431176,0.144198758,2
Yif1b,4.991071439,4.325565441,1.171497046,1.351877356,0,0.831986813,2.355108648,43.46789097,0.439003535,1207.960033,4.960730192,4.316778963,1.08925751,0.763578811,0.105694306,2,0,3.211338347,0.585041575,0.799142291,9.97698206,34.43892321,1,1209.011743,4.949356475,4.205335609,1.083098357,0.879044395,0.102344294,2,,9436098.212,0.831985018,2.355096058,43.46825937,0.438999553,1212.126172,4.960738429,4.316785241,1.089255762,0.763571337,0.105694448,2,,0.690751219,4.192330573,4.192330573,0.499977948,3.806565007,54.73175661,0.425018725,1213.457276,4.95905883,4.280193988,1.091788,0.838124933,0.103818766,2,,1.213041456,84.05204686,108.957425,0.820691873,0.435708429,1211.239538,4.963566234,4.246811842,1.072571191,0.797724495,0.103003048,2,,0.711125658,1.25E-10,76.51474917,1.22612613,1,1211.369892,4.953857075,4.262134962,1.084993291,0.822739668,0.103366072,2
2200002D01Rik,3.214285762,10.26071438,2.540194864,7.676426073,0,0.186618271,1.671617348,64.8234622,0.484951251,894.4401069,3.140270436,10.77106539,2.461215078,6.228703159,0.172858438,2,0,1.143786403,0.145862892,0.533547813,2.95028795,37.63795623,0.999988066,893.888852,3.162242942,10.45318929,2.410717833,6.088307126,0.167351473,2,,134930.9756,0.186618722,1.671627344,64.82282222,0.484957352,898.6062454,3.1402648,10.7710516,2.461218966,6.228732225,0.172858298,2,,0.78496484,0.036415455,0.036415455,0.024985469,7.191953497,63.68088517,1,895.8696149,3.168630621,9.868405501,2.384239337,6.249051491,0.160308902,2,,0.470746871,646.6363974,294.8193104,2.318600571,0.496845952,895.4461087,3.196089843,10.02994775,2.279022543,5.37493974,0.164946894,2,,0.167301216,1.08E-10,59.80026724,0.236473278,1,896.5750153,3.136140852,10.34489063,2.397346619,6.000893409,0.167612491,2
Zfp146,1.008928566,2.840628946,2.348859518,5.76481642,0,0.501301057,1507198128,9999255700,0.318965834,619.7656731,0.979732954,2.540447241,2.14518368,4.983383272,0.055367521,2,0,0.501301113,0.501301022,0.513083409,1507277727,9999783421,0.31896587,621.8392306,0.979733043,2.540447321,2.145183589,4.983382676,0.055367519,2,,9999128847,0.50111461,2113.929928,14027.09111,0.319022799,623.933255,0.979668872,2.540621053,2.145335911,4.98413679,0.055368132,2,,0.571506289,0.780585184,0.780585184,0.87888405,1181186725,9999983269,0.315414037,625.6199397,0.977648287,2.55277092,2.16797069,5.098920683,0.052916619,2,,0.512591101,19.19590792,38.79651537,3.46E-05,1,624.6237362,0.963948118,2.496965774,2.169858385,5.198737356,0.055593365,2,,0.501300929,1506624252,9995448936,3.31E-08,0.31896591,623.9318116,0.97973296,2.54044757,2.145183787,4.983383553,0.055367516,2
Capns1,11.81696431,7.653001849,2.498260427,13.00562251,0,2.037583413,1127237319,9999586224,0.653755104,1538.581864,11.81437109,6.787545201,1.393046854,2.827140842,0.186755762,1,0,2.037302656,2.037300749,0.502618434,1005031352,9997579784,0.583094674,1540.655132,11.81471951,6.788488654,1.393125561,2.827406796,0.186766861,1,,3.072715301,3.054939624,788236444,9037969208,0.672592908,1542.034271,11.80827618,7.025123417,1.519984242,3.444590185,0.188686163,1,,2492489572,3.064256543,3.064256543,0.511153819,1529009964,9991917472,0.603220007,1544.145868,11.80994313,7.024973004,1.519841959,3.443893398,0.188697722,1,,2.037305115,328919850.7,3272124000,1.04E-06,0.583048375,1542.747713,11.81458706,6.788421143,1.393126371,2.82741607,0.18676525,1,,2.037309583,1005312325,9999961109,2.742012031,0.583117236,1542.747714,11.81473266,6.788472364,1.393122891,2.827396455,0.186766817,1
Tbcb,8.200892941,9.557953284,2.590793002,11.40728251,0,0.819308144,17.18472771,353.4469839,0.510060168,1420.743952,8.171700177,9.864003558,1.838260942,4.217612999,0.220286342,2,0,0.300268558,2.103157654,0.069120692,1004276706,5555007033,0.997683285,1413.38657,8.193568529,8.374257013,1.51892675,3.009603019,0.197828702,2,,3633.382531,0.819309066,17.181391,353.4584049,0.510059249,1424.91009,8.171712878,9.864027827,1.838263723,4.217626085,0.220286582,2,,2.081993366,0.438561506,0.438561506,0.046140261,5519881.151,30269504.32,1,1417.508011,8.193842796,8.356559268,1.512298614,2.980719965,0.197504611,2,,1222.914479,981381.0281,562.4415546,1646.756435,1,1424.223678,8.19000808,9.420944188,1.676520683,3.375288614,0.216121267,2,,0.730952138,294008230,9971805791,6056431.868,0.540362459,1424.121812,8.192364266,9.360162019,1.655576198,3.27238731,0.21545724,2
Polr2i,2.209821447,3.662905885,2.370777072,8.342130315,0,0.779104766,35.06160795,215.2276611,0.472864447,896.121638,2.195755001,3.583265932,2.001693735,5.052700917,0.120241517,2,0,0.131828924,1.559916844,0.029721641,5236127984,9804800152,1,895.8003332,2.202354351,3.360162902,1.79070826,4.039973764,0.110782459,2,,147.0488964,0.779114577,34.84818127,215.0507351,0.472867678,900.2877814,2.195753909,3.583276734,2.001708884,5.052792675,0.12024172,2,,0.143968074,2.508233313,2.508233313,0.95932743,160527.9195,797244.8,0.46290988,899.6586125,2.186474281,3.300975409,1.824022587,4.292874756,0.109469302,2,,68.73075326,73402.25498,710.799747,89.43880702,0.488467367,900.2683781,2.197302587,3.566679302,1.977048944,4.90510129,0.119867084,2,,0.760966744,490.7953253,3181.735167,4.138469584,0.486880466,900.2696002,2.197318214,3.567671296,1.978261123,4.912160531,0.119890361,2
Clip3,1.620535719,3.908389923,2.308992772,5.971660082,0,0.503419163,1114463794,9999436380,0.375449679,770.4704993,1.584645034,3.58873081,2.125461751,4.952190536,0.097496876,2,0,0.503419107,0.503419164,0.483897917,1114446968,9999288040,0.375449624,772.5440568,1.584645088,3.588730891,2.125461679,4.952190016,0.097496879,2,,0.783398017,0.783396617,821299239.2,9995816064,0.366322314,774.2982664,1.582729607,3.630436259,2.155863408,5.078284783,0.097075236,2,,9999980510,0.783397292,0.783397292,0.556919822,54439211.62,368995724.3,0.366322363,776.4101338,1.582729732,3.630436489,2.155863362,5.07828438,0.097075239,2,,0.5308877,746.347127,4222.280709,0.0600349,0.374840889,774.6450067,1.588076471,3.596893495,2.122414103,4.928084028,0.097652935,2,,0.503419126,1114398283,9998850167,3.97E-05,0.375449647,774.6366377,1.584645008,3.588730879,2.125461763,4.952190529,0.097496877,2
Alkbh6,1.67410714,2.835226175,1.873735707,3.949129948,0,0.725751183,10.76420249,82.43215363,0.328761531,795.9648546,1.636123672,2.68243252,1.678847969,2.818144942,0.070236559,2,0,0.2966962,1.409396173,0.103086157,6084.39145,32113.31138,0.326583147,797.6066511,1.664546549,2.658590611,1.611542137,2.542485419,0.069182508,2,,0.725754479,196.2052729,10.72380543,82.43012733,0.328747112,800.1309935,1.636114532,2.682425786,1.678850584,2.818158029,0.070236887,2,,1.773071073,0.951331247,0.951331247,0.497585506,11.34476663,83.49395959,0.329443785,802.2872278,1.635973498,2.683092531,1.678858173,2.816284859,0.070426287,2,,2.301193135,122.8717752,38.74810944,2.512198537,0.74410524,800.3611931,1.63043534,2.642284735,1.648549041,2.714809536,0.070208893,2,,0.708818209,645.100081,5519.586912,14.03722163,0.347977761,800.1333515,1.635880128,2.676016627,1.672665775,2.795778552,0.070176953,2
Sdhaf1,1.522321428,2.333983557,1.417095398,1.639498187,0,0.394471275,0.728248482,14.66444403,0.295257643,757.8168653,1.485372183,2.218316155,1.266094481,0.959384413,0.07993228,2,0,0.323321438,1.691691815,0.493376687,1.121569866,4.647311122,0.996800697,759.5619653,1.483170649,2.215074947,1.266892329,0.972474018,0.078426603,2,,105.1102454,0.396585532,0.7350646,15.67506399,0.277812652,761.9805332,1.485505186,2.21925415,1.266845107,0.960928233,0.079980176,2,,1.504461075,0.532886865,0.532886865,0.495417361,0.868402377,15.81647708,0.279637515,764.0272753,1.485320085,2.218221982,1.264029213,0.953296791,0.079737272,2,,4150.539223,547096.4024,34.64780706,21519.87825,0.279405286,760.9742957,1.48627112,2.197797051,1.246836854,0.930999219,0.076061119,2,,0.365882566,0.003263643,19.79829882,0.083451361,0.266498028,761.7207842,1.482058123,2.221957845,1.277334824,1.001992222,0.078773313,2
Hspb6,1.678571427,2.59802434,2.980154193,13.89288646,0,1.631336531,2233632295,3896733486,0.589803534,791.4837686,1.67813023,2.025315344,1.642908359,3.808569522,0.136651658,1,0,1.631338777,1.63133203,0.516589061,5695894640,9943748295,0.589397761,793.5573261,1.678130201,2.025315956,1.642908757,3.808571312,0.136651671,1,,2.482090839,2.482096574,4376001427,9998005479,0.591131509,793.4334643,1.67533263,2.06286525,1.717804897,4.26678384,0.134372914,1,,12403.29877,2.482816133,2.482816133,0.518014857,20630.4818,33499.13755,0.430498876,795.5688954,1.67405768,2.061331592,1.717114944,4.262322521,0.134330837,1,,7.332332129,9998702534,1271631135,3.4946896,1,795.649911,1.678126677,2.02531591,1.642910542,3.808580027,0.136651603,2,,1.631336397,5711142362,9972613109,0.000171648,0.589264629,795.6499071,1.678129954,2.025315262,1.642908446,3.808569968,0.136651651,1
Rbm42,3.763392869,5.765670045,1.980318698,6.527460699,0,0.445501344,2.270893514,44.05020779,0.513437961,1077.470566,3.708498459,6.082957739,1.692050852,2.835371368,0.147052538,2,0,0.000316576,1.759246281,7.61E-05,3264982549,9937293014,1,1065.68237,3.753658672,5.568522105,1.649971951,3.294518197,0.117073715,3,,787745.698,0.445501455,2.27089219,44.05053351,0.513434057,1081.636704,3.708498512,6.082956367,1.692050597,2.835370387,0.147052521,2,,1.758155822,8.33E-10,8.33E-10,1.00E-10,2383502.279,7256130.839,1,1069.886701,3.753468307,5.568451368,1.650106856,3.295319948,0.11707183,3,,8.407390935,5172.82115,178.2627386,31.74972772,0.409781672,1074.247044,3.762535245,5.517603653,1.421930477,1.811597294,0.121256518,2,,0.38532877,1.01E-10,83.13680224,0.959724106,1,1077.337588,3.696462235,5.914682133,1.662565519,2.847289032,0.137989646,2
Tmem147,12.05357157,8.133836078,1.574680382,3.701948164,0,1.397772645,14.54268202,282.8359701,0.486799945,1571.183346,11.99430734,8.17506468,1.273043515,1.718960561,0.212000565,1,0,2.16908497,0.161071201,0.993534683,86309.79627,874621.6434,0.587160569,1564.04513,11.87436716,7.49112659,1.204447955,1.742075913,0.194496804,3,,619.6826803,1.397826585,14.51166687,282.8389269,0.486826332,1575.349485,11.99421322,8.174889989,1.273056838,1.719045497,0.211999082,1,,0.054664461,3.263253771,3.263253771,0.997646703,469.4198833,3723.231709,1,1567.335446,11.9755331,7.602137673,1.253229816,1.921117518,0.195080837,2,,2.95791716,1595.506517,1129.22741,1.331999052,0.518751973,1574.888355,12.01126461,7.988554402,1.198016536,1.472194205,0.209803876,1,,1.260910573,317.5668553,9300.305957,5.098450474,0.521040161,1574.855144,12.01164012,7.975711092,1.194084285,1.460665202,0.20964658,1
Sbsn,5.620535734,11.59868615,3.398897561,17.99332137,0,0.573495502,564049679.2,9998906519,0.553562576,1240.112312,5.60137226,10.53723611,2.471649256,8.256695441,0.208412076,2,0,0.768575448,0.140476116,0.964951939,1180359126,9999822248,0.999346738,1241.179237,5.610810763,9.915807195,2.330043001,7.432784644,0.204980698,2,,0.5807779,5.385251602,516349111.4,9999762846,0.554424742,1244.233785,5.598610903,10.6100021,2.498963185,8.44961735,0.208535659,2,,0.398337511,1.666547836,1.666547836,0.581586596,571965070.4,9999766784,0.561779924,1245.439919,5.596734498,10.18914909,2.407442437,7.933883767,0.205950056,2,,0.581376385,43209.85496,606874.7135,0.014081596,0.552983565,1244.278809,5.601910951,10.54053831,2.471726978,8.25634731,0.20842865,2,,0.573495539,564051655,9998941516,0.087620825,0.553562709,1244.27845,5.601373887,10.53723798,2.471649013,8.256693201,0.2084121,2
Fxyd5,5.977678602,8.291925666,1.853548536,3.849613577,0,0.64618191,9.350922849,215.633871,0.440140774,1279.334125,5.877219778,7.975701925,1.648213465,2.614167858,0.176550838,2,0,1.729346871,0.521315043,0.596617426,4939.082622,72068.26208,0.471506522,1281.013197,5.865883529,7.765206568,1.625569754,2.596675589,0.174698499,2,,0.646627385,9.234444506,8.215595944,203.9250211,0.438991903,1283.499191,5.87784481,7.978946633,1.648581971,2.6150018,0.176573996,2,,0.533048209,2.93495012,2.93495012,0.502519248,596680459.3,9944533302,0.472379399,1285.172454,5.864894729,7.779874907,1.628819282,2.609115176,0.174654062,2,,0.7689759,178.9947653,736.321282,0.194062187,0.465810667,1283.582706,5.867581355,7.940352379,1.644940429,2.606297047,0.176335197,2,,0.64016513,391378.1148,10011493.77,3179.37422,0.468492913,1283.568299,5.868219352,7.92547074,1.64112008,2.594265386,0.176254026,2
Uba2,4.040178566,4.946561833,2.392959282,11.26739847,0,0.766974324,8.094844403,87.05937099,0.534578835,1128.370436,4.024716645,5.289783283,1.788751724,3.956184252,0.176311008,2,0,1.03E-05,2.396481024,1.28E-06,31448221.21,108056760.4,0.636179106,1108.714385,4.038859666,4.379741882,1.355464452,2.33425531,0.118881863,3,,0.766937758,9441551.16,8.095279366,91.93000748,0.506312204,1132.536053,4.024795332,5.290118447,1.788807962,3.956448007,0.176315013,2,,2.39286895,1.54E-06,1.54E-06,9.55E-08,4567054400,9997567555,1,1112.918666,4.039415382,4.381906692,1.356445322,2.3383547,0.118945071,3,,17.85073716,7549.336403,178.1586054,46.04828654,0.373489678,1127.368813,4.039739485,4.509134978,1.236854305,1.35121128,0.142347269,2,,0.578413676,193.4925084,9978938788,39692568.52,0.466019207,1128.734177,4.008444454,4.866702661,1.508501849,2.527035319,0.159712424,2
Pdcd2l,1.049107143,3.227488597,2.481459775,6.698784067,0,0.40468727,1198330584,9999944853,0.333337093,623.1024856,1.015971715,2.931246074,2.286876141,5.656765438,0.074123485,2,0,0.404687136,0.404687413,0.532971343,1198271395,9999450853,0.333337119,625.1760431,1.015971766,2.931246162,2.286876098,5.656765103,0.074123486,2,,0.63898521,0.638982079,890616850.3,9989455314,0.326396526,627.0266559,1.014693445,2.950457276,2.30864554,5.760561668,0.073547483,2,,0.42794185,0.621152357,0.621152357,0.529078813,1021384227,9999967136,0.328945101,629.2237039,1.015249092,2.943095899,2.300295474,5.720716783,0.073742778,2,,0.443093726,39256.13273,173618.4639,0.094992988,0.333182795,627.2687489,1.016075974,2.931227307,2.286608996,5.655066674,0.074130193,2,,0.404687321,282259998.4,2355427315,1.00E-10,0.333337261,627.2686241,1.01597124,2.931245663,2.28687688,5.656770455,0.074123468,2
Gpi1,4.124999999,3.857684007,1.888218197,4.803104693,0,1.699208812,2124035829,9999217669,0.515824618,1123.213083,4.11285095,3.368068924,1.46533229,2.804826438,0.172759538,1,0,1.699208569,1.69920915,0.510064285,2123901095,9998621910,0.515822752,1125.286641,4.112852004,3.368069389,1.465332146,2.804825524,0.172759557,1,,2.575015906,2.575007887,1576426524,9992069470,0.505327194,1125.538448,4.103243099,3.436443708,1.541372777,3.13637147,0.170587336,1,,1.917769982,2.479886037,2.479886037,0.660984647,1809951822,9939271027,0.532603433,1128.055198,4.101876326,3.420210539,1.52327894,3.056017818,0.171006101,1,,1.702476987,4137636214,9999995615,0.001042134,1,1127.389532,4.111578154,3.365834294,1.465352726,2.806119355,0.172710963,1,,1.69920854,2124041879,9999258033,0.000578789,0.515824097,1127.379222,4.112851019,3.368069306,1.46533235,2.804826533,0.172759543,1
Pepd,1.491071437,4.550844838,3.434883608,17.37057514,0,0.416903401,1373543151,9998084341,0.493489548,730.3500354,1.472883816,4.298490853,2.732615286,9.483736791,0.122244493,2,0,0.930697789,0.204919274,0.797143727,96349.42608,297849.5144,0.885977665,731.7304055,1.470736696,4.084313085,2.576256121,8.478717233,0.116719149,2,,60.15681137,0.41691526,36024.42677,264014.271,0.49354194,734.5161244,1.472899514,4.298668955,2.732705737,9.484340722,0.122247064,2,,0.296586265,2.078818575,2.078818575,0.517738351,1612876510,9999993285,0.511239005,735.9770509,1.476124127,4.169072775,2.618947642,8.73748957,0.118489504,2,,0.530325044,126492707.6,288506302.4,0.262587916,0.496483845,734.5183502,1.473228962,4.278947001,2.728202557,9.466902879,0.122038449,2,,0.416903409,1361486940,9910307839,0.059497358,0.493490529,734.5161739,1.472883977,4.298491148,2.73261523,9.483736235,0.122244499,2
Cebpg,1.160714312,4.79313198,4.059345822,20.66679205,0,0.441022259,1974714958,9999750834,0.520163093,652.8376331,1.152990636,3.513915274,2.814852686,10.52364667,0.145072649,2,0,0.441022196,0.441022322,0.500631145,1974688420,9999613996,0.520163097,654.9111906,1.152990372,3.513914782,2.814852863,10.52364859,0.145072636,2,,0.721129878,0.71641628,47100.57901,295642.0901,0.513988387,655.1046369,1.146841112,3.571544109,2.915901909,11.33458443,0.141926278,2,,409.0630455,0.721500265,0.721500265,0.99986462,3051454039,9785452930,1,657.2380215,1.144715739,3.559467376,2.915469382,11.34615598,0.141766765,2,,0.442902984,14877841.03,73442758.18,0.004264599,0.520147855,657.0037732,1.152990402,3.513914839,2.814852652,10.52364632,0.145072643,2,,0.441340781,224958.1914,1137071.181,5.75E-06,0.521145847,657.0039387,1.153870082,3.513950182,2.813700573,10.5143819,0.145104576,2
C230052I12Rik,1.116071429,2.94792858,2.524731342,7.566645232,0,0.564895821,1783041839,9998861616,0.358367414,653.8443682,1.096893215,2.697814164,2.231037862,5.826753582,0.118600139,2,0,0.564895819,0.564895989,0.521647118,1783181496,9999646420,0.358367268,655.9179256,1.096893113,2.697813818,2.231037844,5.826753787,0.118600135,2,,0.896881982,0.891745101,111784.6847,822280.5713,0.349248831,657.7979912,1.095200561,2.720271454,2.268148941,6.030120479,0.117823127,2,,0.568892229,0.892738895,0.892738895,0.573050857,1515214506,9999985912,0.352300267,659.9744028,1.095774325,2.712284545,2.255244784,5.959761277,0.118072635,2,,3.388601978,9942700758,1638449258,4.998648867,0.358370019,658.0105067,1.09689229,2.697817979,2.231040963,5.826769797,0.118600106,2,,0.564895855,1782810422,9997567038,9.66E-06,0.358367281,658.0105066,1.096893212,2.697814028,2.231037782,5.826753171,0.11860014,2
Nudt19,1.705357147,3.038098378,2.044023574,5.336371543,0,0.731453804,16.40155059,111.24523,0.361642468,802.2890895,1.688983209,2.946308083,1.903109964,4.20916943,0.056806444,2,0,1.653207824,0.606510439,0.508749416,20156.57789,103577.7411,0.3743909,804.3381398,1.688418992,2.93455435,1.897787734,4.206835052,0.056585432,2,,0.731432726,26.259211,15.68284616,109.4273076,0.361603282,806.455294,1.688964866,2.94639547,1.903136134,4.209226068,0.056806843,2,,0.571379332,2.547950914,2.547950914,0.506919341,8635.400452,50256.71295,0.373460534,808.5422692,1.688313002,2.933682907,1.899712602,4.223740041,0.056633215,2,,0.9317938,34.89664276,52.52966553,0.31908261,0.721972956,806.5297684,1.685720956,2.918797814,1.88205686,4.117310917,0.056126563,2,,0.725925272,50353.94719,354697.6945,581.2250213,0.375656568,806.4542571,1.688851653,2.943511859,1.900639639,4.198766724,0.056728627,2
