name,mean,fano,skewness,kurtosis,0.5+telegraph,la,ga,v,p_telegraph,AICc1,mean1,fano1,skewness1,kurtosis1,HD1,type1,0.5+cross-talk,la1,la2,q1,gamma,nu,p_crosstalk,AICc2,mean2,fano2,skewness2,kurtosis2,HD2,type2,p+threestate,lam1,lam2,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+threestate-crosstalk,lam,kappa1,kappa2,q1,gamma,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+positive,lam,gamma,v,mu,p,AICc,mean,fano,skewness,kurtosis,HD,type,p+negative,lam,gamma,v,nu,p,AICc,mean,fano,skewness,kurtosis,HD,type
Mcm4,5.989361727,4.182929601,1.003454453,0.194670817,0,1.459892736,863213027.7,9999984423,0.395625787,1066.502249,5.790771681,3.784134326,0.899389784,0.134609308,0.10650032,1,0,1.459892271,1.459892907,0.570138579,863162941.1,9999409457,0.395625685,1068.61334,5.790771845,3.784134201,0.899389616,0.134608904,0.106500332,1,,1.964608601,1.964703529,7.681799453,160.9009881,0.367161125,1068.053781,5.811422024,3.82429342,0.89636814,0.103752136,0.105444286,1,,19.20074718,2.034684064,2.034684064,0.490629853,25905980.91,235183162.6,0.386086725,1070.155048,5.792010827,3.813470465,0.907819548,0.134147318,0.104738991,1,,1.611425128,14.12636926,36.05669264,0.215964979,0.996632688,1072.500797,5.642673882,3.579925465,0.902278413,0.252005838,0.114994933,1,,1.459841642,70611518.89,818016444.1,2.23E-05,0.395639449,1068.61334,5.790797341,3.784240932,0.899399885,0.134600801,0.106498363,1
Mcm5,7.446808522,3.261762931,0.80540725,0.390342659,0,2.022438233,5.556962458,74.29501447,0.378874118,1106.738754,7.355982654,3.199171655,0.707149428,0.007443695,0.161436591,1,0,1.755169619,4.364632673,0.490876758,9.048842343,90.21754549,0.382253085,1108.559758,7.353480112,3.189088684,0.700487347,0.011654756,0.160582679,1,,366.2363265,2.022437479,5.52597285,74.29091816,0.378871768,1108.849845,7.355980894,3.199184825,0.707151591,0.007442637,0.161436754,1,,1.565408549,3.898937655,3.898937655,0.483033647,3.960812653,66.97933613,0.368864642,1110.81579,7.371759384,3.190939512,0.677707873,-0.044892161,0.16098403,1,,2.861521917,117.1325298,156.4049962,0.733239367,0.396482614,1108.580849,7.354860813,3.173540041,0.678184821,-0.019425346,0.160123471,1,,1.61695146,9.53E-05,9996071916,35539758.1,0.404038978,1108.502105,7.353527158,3.165040201,0.682653758,-0.002293154,0.159828799,1
Mcm7,7.936170232,4.482060362,0.858018286,0.192758727,0,1.330466314,4.142065053,85.79042689,0.389552955,1157.021429,7.750703912,4.372795208,0.765971172,-0.116050265,0.217405833,1,0,2.769119803,1.12668122,0.52979703,6.876538901,107.9059953,0.392561153,1158.603549,7.746878572,4.347686038,0.756780512,-0.112859355,0.216068652,1,,1.330911807,22.98905908,3.869729466,85.0353521,0.389425798,1159.13234,7.750772735,4.373050803,0.766055022,-0.116001184,0.217411843,1,,0.1235571,2.720790242,2.720790242,0.991012379,3.36078599,29.3024043,1,1159.593057,7.69154238,4.168498076,0.738475535,-0.036264983,0.210501429,3,,3.267510704,643.7528696,326.1675886,1.990603337,0.418850921,1158.858493,7.752673658,4.294956743,0.730678383,-0.140798477,0.215332731,1,,1.122798987,0.001318424,9999824356,19764298,0.41735314,1158.84166,7.746714719,4.304555822,0.738993176,-0.129605051,0.215503509,1
Mcm8,1.223404251,2.176595752,1.694638408,2.82302664,0,0.720784586,3.886072907,10.65797744,0.73403215,582.8060146,1.194420405,2.045968878,1.606171317,2.499175495,0.093147002,2,0,0.797827864,0.797826907,0.511463531,1413973617,9993290033,0.241544601,584.480383,1.200331497,2.065119567,1.607920662,2.470156093,0.092882048,2,,1.185335582,1.183816264,3731.903372,38044.63223,0.238242312,584.3548237,1.199863419,2.070943107,1.615862824,2.495507166,0.09254162,2,,9998044120,1.18468133,1.18468133,0.542024106,741066630.1,4093303216,0.238295866,586.489137,1.199861269,2.070934033,1.615871641,2.495555362,0.092541161,2,,2.428932417,0.958310875,33.38385973,1.782005105,0.398491224,2.00E+30,2.708713656,4.290821432,1.736673397,0.112561645,0.719921615,1,,0.797827596,1413796564,9992034383,5.13E-06,0.241544604,584.480383,1.200331424,2.065119396,1.60792071,2.470156502,0.092882044,2
Mcmbp,1.574468088,1.574180569,1.441345977,1.997334424,0,3.036461308,6097151958,9999197890,0.316992875,634.1624581,1.541057605,1.416927763,1.081598144,0.949774509,0.089838059,1,0,3.036468347,3.036452496,0.504346573,3043637.212,4991530.324,0.316991723,636.2735522,1.541059458,1.416927632,1.081596893,0.949770253,0.08983808,1,,4.646062059,4.646065437,9992924691,6771974244,0.999999992,636.0240078,1.535329102,1.417076953,1.095966855,1.000903329,0.088293408,1,,1317532.065,4.646061303,4.646061303,0.500369534,9999730295,3390806405,1,638.1584294,1.535329811,1.417076538,1.095966102,1.000901184,0.088293432,1,,3.036854784,13452219.88,22052146.85,7.80E-05,0.317044209,636.27355,1.54106444,1.416913353,1.08159086,0.94976906,0.089837857,1,,3.036462115,6097211140,9999292673,0.006131347,0.316992863,636.2735492,1.541057623,1.416927669,1.081598091,0.949774448,0.08983806,1
Mcph1,2.595744688,3.445238937,1.891756827,4.667047803,0,0.894280351,13.44569399,101.878932,0.411220599,806.9741703,2.551623148,3.296785825,1.589425575,2.642589893,0.196868655,2,0,0.550439808,2.389652483,0.210197112,2954458699,9343470897,0.584507965,808.1226584,2.546363487,3.212742193,1.527610966,2.456398382,0.194346865,2,,0.894280303,346.7029059,13.41009402,101.8721661,0.411218681,809.0852618,2.551620399,3.296788808,1.589428106,2.642599619,0.196868601,2,,0.704195497,4.039907508,4.039907508,0.550642554,1835946649,9999990405,0.436839166,810.4764179,2.548487569,3.263590012,1.568015688,2.593059083,0.195260967,2,,3.669705197,1055.763951,274.7826034,3.385328117,0.436862126,809.0197193,2.558666148,3.281420157,1.55861809,2.512353289,0.197040352,2,,0.832999761,1031782915,9939314350,31329598.77,0.43889796,809.0125399,2.556220127,3.271212674,1.555260995,2.503419802,0.196892816,2
Mcrs1,1.425531922,2.708796447,1.768430703,2.869954256,0,0.622568064,1098911183,9999054063,0.288759764,622.1091159,1.379088783,2.508950981,1.654994911,2.475463373,0.092248657,2,0,0.622549365,0.622586238,0.460161013,25133168.55,228693070.2,0.288756178,624.220207,1.37909591,2.508944638,1.654983889,2.475417686,0.092248939,2,,0.906184972,0.906204004,5.682848911,83.82974781,0.261162436,624.0867468,1.382745672,2.52322254,1.655812186,2.459067331,0.091895956,2,,0.60060563,0.825038488,0.825038488,0.503578265,2.477614207,17.95384235,0.482986705,626.9239044,1.372850722,2.487499487,1.64714236,2.465680548,0.093477154,2,,16387.52516,9999200768,342262.6882,26322.5369,0.288788864,624.2204218,1.379106961,2.508939377,1.654983098,2.475434569,0.092248846,2,,0.62256811,1098929607,9999219757,3.32E-10,0.288759745,624.2202069,1.379088624,2.50895083,1.654995026,2.475464018,0.092248658,2
Mdh1,7.765957476,3.855960371,1.451332521,2.69053953,0,2.931504464,1869680512,9999428005,0.496111117,1120.49445,7.708680318,3.504992054,1.026971958,1.101510697,0.275926158,1,0,2.931509079,2.931499529,0.504646398,1869470010,9998301313,0.496111187,1122.605542,7.708680392,3.504992168,1.026971965,1.101510678,0.27592616,1,,4.431311746,4.431323349,1401425044,9999194679,0.492477552,1122.072305,7.6970223,3.527125815,1.071553704,1.223871533,0.275057969,1,,2.519291125,4.838753666,4.838753666,0.632044778,1558915178,9998134298,0.493616455,1124.311546,7.693364903,3.517975315,1.050702395,1.170606122,0.275308379,1,,2.931482343,89832642.87,480452758.3,4.79E-06,0.496093021,1122.605542,7.708690411,3.505019748,1.026972431,1.101501258,0.275926826,1,,2.931500916,1821305567,9740708784,9.23E-08,0.496111778,1122.605542,7.708680717,3.504994912,1.026972227,1.101510556,0.275926216,1
Mdh2,19.60638303,4.662200819,0.544769464,-0.073366388,0,3.433573317,12.17651827,221.4484024,0.413718606,1376.016998,19.41175523,4.637487637,0.442453809,-0.382866934,0.279264273,1,0,6.910234744,3.072642509,0.50422989,23.57686097,313.302154,0.419836078,1377.905616,19.39814951,4.619786609,0.440833784,-0.36813228,0.278800069,1,,117.4284676,3.433852213,11.80484217,221.1030472,0.413619074,1378.128236,19.410024,4.637380957,0.4424501,-0.382913497,0.279261339,1,,2.882870523,9.553357535,9.553357535,0.515710867,18.4395276,291.6391537,0.420680634,1379.905887,19.39425857,4.609921854,0.438166482,-0.361338211,0.278589572,1,,17.20764808,1641.82389,269.0838156,6.298611045,0.715508538,1379.380473,19.2362058,4.513440541,0.425411899,-0.286163789,0.277576611,1,,3.032261467,45.64482134,1603.958753,0.995997054,0.431944452,1378.108044,19.39369572,4.599473054,0.430791931,-0.366344935,0.278875716,1
Mdk,12.30851072,6.596415866,1.420571832,2.742731394,0,2.193665894,920193767.7,9999098866,0.518069723,1303.477985,12.21133675,6.282500527,1.155634254,1.422424781,0.316358265,1,0,1.184252349,3.086719243,0.128700643,1092645620,9968069145,0.527456227,1304.268962,12.21118029,6.140145314,1.078278379,1.245795789,0.314810544,1,,15.5119857,2.232609067,595254696,7268008247,0.518428187,1305.573147,12.20716085,6.296520858,1.16564887,1.452738182,0.316313942,1,,1.600968132,5.004089995,5.004089995,0.620177085,1675904794,9999999062,1,1306.947974,12.17147435,6.193032997,1.132913295,1.395740252,0.314956192,1,,2.87046882,4279346030,9976427492,0.308525062,0.518070176,1305.589076,12.21133969,6.282498384,1.155633972,1.422424165,0.316358251,1,,2.193660619,920001588.4,9997059255,0.510378566,0.518068446,1305.589076,12.21133553,6.282510627,1.155634669,1.422424126,0.316358362,1
Mdm2,1.510638306,4.038657486,1.891211077,3.055305874,0,0.206336461,8.157755944,9998636732,0.252979785,594.9599557,1.456190106,3.912903624,1.838937627,2.704729313,0.100812912,2,0,0.158459539,1.026341656,0.503724697,1.442618917,36.5921573,0.27320241,596.6746008,1.460285494,3.885722547,1.821226249,2.654517595,0.098907245,2,,4.117450128,0.20675491,7.063670387,7594876556,0.251911323,597.0678255,1.455654456,3.913669835,1.840670776,2.712355469,0.100815874,2,,0.75374211,0.112257331,0.112257331,0.115244441,1.470002583,8.674846262,1,598.8214968,1.451422511,3.785081078,1.80123528,2.646173277,0.096280599,2,,0.228314669,27.46150052,66.19803932,0.510410044,0.299469009,596.6838116,1.459916706,3.84097221,1.804526289,2.617195936,0.097898884,2,,0.198693542,0.203532657,73.96118446,0.071351316,0.252632063,596.9473937,1.452044171,3.917725537,1.846133249,2.737916192,0.100404871,2
Mdn1,7.085106413,3.977956682,0.705835146,-0.277650647,0,1.230574917,3.584614125,86.03000963,0.347557529,1113.873321,6.77535554,3.754564931,0.629558137,-0.477502309,0.154469467,1,0,3.202143313,1.096447999,0.499903306,7.995128685,131.3344522,0.352302539,1115.952332,6.767578455,3.727401619,0.621254204,-0.471152453,0.153775964,1,,3.260450109,1.239334827,1.690833857,59.76669985,0.352741553,1116.166343,6.78880896,3.77258737,0.619813769,-0.50084066,0.154883398,1,,2.142542795,1.565285367,1.565285367,0.50028914,2.993091381,78.72026521,0.34718927,1118.220418,6.770000496,3.770107231,0.633126672,-0.480499258,0.154814208,1,,1.176903118,9.815403296,99.98522563,0.078706326,0.361969839,1116.22107,6.767491719,3.714440169,0.609256218,-0.481216909,0.153770874,1,,1.104220799,2.160139946,104.8381842,0.068242497,0.352370589,1115.983416,6.775915311,3.732748756,0.613395421,-0.483134451,0.153764255,1
Mdp1,2.010638303,3.010525718,1.269276346,0.735334196,0,0.46038456,2.588888213,83.93432143,0.228646991,715.4969662,1.964940896,2.887113192,1.255802321,0.781434123,0.120542106,2,0,0.460384948,0.460382943,0.49633284,2.588924191,83.93645231,0.228646165,717.6080573,1.964936948,2.88711033,1.255803332,0.781438734,0.120542042,2,,17.11590104,0.460383723,2.50542341,83.44346598,0.228600078,717.6075451,1.964951123,2.887119991,1.255783195,0.781348767,0.120541835,2,,526923.7116,0.70077523,0.70077523,0.492635611,3.480390607,85.37928107,0.220527337,719.3625057,1.967344897,2.900961384,1.255710281,0.760889836,0.119763627,2,,1.020317849,9999236038,7884364430,1.224092572,0.261200409,717.9923539,1.950453282,2.870854631,1.274580263,0.866166838,0.120706793,2,,0.4604508,2.577261348,83.93322985,0.000774051,0.22875581,717.6110827,1.965209029,2.886301272,1.255672519,0.781565062,0.120548943,2
Me2,1.702127667,2.147872342,1.22293328,0.96191996,0,0.585608666,1.142491965,22.86351553,0.224536444,672.2042005,1.662814935,2.062598204,1.140003212,0.658455777,0.085215069,2,0,0.548661826,2.550724804,0.498286355,2.728110015,34.30231313,0.212484265,674.2169661,1.661723157,2.066242424,1.146502336,0.677793655,0.084714465,2,,6.762535037,0.641237551,1.467934517,31.39282335,0.205011096,674.3579545,1.66268396,2.07142273,1.149870823,0.676758489,0.085444652,2,,1.697164693,0.775038654,0.775038654,0.501355713,1.236908958,22.75424597,0.226193253,676.4595127,1.662725225,2.061725673,1.138363416,0.654422188,0.085265806,2,,1.579643827,129.7803508,46.51137357,3.520389278,0.247390422,674.0708834,1.6645804,2.04824614,1.122051297,0.631559231,0.084053807,2,,0.523549284,5.45E-08,32.1740737,0.115211344,0.219912253,674.1976982,1.661922926,2.061479958,1.140921519,0.667207728,0.08461972,2
Mea1,3.191489366,2.635177313,1.102314676,1.234869735,0,0.864689275,1.479669131,21.37650425,0.403888344,861.5966754,3.164732042,2.586555057,0.945352716,0.408032296,0.113173217,2,0,3.181279761,0.008699212,0.999517929,55.15970014,85.20132383,0.800367094,860.0233506,3.144781034,2.50435874,0.963805538,0.664304186,0.101294696,3,,0.864703547,647.9486194,1.477763396,21.37652763,0.403892694,863.7077666,3.16471251,2.586555248,0.945366053,0.408070766,0.113173116,2,,2.558582932,1.112171488,1.112171488,0.46017717,1.674249438,9.611368306,0.905719178,865.8408154,3.159435861,2.587195947,0.939942896,0.392992645,0.112903973,2,,113.1571254,11925.01077,56.4728794,263.2537682,0.355304669,861.8903621,3.171553858,2.531775587,0.895792954,0.359101486,0.106501424,3,,0.75821091,1.00E-10,23.40676534,0.99902131,1,862.9523119,3.153812914,2.588451892,0.968994244,0.504606937,0.111484099,2
Meaf6,1.351063836,4.231613348,2.154823402,4.153099186,0,0.224335629,2.629621965,80.99242696,0.274302408,563.7510571,1.298871254,3.994565303,2.086596406,3.885513418,0.093741594,2,0,0.203890386,0.251467597,0.499671661,2.644381171,80.96687616,0.274472988,565.8620907,1.298895107,3.993699705,2.086220903,3.884455391,0.093733019,2,,0.269292643,0.626253835,2.236466428,92.35798223,0.267893793,565.8318784,1.298451588,4.020673867,2.09827347,3.919901819,0.093906863,2,,0.155482051,0.654458785,0.654458785,0.515867584,2.475574885,80.96174513,0.273789548,567.9281644,1.299457697,3.991636731,2.085333337,3.883372938,0.093497258,2,,0.208559897,1.21952102,9.282752119,1.49E-08,0.999699694,566.8642512,1.282255573,3.900917074,2.078459355,3.917564321,0.094518223,2,,0.224409247,2.639325896,81.81984474,0.000655415,0.274524873,565.863734,1.299930155,3.994523449,2.085543823,3.880375186,0.093752566,2
Med1,1.797872343,1.450648375,1.89036558,5.842510861,0,5.426653026,9998499077,3312543589,0.999999995,651.3880009,1.795973366,1.324282395,1.046822445,1.315584716,0.160181757,1,0,5.426647403,5.426648357,0.538960313,211489983.1,135052608.9,0.518816858,653.4990908,1.795973541,1.324282696,1.04682259,1.315585001,0.16018178,1,,7.988396935,7.988425414,9999868167,4500662548,1,653.1055515,1.795387337,1.335654092,1.064852669,1.380311827,0.160331425,1,,17096592.69,7.988404085,7.988404085,0.534694987,9999973198,2406509527,1,655.2399703,1.795387278,1.335654299,1.064852832,1.380312224,0.160331434,1,,5.426652377,1785026003,591457917,1.00E-10,0.999879284,653.499092,1.795973495,1.324282452,1.046822446,1.315584687,0.160181764,1,,5.426676021,9011773022,5826959122,0.13368728,0.51238094,653.4990907,1.795972349,1.324280868,1.046821593,1.315582774,0.16018165,1
Med13,1.010638303,1.799888021,2.24417408,7.162370809,0,1.471959791,6101505614,9998564838,0.419049214,530.1961469,1.002821734,1.637616707,1.669815413,3.331738934,0.108889165,2,0,1.471960181,1.471959087,0.478895188,6101391994,9998386251,0.419048921,532.307238,1.002821672,1.637616745,1.669815499,3.331739309,0.108889163,2,,2.289907024,2.289907136,4694948415,9997673817,0.414546177,532.006081,1.001179343,1.641915147,1.695063124,3.473443824,0.108396997,2,,11.8497018,2.293919679,2.293919679,0.999999209,24425240.11,21516988.03,1,534.1448111,1.000919069,1.640908757,1.694818052,3.473818923,0.10834389,2,,2.173881411,595749660.1,234100073.2,0.475681988,0.961959006,532.3092265,1.002691272,1.637157855,1.669717579,3.331954709,0.108863444,2,,1.471959522,6101869413,9999180195,1.04E-06,0.419048481,532.307238,1.002821719,1.637616802,1.66981549,3.331739192,0.108889167,2
Med13l,1.680851064,3.762186937,3.92306514,22.25434875,0,0.887859734,3045879944,7590931247,0.759604585,673.6293525,1.67745236,2.861493826,2.093343245,6.036057817,0.14739018,2,0,0.887860042,0.887859323,0.474787372,3031549154,9999401077,0.573972045,675.7399487,1.677570964,2.86160801,2.093306072,6.035750473,0.147397361,2,,1.40638666,1.406383908,5532369.28,22897582.58,0.576823743,674.6021581,1.673596617,2.896873161,2.181530941,6.646105039,0.147433579,2,,7770923188,1.406382566,1.406382566,0.519216347,4645329500,9998572255,0.575903397,676.7365719,1.67359802,2.896877972,2.181531553,6.646104272,0.147433753,2,,0.892940943,4090648.706,13170626.95,0.005837972,0.573687164,675.7399575,1.677601658,2.861840382,2.093381729,6.036068485,0.147404151,2,,0.887859795,3031532904,9999310663,0.009604281,0.573974024,675.7399487,1.677570822,2.861607605,2.093305999,6.035750286,0.147397346,2
Med15,1.265957454,2.507151801,1.61643978,1.861797569,0,0.498743651,5.494081327,76.00493949,0.243791477,586.5105732,1.191661277,2.251765831,1.532075076,1.739417769,0.059581463,2,0,0.498762806,195.7801657,0.50205765,11.26922895,78.25799674,0.243829839,588.6216549,1.191654065,2.251761125,1.532087692,1.739473517,0.05958082,2,,0.7549014,0.754884791,2.951971781,60.08077133,0.232938427,588.2270934,1.193472056,2.265542358,1.53741352,1.743826133,0.057581113,2,,0.606789446,0.730848355,0.730848355,0.511441878,654138720.9,9999906710,0.267947154,590.6713686,1.18414774,2.243652408,1.549559968,1.817510553,0.058123761,2,,14.32323242,128369630.3,4483192.463,26.41699721,0.268464703,588.668815,1.18511271,2.242755368,1.544237779,1.798095492,0.059025335,2,,0.522416908,808271000.7,9999062067,0.000575178,0.268490948,588.6687927,1.185271283,2.242835005,1.544092538,1.797426395,0.05901647,2
Med17,1.499999997,3.230496462,1.549823965,1.895657577,0,0.109431057,0.208202194,11.81465838,0.367498747,596.8222781,1.483024869,3.113095243,1.411561269,1.156616544,0.089069853,3,0,0.089659232,1.121206148,0.496263476,0.339752513,12.43351096,0.364968192,598.5885342,1.48171396,3.124542379,1.424640983,1.210355393,0.08827175,3,,0.109425347,2327.545732,0.20817498,4.342749966,0.999773723,598.9334224,1.483020615,3.113071334,1.411555583,1.156609989,0.089068897,2,,0.087119872,1.966264685,1.966264685,0.496463049,0.326767264,12.26179372,0.37259048,600.6382583,1.481377292,3.127530806,1.427984306,1.223968328,0.088072198,3,,0.554676261,314.7939603,32.95900004,15.62307403,0.286667756,597.5461468,1.479872052,3.122709877,1.447149634,1.344441402,0.08517698,3,,0.106634049,7.05E-06,5.923143866,0.047442267,0.779933384,598.8447789,1.481805664,3.118853383,1.418274908,1.181967762,0.088939446,3
Med18,1.148936168,0.83254531,1.199857017,1.384824182,0,325.5114579,1.00E-10,255797.9828,0.067584745,502.857584,1.126334842,0.892633156,0.702397055,-0.047752097,0.148222565,1,0,213766575.6,385867.9671,0.497070791,135.7205144,2291875523,0.06758448,504.9686751,1.126334834,0.892633157,0.70239706,-0.047752086,0.148222565,1,,9664338443,29009.52858,0.585635729,5844979962,0.067584481,504.9686751,1.126334849,0.892633155,0.70239705,-0.047752107,0.148222565,1,,467642.92,7425964.052,7425964.052,0.487346261,0.369602871,32045351.03,0.067584482,507.1030931,1.126334824,0.892633159,0.702397068,-0.04775207,0.148222565,1,,1.00E-10,1.114887187,193637.5043,179.8618539,0.067584838,504.9686751,1.126334834,0.892633157,0.702397061,-0.047752085,0.148222565,1,,1.848824073,1.012970492,5331853697,9999823342,0.999989666,496.666997,1.132662031,0.705502558,0.628420967,0.188679408,0.128702776,1
Med20,2.489361711,2.604655396,1.510461794,2.30435706,0,1.468012088,2103666379,9998529773,0.363845207,787.7141787,2.434298428,2.390520119,1.285384073,1.492671887,0.178882253,1,0,1.468011268,1.46801258,0.52266259,2103908144,9999687408,0.363845021,789.8252698,2.434298797,2.390520255,1.285383859,1.49267091,0.178882269,1,,2.219980783,2.219107297,1390.127717,8945.628766,0.359533114,789.6444762,2.432694875,2.397517079,1.306443553,1.557870983,0.178847643,1,,9999886101,2.213094801,2.213094801,0.525255747,7087.401506,23999.81173,0.359621272,791.7775066,2.430955614,2.400499153,1.307705721,1.560536364,0.178842283,1,,466.7920932,9997086189,26042266.69,316.9779441,0.363845044,789.8252745,2.434291194,2.390523759,1.285387338,1.492682048,0.178882109,1,,1.468011821,2103880771,9999559968,8.05E-06,0.363845011,789.8252698,2.434299173,2.390520408,1.285383712,1.492670207,0.178882283,1
Med21,2.021276598,3.54714447,1.72944308,2.957342656,0,0.520608408,3.569712508,48.10604395,0.338650262,720.7105661,1.946902468,3.305636562,1.600696163,2.181224178,0.128745362,2,0,0.511928691,8.309937028,0.500484305,10.5625806,72.56314525,0.34352672,722.834507,1.947109984,3.299670083,1.596415194,2.168136108,0.128608532,2,,0.529312775,3.045593693,2.724194803,42.88905018,0.339028626,722.8184695,1.946818938,3.308587456,1.602357521,2.184635028,0.128816917,2,,4.813251842,0.758807415,0.758807415,0.49439491,4.889455769,47.05112723,0.344965242,724.8867955,1.948613602,3.308056747,1.594561664,2.146158076,0.128594675,2,,0.521660657,3.767234618,48.76680536,0.003687524,0.339447653,722.8225008,1.947181801,3.303715378,1.599726767,2.178439854,0.128713349,2,,0.512297559,3.464081436,49.02741328,0.015196503,0.344429975,722.8248824,1.944411388,3.303753482,1.59937633,2.178669678,0.128521891,2
Med25,2.234042557,2.908814596,1.560447771,3.021859947,0,0.593265235,1.640765767,20.01971615,0.418758416,756.5690872,2.210599785,2.850499849,1.326619834,1.420522424,0.175630574,2,0,2.044032355,0.294912024,0.848258708,3.369153887,9.496984394,0.997787959,756.6946587,2.280453378,2.724144743,1.210679655,1.110656738,0.170500656,2,,0.593265393,5063.192558,1.640578277,20.01970416,0.418759241,758.6801783,2.210598502,2.850500739,1.326621119,1.420526916,0.175630558,2,,2.61906096,0.220192442,0.220192442,0.026768165,8.024753806,13.12594796,1,757.2762466,2.201101466,2.647442716,1.204037021,1.167818662,0.162960644,2,,1.68311343,155.4931649,45.39679194,4.271932023,0.353974747,756.7555383,2.221820987,2.767046249,1.232602472,1.156793817,0.16921378,2,,0.513376006,1.02E-10,36.53910298,1.916049195,1,757.67168,2.203717744,2.840508156,1.335864741,1.494663568,0.173199705,2
Med27,1.191489364,1.504939216,1.641572998,2.819937568,0,2.739604242,7187073785,9999657190,0.312985577,563.1696645,1.166442496,1.346575971,1.201625646,1.26790473,0.093042057,1,0,2.673464494,2.74703191,0.097986653,15884.14447,22092.54328,0.312952401,565.2814965,1.165797584,1.3464337,1.2020178,1.269556824,0.093038282,1,,4.166460246,4.15718843,1853099.409,1489037.54,0.712471602,565.0047601,1.16298255,1.348915703,1.213915864,1.313573903,0.091647435,1,,3.102513557,3.974160698,3.974160698,0.58820992,9908053996,5060679763,1,567.2251192,1.163798283,1.347400324,1.210102317,1.300607045,0.092043834,2,,3881940.683,9998918582,2145.292975,1405696.08,1,565.3025195,1.16559551,1.34457799,1.201878628,1.272125357,0.092960041,2,,2.763692909,4511559.581,2163806.565,1.00E-10,0.898895056,565.300197,1.16556587,1.344618982,1.201988843,1.272505379,0.092949205,2
Med28,6.106382995,3.911038632,1.544032404,4.635159905,0,1.721864107,14.79800059,115.928321,0.505238627,1071.299447,6.081230629,3.925854763,1.194591307,1.577959614,0.240311122,1,0,3.697707666,0.616890623,0.950891391,5165.587548,10622.41395,1,1070.269239,6.087037008,3.677228142,1.052734336,1.285706668,0.231925554,3,,1.721883186,716.2971021,14.76596928,115.9538259,0.505225533,1073.410539,6.081189647,3.925915263,1.194627978,1.578086493,0.240311343,1,,1.368536458,7.740741425,7.740741425,0.586821618,31.48920041,93.36501806,0.999193839,1074.019559,6.088562716,3.750400166,1.112536739,1.372612579,0.235681251,1,,3.28421701,286.3271157,199.4165608,1.303505621,0.496360672,1072.883951,6.094824801,3.832652279,1.08949598,1.218420744,0.237602981,1,,1.359183378,54809606.86,1228353541,4567881.426,0.499629521,1072.761392,6.096387287,3.809653261,1.068738078,1.154958521,0.236906547,1
Med4,1.968085109,1.680563546,0.970542756,0.321123489,0,1.350427691,2.151444261,12.57991522,0.405875425,702.2644218,1.885060105,1.55500806,0.878228306,0.153783287,0.1091213,1,0,1.734177677,1.733910502,0.497536838,167190399.6,999070823.3,0.228924625,703.8186982,1.89138907,1.567925783,0.883706131,0.145347981,0.108091531,1,,2.257727642,2.257768744,4.654181942,54.60294236,0.212454092,703.7691583,1.893763253,1.571013534,0.880565888,0.132619979,0.10814207,1,,42865.74316,2.25774516,2.25774516,0.532555323,8.74039872,54.6098852,0.212453495,705.9035764,1.893764852,1.571013253,0.880564389,0.132616139,0.108142103,1,,10.92148104,844924.3772,133049.8057,5.296365093,0.229003476,703.8187998,1.891546318,1.567898264,0.883688453,0.145312171,0.108086557,1,,1.733943497,6442926.487,38502169.7,0.000325394,0.228926926,703.8186984,1.891362085,1.567953278,0.883726142,0.14537697,0.108090916,1
Med6,1.031914895,2.834064498,3.230404872,15.95047541,0,0.59561183,2799810816,9999528173,0.485617166,532.4967215,1.019816186,2.60259364,2.377858337,7.136305707,0.180508352,2,0,1.389537249,0.451905993,0.518000529,13763.57458,37271.92516,0.548809194,534.4922643,1.02227085,2.575744174,2.320406445,6.757548506,0.179954389,2,,6.969363806,0.60411333,5386068590,9997592477,1,534.6124295,1.018295588,2.599820904,2.384794191,7.192899278,0.180304074,2,,0.428428271,2.348239784,2.348239784,0.507213697,4178097040,6831230734,1,536.52411,1.022779121,2.575499488,2.31935442,6.759732485,0.179764522,2,,0.595684351,2837841225,9999965621,5.33E-08,0.492093888,534.6079316,1.019747441,2.602393143,2.377921965,7.137092898,0.180497627,2,,0.595611874,2799584331,9998728348,1.49E-09,0.485616739,534.6078126,1.019816286,2.602593661,2.377858209,7.136304807,0.180508359,2
Med7,1.202127659,1.620881195,1.537756589,2.861990426,0,1.832604017,4042360699,9974533945,0.268067943,572.8255074,1.183599111,1.547829325,1.379098362,1.909739638,0.10726343,1,0,1.705747544,1.712791104,0.509410098,20.67228787,32.64639148,0.482203116,574.9906013,1.182316804,1.54200214,1.371734777,1.886645787,0.10697125,1,,2.665310592,2.619434331,24.49836986,91.80952845,0.258416362,574.9345618,1.18351578,1.549367854,1.383901093,1.927281352,0.1073384,1,,2.157867978,2.554546944,2.554546944,0.50021219,1075.503425,3107.570626,0.262580524,577.0677614,1.18323038,1.548767435,1.385079743,1.934194849,0.107279178,1,,1.7072148,19.52990825,14.90386152,0.005468757,0.999998012,574.9914696,1.182457902,1.542089007,1.37076936,1.881981131,0.106999988,2,,1.832561503,4052499011,9999898356,4271.335156,0.268068113,574.9365994,1.183603898,1.547837464,1.379097488,1.909724596,0.107263797,1
